KR_ID,CUSTOM_ID,title,KR_ID_source,CBETA_ID,DZID
KR6a0001,T01n0001,T01n0001 長阿含經,catalog,T01n0001,
KR6a0002,T01n0002,T01n0002 七佛經,catalog,T01n0002,
KR6a0003,T01n0003,T01n0003 毘婆尸佛經,catalog,T01n0003,
KR6a0004,T01n0004,T01n0004 七佛父母姓字經,catalog,T01n0004,
KR6a0005,T01n0005,T01n0005 佛般泥A經,catalog,T01n0005,
KR6a0006,T01n0006,T01n0006 般泥A經,catalog,T01n0006,
KR6a0007,T01n0007,T01n0007 大般涅槃經,catalog,T01n0007,
KR6a0008,T01n0008,T01n0008 大堅固婆羅門縁起經,catalog,T01n0008,
KR6a0009,T01n0009,T01n0009 人仙經,catalog,T01n0009,
KR6a0010,T01n0010,T01n0010 白衣金幢二婆羅門縁起經,catalog,T01n0010,
KR6a0011,T01n0011,T01n0011 尼拘陀梵志經,catalog,T01n0011,
KR6a0012,T01n0012,T01n0012 大集法門經,catalog,T01n0012,
KR6a0013,T01n0013,T01n0013 長阿含十報法經,catalog,T01n0013,
KR6a0014,T01n0014,T01n0014 人本欲生經,catalog,T01n0014,
KR6a0015,T01n0015,T01n0015 帝釋所問經,catalog,T01n0015,
KR6a0016,T01n0016,T01n0016 尸迦羅越六方禮經,catalog,T01n0016,
KR6a0017,T01n0017,T01n0017 善生子經,catalog,T01n0017,
KR6a0018,T01n0018,T01n0018 信佛功徳經,catalog,T01n0018,
KR6a0019,T01n0019,T01n0019 大三摩惹經,catalog,T01n0019,
KR6a0020,T01n0020,T01n0020 佛開解梵志阿L經,catalog,T01n0020,
KR6a0021,T01n0021,T01n0021 梵網六十二見經,catalog,T01n0021,
KR6a0022,T01n0022,T01n0022 寂志果經,catalog,T01n0022,
KR6a0023,T01n0023,T01n0023 大樓炭經,catalog,T01n0023,
KR6a0024,T01n0024,T01n0024 起世經,catalog,T01n0024,
KR6a0025,T01n0025,T01n0025 起世因本經,catalog,T01n0025,
KR6a0026,T01n0026,T01n0026 中阿含經,catalog,T01n0026,
KR6a0027,T01n0027,T01n0027 七智經,catalog,T01n0027,
KR6a0028,T01n0028,T01n0028 園生樹經,catalog,T01n0028,
KR6a0029,T01n0029,T01n0029 鹹水喩經,catalog,T01n0029,
KR6a0030,T01n0030,T01n0030 薩鉢多酥哩踰捺野經,catalog,T01n0030,
KR6a0031,T01n0031,T01n0031 一切流攝守因經,catalog,T01n0031,
KR6a0032,T01n0032,T01n0032 四諦經,catalog,T01n0032,
KR6a0033,T01n0033,T01n0033 恒水經,catalog,T01n0033,
KR6a0034,T01n0034,T01n0034 法海經,catalog,T01n0034,
KR6a0035,T01n0035,T01n0035 海八徳經,catalog,T01n0035,
KR6a0036,T01n0036,T01n0036 本相倚致經,catalog,T01n0036,
KR6a0037,T01n0037,T01n0037 縁本致經,catalog,T01n0037,
KR6a0038,T01n0038,T01n0038 輪王七寶經,catalog,T01n0038,
KR6a0039,T01n0039,T01n0039 頂生王故事經,catalog,T01n0039,
KR6a0040,T01n0040,T01n0040 文拏竭王經,catalog,T01n0040,
KR6a0041,T01n0041,T01n0041 頻婆娑羅王經,catalog,T01n0041,
KR6a0042,T01n0042,T01n0042 鐵城泥犁經,catalog,T01n0042,
KR6a0043,T01n0043,T01n0043 閻羅王五天使者經,catalog,T01n0043,
KR6a0044,T01n0044,T01n0044 古來世時經,catalog,T01n0044,
KR6a0045,T01n0045,T01n0045 大正句王經,catalog,T01n0045,
KR6a0046,T01n0046,T01n0046 阿那律八念經,catalog,T01n0046,
KR6a0047,T01n0047,T01n0047 離睡經,catalog,T01n0047,
KR6a0048,T01n0048,T01n0048 是法非法經,catalog,T01n0048,
KR6a0049,T01n0049,T01n0049 求欲經,catalog,T01n0049,
KR6a0050,T01n0050,T01n0050 受歳經,catalog,T01n0050,
KR6a0051,T01n0051,T01n0051 梵志計水淨經,catalog,T01n0051,
KR6a0052,T01n0052,T01n0052 大生義經,catalog,T01n0052,
KR6a0053,T01n0053,T01n0053 苦陰經,catalog,T01n0053,
KR6a0054,T01n0054,T01n0054 釋摩男本四子經,catalog,T01n0054,
KR6a0055,T01n0055,T01n0055 苦陰因事經,catalog,T01n0055,
KR6a0056,T01n0056,T01n0056 樂想經,catalog,T01n0056,
KR6a0057,T01n0057,T01n0057 漏分布經,catalog,T01n0057,
KR6a0058,T01n0058,T01n0058 阿耨風經,catalog,T01n0058,
KR6a0059,T01n0059,T01n0059 諸法本經,catalog,T01n0059,
KR6a0060,T01n0060,T01n0060 瞿曇彌記果經,catalog,T01n0060,
KR6a0061,T01n0061,T01n0061 受新歳經,catalog,T01n0061,
KR6a0062,T01n0062,T01n0062 新歳經,catalog,T01n0062,
KR6a0063,T01n0063,T01n0063 解夏經,catalog,T01n0063,
KR6a0064,T01n0064,T01n0064 瞻婆比丘經,catalog,T01n0064,
KR6a0065,T01n0065,T01n0065 伏婬經,catalog,T01n0065,
KR6a0066,T01n0066,T01n0066 魔B亂經,catalog,T01n0066,
KR6a0067,T01n0067,T01n0067 弊魔試目連經,catalog,T01n0067,
KR6a0068,T01n0068,T01n0068 頼C和羅經,catalog,T01n0068,
KR6a0069,T01n0069,T01n0069 護國經,catalog,T01n0069,
KR6a0070,T01n0070,T01n0070 數經,catalog,T01n0070,
KR6a0071,T01n0071,T01n0071 梵志D波羅延問種尊經,catalog,T01n0071,
KR6a0072,T01n0072,T01n0072 三歸五戎慈心厭離功徳經,catalog,T01n0072,
KR6a0073,T01n0073,T01n0073 須達經,catalog,T01n0073,
KR6a0074,T01n0074,T01n0074 長者施報經,catalog,T01n0074,
KR6a0075,T01n0075,T01n0075 佛爲黄竹園老婆羅門説學經,catalog,T01n0075,
KR6a0076,T01n0076,T01n0076 梵摩渝經,catalog,T01n0076,
KR6a0077,T01n0077,T01n0077 尊上經,catalog,T01n0077,
KR6a0078,T01n0078,T01n0078 兜調經,catalog,T01n0078,
KR6a0079,T01n0079,T01n0079 鸚鵡經,catalog,T01n0079,
KR6a0080,T01n0080,T01n0080 佛爲首伽長者説業報差別經,catalog,T01n0080,
KR6a0081,T01n0081,T01n0081 分別善惡報應經,catalog,T01n0081,
KR6a0082,T01n0082,T01n0082 意經,catalog,T01n0082,
KR6a0083,T01n0083,T01n0083 應法經,catalog,T01n0083,
KR6a0084,T01n0084,T01n0084 分別布施經,catalog,T01n0084,
KR6a0085,T01n0085,T01n0085 息諍因縁經,catalog,T01n0085,
KR6a0086,T01n0086,T01n0086 泥犁經,catalog,T01n0086,
KR6a0087,T01n0087,T01n0087 齋經,catalog,T01n0087,
KR6a0088,T01n0088,T01n0088 優婆夷墮舍迦經,catalog,T01n0088,
KR6a0089,T01n0089,T01n0089 八關齋經,catalog,T01n0089,
KR6a0090,T01n0090,T01n0090 E摩肅經,catalog,T01n0090,
KR6a0091,T01n0091,T01n0091 婆羅門子命終愛念不離經,catalog,T01n0091,
KR6a0092,T01n0092,T01n0092 十支居士八城人經,catalog,T01n0092,
KR6a0093,T01n0093,T01n0093 邪見經,catalog,T01n0093,
KR6a0094,T01n0094,T01n0094 箭喩經,catalog,T01n0094,
KR6a0095,T01n0095,T01n0095 蟻喩經,catalog,T01n0095,
KR6a0096,T01n0096,T01n0096 治意經,catalog,T01n0096,
KR6a0097,T01n0097,T01n0097 廣義法門經,catalog,T01n0097,
KR6a0098,T01n0098,T01n0098 普法義經,catalog,T01n0098,
KR6a0099,T02n0099,T02n0099 雜阿含經,catalog,T02n0099,
KR6a0100,T02n0100,T02n0100 別譯雜阿含經,catalog,T02n0100,
KR6a0101,T02n0101,T02n0101 雜阿含經,catalog,T02n0101,
KR6a0102,T02n0102,T02n0102 五蘊皆空經,catalog,T02n0102,
KR6a0103,T02n0103,T02n0103 聖法印經,catalog,T02n0103,
KR6a0104,T02n0104,T02n0104 法印經,catalog,T02n0104,
KR6a0105,T02n0105,T02n0105 五陰譬喩經,catalog,T02n0105,
KR6a0106,T02n0106,T02n0106 水沫所漂經,catalog,T02n0106,
KR6a0107,T02n0107,T02n0107 不自守意經,catalog,T02n0107,
KR6a0108,T02n0108,T02n0108 滿願子經,catalog,T02n0108,
KR6a0109,T02n0109,T02n0109 轉法輪經,catalog,T02n0109,
KR6a0110,T02n0110,T02n0110 三轉法輪經,catalog,T02n0110,
KR6a0111,T02n0111,T02n0111 相應相可經,catalog,T02n0111,
KR6a0112,T02n0112,T02n0112 八正道經,catalog,T02n0112,
KR6a0113,T02n0113,T02n0113 難提釋經,catalog,T02n0113,
KR6a0114,T02n0114,T02n0114 馬有三相經,catalog,T02n0114,
KR6a0115,T02n0115,T02n0115 馬有八態譬人經,catalog,T02n0115,
KR6a0116,T02n0116,T02n0116 戒徳香經,catalog,T02n0116,
KR6a0117,T02n0117,T02n0117 戒香經,catalog,T02n0117,
KR6a0118,T02n0118,T02n0118 鴦崛摩經,catalog,T02n0118,
KR6a0119,T02n0119,T02n0119 鴦崛髻經,catalog,T02n0119,
KR6a0120,T02n0120,T02n0120 央掘魔羅經,catalog,T02n0120,
KR6a0121,T02n0121,T02n0121 月喩經,catalog,T02n0121,
KR6a0122,T02n0122,T02n0122 波斯匿王太后崩麈土F身經,catalog,T02n0122,
KR6a0123,T02n0123,T02n0123 放牛經,catalog,T02n0123,
KR6a0124,T02n0124,T02n0124 縁起經,catalog,T02n0124,
KR6a0126,T02n0125,T02n0125 増一阿含經,catalog,T02n0125,
KR6a0127,T02n0126,T02n0126 阿羅漢具徳經,catalog,T02n0126,
KR6a0128,T02n0127,T02n0127 四人出現世間經,catalog,T02n0127,
KR6a0129,T02n0128,T02n0128 須摩提女經,kanripo_CBETA_ID,T02n0128,
KR6a0131,T02n0129,T02n0129 三摩竭經,catalog,T02n0129,
KR6a0132,T02n0130,T02n0130 給狐長者女得度因縁經,catalog,T02n0130,
KR6a0133,T02n0131,T02n0131 婆羅門避死經,catalog,T02n0131,
KR6a0134,T02n0132,T02n0132 食施獲五福報經,kanripo_CBETA_ID,T02n0132,
KR6a0136,T02n0133,T02n0133 頻毘娑羅王詣佛供養經,catalog,T02n0133,
KR6a0137,T02n0134,T02n0134 長者子六過出家經,catalog,T02n0134,
KR6a0138,T02n0135,T02n0135 力士移山經,catalog,T02n0135,
KR6a0139,T02n0136,T02n0136 四未曾有法經,catalog,T02n0136,
KR6a0140,T02n0137,T02n0137 舍利弗摩訶目連遊四衢經,catalog,T02n0137,
KR6a0141,T02n0138,T02n0138 十一想思念如來經,catalog,T02n0138,
KR6a0142,T02n0139,T02n0139 四泥梨經,catalog,T02n0139,
KR6a0143,T02n0140,T02n0140 阿那G邸化七子經,catalog,T02n0140,
KR6a0144,T02n0141,T02n0141 阿H達經,catalog,T02n0141,
KR6a0145,T02n0142,T02n0142 玉耶女經,kanripo_CBETA_ID,T02n0142,
KR6a0147,T02n0143,T02n0143 玉耶經,catalog,T02n0143,
KR6a0148,T02n0144,T02n0144 大愛道般泥A經,catalog,T02n0144,
KR6a0149,T02n0145,T02n0145 佛母般泥A經,catalog,T02n0145,
KR6a0150,T02n0146,T02n0146 舍衞國王夢見十事經,catalog,T02n0146,
KR6a0151,T02n0147,T02n0147 舍衞國王十夢經,catalog,T02n0147,
KR6a0152,T02n0148,T02n0148 國王不黎先泥十夢經,catalog,T02n0148,
KR6a0153,T02n0149,T02n0149 阿難同學經,catalog,T02n0149,
KR6a0154,T02n0150,T02n0150A 七處三觀經,catalog,T02n0150,
KR6a0155,T02n0150,T02n0150B 九横經,catalog,T02n0150,
KR6a0156,T02n0151,T02n0151 阿含正行經,catalog,T02n0151,
KR6b0001,T03n0152,T03n0152 六度集經,catalog,T03n0152,
KR6b0002,T03n0153,T03n0153 菩薩本縁經,catalog,T03n0153,
KR6b0003,T03n0154,T03n0154 生經,catalog,T03n0154,
KR6b0004,T03n0155,T03n0155 菩薩本行經,catalog,T03n0155,
KR6b0005,T03n0156,T03n0156 大方便佛報恩經,catalog,T03n0156,
KR6b0006,T03n0157,T03n0157 悲華經,catalog,T03n0157,
KR6b0007,T03n0158,T03n0158 大乘悲分陀利經,catalog,T03n0158,
KR6b0008,T03n0159,T03n0159 大乘本生心地觀經,catalog,T03n0159,
KR6b0012,T03n0160,T03n0160 菩薩本生鬘論,catalog,T03n0160,
KR6b0013,T03n0161,T03n0161 長壽王經,catalog,T03n0161,
KR6b0014,T03n0162,T03n0162 金色王經,catalog,T03n0162,
KR6b0015,T03n0163,T03n0163 妙色王因縁經,catalog,T03n0163,
KR6b0016,T03n0164,T03n0164 師子素駄婆王斷肉經,catalog,T03n0164,
KR6b0017,T03n0165,T03n0165 頂生王因縁經,catalog,T03n0165,
KR6b0018,T03n0166,T03n0166 月光菩薩經,catalog,T03n0166,
KR6b0019,T03n0167,T03n0167 太子慕魄經,catalog,T03n0167,
KR6b0020,T03n0168,T03n0168 太子墓魄經,catalog,T03n0168,
KR6b0021,T03n0169,T03n0169 月明菩薩經,catalog,T03n0169,
KR6b0022,T03n0170,T03n0170 徳光太子經,catalog,T03n0170,
KR6b0023,T03n0171,T03n0171 太子須大拏經,catalog,T03n0171,
KR6b0024,T03n0172,T03n0172 菩薩投身飴餓虎起塔因縁經,catalog,T03n0172,
KR6b0025,T03n0173,T03n0173 福力太子因縁經,catalog,T03n0173,
KR6b0026,T03n0174,T03n0174 菩薩I子經,catalog,T03n0174,
KR6b0027,T03n0175,T03n0175 I子經,kanripo_CBETA_ID,T03n0175,
KR6b0030,T03n0176,T03n0176 師子月佛本生經,catalog,T03n0176,
KR6b0031,T03n0177,T03n0177 大意經,catalog,T03n0177,
KR6b0032,T03n0178,T03n0178 前世三轉經,catalog,T03n0178,
KR6b0033,T03n0179,T03n0179 銀色女經,catalog,T03n0179,
KR6b0034,T03n0180,T03n0180 過去世佛分衞經,catalog,T03n0180,
KR6b0035,T03n0181,T03n0181 九色鹿經,kanripo_CBETA_ID,T03n0181,
KR6b0037,T03n0182,T03n0182 鹿母經,kanripo_CBETA_ID,T03n0182,
KR6b0039,T03n0183,T03n0183 一切智光明仙人慈心因縁不食肉經,catalog,T03n0183,
KR6b0040,T03n0184,T03n0184 修行本起經,catalog,T03n0184,
KR6b0041,T03n0185,T03n0185 太子瑞應本起經,catalog,T03n0185,
KR6b0042,T03n0186,T03n0186 普曜經,catalog,T03n0186,
KR6b0043,T03n0187,T03n0187 方廣大莊嚴經,catalog,T03n0187,
KR6b0044,T03n0188,T03n0188 異出菩薩本起經,catalog,T03n0188,
KR6b0045,T03n0189,T03n0189 過去現在因果經,catalog,T03n0189,
KR6b0047,T03n0190,T03n0190 佛本行集經,catalog,T03n0190,
KR6b0048,T03n0191,T03n0191 衆許摩訶帝經,catalog,T03n0191,
KR6b0049,T04n0192,T04n0192 佛所行讚,catalog,T04n0192,
KR6b0050,T04n0193,T04n0193 佛本行經,catalog,T04n0193,
KR6b0051,T04n0194,T04n0194 僧伽羅刹所集經,catalog,T04n0194,
KR6b0052,T04n0195,T04n0195 十二遊經,catalog,T04n0195,
KR6b0053,T04n0196,T04n0196 中本起經,catalog,T04n0196,
KR6b0054,T04n0197,T04n0197 興起行經,catalog,T04n0197,
KR6b0055,T04n0198,T04n0198 義足經,catalog,T04n0198,
KR6b0056,T04n0199,T04n0199 佛五百弟子自説本起經,catalog,T04n0199,
KR6b0057,T04n0200,T04n0200 撰集百縁經,catalog,T04n0200,
KR6b0058,T04n0201,T04n0201 大莊嚴論經,catalog,T04n0201,
KR6b0059,T04n0202,T04n0202 賢愚經,catalog,T04n0202,
KR6b0060,T04n0203,T04n0203 雜寶藏經,catalog,T04n0203,
KR6b0061,T04n0204,T04n0204 雜譬喩經,catalog,T04n0204,
KR6b0062,T04n0205,T04n0205 雜譬喩經,catalog,T04n0205,
KR6b0063,T04n0206,T04n0206 舊雜譬喩經,catalog,T04n0206,
KR6b0064,T04n0207,T04n0207 雜譬喩經,catalog,T04n0207,
KR6b0065,T04n0208,T04n0208 衆經撰雜譬喩,catalog,T04n0208,
KR6b0066,T04n0209,T04n0209 百喩經,catalog,T04n0209,
KR6b0067,T04n0210,T04n0210 法句經,catalog,T04n0210,
KR6b0068,T04n0211,T04n0211 法句譬喩經,catalog,T04n0211,
KR6b0069,T04n0212,T04n0212 出曜經,catalog,T04n0212,
KR6b0070,T04n0213,T04n0213 法集要頌經,catalog,T04n0213,
KR6b0071,T04n0214,T04n0214 J狗經,catalog,T04n0214,
KR6b0072,T04n0215,T04n0215 羣牛譬經,catalog,T04n0215,
KR6b0073,T04n0216,T04n0216 大魚事經,catalog,T04n0216,
KR6b0074,T04n0217,T04n0217 譬喩經,catalog,T04n0217,
KR6b0075,T04n0218,T04n0218 灌頂王喩經,catalog,T04n0218,
KR6b0076,T04n0219,T04n0219 醫喩經,catalog,T04n0219,
KR6c0001,T05n0220,T05n0220 大般若波羅蜜多經,catalog,T05n0220,
KR6c0002,T08n0221,T08n0221 放光般若經,catalog,T08n0221,
KR6c0003,T08n0222,T08n0222 光讚經,catalog,T08n0222,
KR6c0004,T08n0223,T08n0223 摩訶般若波羅蜜經,catalog,T08n0223,
KR6c0010,T08n0224,T08n0224 道行般若經,catalog,T08n0224,
KR6c0011,T08n0225,T08n0225 大明度經,catalog,T08n0225,
KR6c0012,T08n0226,T08n0226 摩訶般若鈔經,catalog,T08n0226,
KR6c0013,T08n0227,T08n0227 小品般若波羅蜜經,catalog,T08n0227,
KR6c0014,T08n0228,T08n0228 佛母出生三法藏般若波羅蜜多經,catalog,T08n0228,
KR6c0015,T08n0229,T08n0229 佛母寶徳藏般若波羅蜜經,catalog,T08n0229,
KR6c0219,T08n0230,T08n0230 聖八千頌般若波羅蜜多一百八名眞實圓義陀羅尼經,catalog,T08n0230,
KR6c0019,T08n0231,T08n0231 勝天王般若波羅蜜經,catalog,T08n0231,
KR6c0020,T08n0232,T08n0232 文殊師利所説摩訶般若波羅蜜經,catalog,T08n0232,
KR6c0021,T08n0233,T08n0233 文殊師利所説般若波羅蜜經,catalog,T08n0233,
KR6c0022,T08n0234,T08n0234 濡首菩薩無上清淨分衞經,catalog,T08n0234,
KR6c0023,T08n0235,T08n0235 金剛般若波羅蜜經,catalog,T08n0235,
KR6c0024,T08n0236,T08n0236 金剛般若波羅蜜經,kanripo_CBETA_ID,T08n0236,
KR6c0026,T08n0237,T08n0237 金剛般若波羅蜜經,catalog,T08n0237,
KR6c0027,T08n0238,T08n0238 金剛能斷般若波羅蜜經,catalog,T08n0238,
KR6c0028,T08n0239,T08n0239 能斷金剛般若波羅蜜多經,catalog,T08n0239,
KR6c0117,T08n0240,T08n0240 實相般若波羅蜜經,catalog,T08n0240,
KR6c0118,T08n0241,T08n0241 金剛頂瑜伽理趣般若經,catalog,T08n0241,
KR6c0119,T08n0242,T08n0242 遍照般若波羅蜜經,catalog,T08n0242,
KR6c0120,T08n0243,T08n0243 大樂金剛不空眞實三麼耶經,catalog,T08n0243,
KR6c0125,T08n0244,T08n0244 最上根本大樂金剛不空三昧大教王經,catalog,T08n0244,
KR6c0202,T08n0245,T08n0245 仁王般若波羅蜜經,catalog,T08n0245,
KR6c0203,T08n0246,T08n0246 仁王護國般若波羅蜜多經,catalog,T08n0246,
KR6c0220,T08n0247,T08n0247 了義般若波羅蜜多經,catalog,T08n0247,
KR6c0221,T08n0248,T08n0248 五十頌聖般若波羅蜜經,catalog,T08n0248,
KR6c0222,T08n0249,T08n0249 帝釋般若波羅蜜多心經,catalog,T08n0249,
KR6c0127,T08n0250,T08n0250 摩訶般若波羅蜜大明呪經,catalog,T08n0250,
KR6c0128,T08n0251,T08n0251 般若波羅蜜多心經,catalog,T08n0251,
KR6c0129,T08n0252,T08n0252 普遍智藏般若波羅蜜多心經,catalog,T08n0252,
KR6c0130,T08n0253,T08n0253 般若波羅蜜多心經,catalog,T08n0253,
KR6c0131,T08n0254,T08n0254 般若波羅蜜多心經,catalog,T08n0254,
KR6c0132,T08n0255,T08n0255 般若波羅蜜多心經,catalog,T08n0255,
KR6c0133,T08n0256,T08n0256 唐梵翻對字音般若波羅蜜多心經,catalog,T08n0256,
KR6c0136,T08n0257,T08n0257 聖佛母般若波羅蜜多經,catalog,T08n0257,
KR6c0223,T08n0258,T08n0258 佛母小字般若波羅蜜多經,catalog,T08n0258,
KR6c0224,T08n0259,T08n0259 觀想佛母般若波羅蜜多菩薩經,catalog,T08n0259,
KR6c0225,T08n0260,T08n0260 開覺自性般若波羅蜜多經,catalog,T08n0260,
KR6c0226,T08n0261,T08n0261 大乘理趣六波羅蜜多經,catalog,T08n0261,
KR6d0001,T09n0262,T09n0262 妙法蓮華經,catalog,T09n0262,
KR6d0002,T09n0263,T09n0263 正法華經,catalog,T09n0263,
KR6d0003,T09n0264,T09n0264 添品妙法蓮華經,catalog,T09n0264,
KR6d0004,T09n0265,T09n0265 薩曇芬陀利經,catalog,T09n0265,
KR6d0105,T09n0266,T09n0266 阿惟越致遮經,catalog,T09n0266,
KR6d0106,T09n0267,T09n0267 不退轉法輪經,catalog,T09n0267,
KR6d0107,T09n0268,T09n0268 廣愽嚴淨不退轉輪經,catalog,T09n0268,
KR6d0108,T09n0269,T09n0269 法華三昧經,catalog,T09n0269,
KR6d0109,T09n0270,T09n0270 大法皷經,catalog,T09n0270,
KR6d0110,T09n0271,T09n0271 菩薩行方便境界神通變化經,catalog,T09n0271,
KR6d0111,T09n0272,T09n0272 大薩遮尼乾子所説經,catalog,T09n0272,
KR6d0112,T09n0273,T09n0273 金剛三昧經,catalog,T09n0273,
KR6d0116,T09n0274,T09n0274 濟諸方等學經,catalog,T09n0274,
KR6d0117,T09n0275,T09n0275 大乘方廣總持經,catalog,T09n0275,
KR6d0118,T09n0276,T09n0276 無量義經,catalog,T09n0276,
KR6d0120,T09n0277,T09n0277 觀普賢菩薩行法經,catalog,T09n0277,
KR6e0001,T09n0278,T09n0278 大方廣佛華嚴經,catalog,T09n0278,
KR6e0010,T10n0279,T10n0279 大方廣佛華嚴經,catalog,T10n0279,
KR6e0028,T10n0280,T10n0280 兜沙經,catalog,T10n0280,
KR6e0029,T10n0281,T10n0281 菩薩本業經,catalog,T10n0281,
KR6e0030,T10n0282,T10n0282 諸菩薩求佛本業經,catalog,T10n0282,
KR6e0031,T10n0283,T10n0283 菩薩十住行道品,catalog,T10n0283,
KR6e0032,T10n0284,T10n0284 菩薩十住經,catalog,T10n0284,
KR6e0033,T10n0285,T10n0285 漸備一切智徳經,catalog,T10n0285,
KR6e0034,T10n0286,T10n0286 十住經,catalog,T10n0286,
KR6e0035,T10n0287,T10n0287 十地經,catalog,T10n0287,
KR6e0036,T10n0288,T10n0288 等目菩薩所問三昧經,catalog,T10n0288,
KR6e0037,T10n0289,T10n0289 顯無邊佛土功徳經,catalog,T10n0289,
KR6e0038,T10n0290,T10n0290 較量一切佛刹功徳經,catalog,T10n0290,
KR6e0039,T10n0291,T10n0291 如來興顯經,catalog,T10n0291,
KR6e0040,T10n0292,T10n0292 度世品經,catalog,T10n0292,
KR6e0041,T10n0293,T10n0293 大方廣佛華嚴經,catalog,T10n0293,
KR6e0043,T10n0294,T10n0294 羅摩伽經,catalog,T10n0294,
KR6e0044,T10n0295,T10n0295 大方廣佛華嚴經入法界品,catalog,T10n0295,
KR6e0045,T10n0296,T10n0296 文殊師利發願經,catalog,T10n0296,
KR6e0046,T10n0297,T10n0297 普賢菩薩行願讚,catalog,T10n0297,
KR6e0047,T10n0298,T10n0298 大方廣普賢所説經,catalog,T10n0298,
KR6e0048,T10n0299,T10n0299 大方廣總持寶光明經,catalog,T10n0299,
KR6e0049,T10n0300,T10n0300 大方廣佛華嚴經不思議佛境界分,catalog,T10n0300,
KR6e0050,T10n0301,T10n0301 大方廣如來不思議境界經,catalog,T10n0301,
KR6e0051,T10n0302,T10n0302 度諸佛境界智光嚴經,catalog,T10n0302,
KR6e0052,T10n0303,T10n0303 佛華嚴入如來徳智不思議境界經,catalog,T10n0303,
KR6e0053,T10n0304,T10n0304 大方廣入如來智徳不思議經,catalog,T10n0304,
KR6e0054,T10n0305,T10n0305 信力入印法門經,catalog,T10n0305,
KR6e0055,T10n0306,T10n0306 大方廣佛華嚴經修慈分,catalog,T10n0306,
KR6e0056,T10n0307,T10n0307 莊嚴菩提心經,catalog,T10n0307,
KR6e0057,T10n0308,T10n0308 大方廣菩薩十地經,catalog,T10n0308,
KR6e0058,T10n0309,T10n0309 最勝問菩薩十住除垢斷結經,catalog,T10n0309,
KR6f0001,T11n0310,T11n0310 大寶積經,catalog,T11n0310,
KR6f0002,T11n0311,T11n0311 大方廣三戒經,catalog,T11n0311,
KR6f0003,T11n0312,T11n0312 如來不思議祕密大乘經,catalog,T11n0312,
KR6f0004,T11n0313,T11n0313 阿N佛國經,catalog,T11n0313,
KR6f0005,T11n0314,T11n0314 大乘十法經,catalog,T11n0314,
KR6f0006,T11n0315,T11n0315 普門品經,kanripo_CBETA_ID,T11n0315,
KR6f0008,T11n0316,T11n0316 大乘菩薩藏正法經,catalog,T11n0316,
KR6f0009,T11n0317,T11n0317 胞胎經,catalog,T11n0317,
KR6f0010,T11n0318,T11n0318 文殊師利佛土嚴淨經,catalog,T11n0318,
KR6f0011,T11n0319,T11n0319 大聖文殊師利菩薩佛刹功徳莊嚴經,catalog,T11n0319,
KR6f0012,T11n0320,T11n0320 父子合集經,catalog,T11n0320,
KR6f0013,T12n0321,T12n0321 護國尊者所問大乘經,catalog,T12n0321,
KR6f0014,T12n0322,T12n0322 法鏡經,catalog,T12n0322,
KR6f0015,T12n0323,T12n0323 郁迦羅越問菩薩行經,catalog,T12n0323,
KR6f0016,T12n0324,T12n0324 幻士仁賢經,catalog,T12n0324,
KR6f0017,T12n0325,T12n0325 決定毘尼經,catalog,T12n0325,
KR6f0018,T12n0326,T12n0326 三十五佛名禮懴文,catalog,T12n0326,
KR6f0019,T12n0327,T12n0327 發覺淨身心經,catalog,T12n0327,
KR6f0020,T12n0328,T12n0328 須頼經,catalog,T12n0328,
KR6f0021,T12n0329,T12n0329 須頼經,catalog,T12n0329,
KR6f0022,T12n0330,T12n0330 菩薩修行經,catalog,T12n0330,
KR6f0023,T12n0331,T12n0331 無畏授所問大乘經,catalog,T12n0331,
KR6f0024,T12n0332,T12n0332 優填王經,catalog,T12n0332,
KR6f0025,T12n0333,T12n0333 大乘日子王所問經,catalog,T12n0333,
KR6f0026,T12n0334,T12n0334 須摩提菩薩經,catalog,T12n0334,
KR6f0027,T12n0335,T12n0335 須摩提菩薩經,catalog,T12n0335,
KR6f0028,T12n0336,T12n0336 須摩提經,catalog,T12n0336,
KR6f0029,T12n0337,T12n0337 阿闍貰王女阿術逹菩薩經,catalog,T12n0337,
KR6f0030,T12n0338,T12n0338 離垢施女經,catalog,T12n0338,
KR6f0031,T12n0339,T12n0339 得無垢女經,catalog,T12n0339,
KR6f0032,T12n0340,T12n0340 文殊師利所説不思議佛境界經,catalog,T12n0340,
KR6f0033,T12n0341,T12n0341 聖善住意天子所問經,catalog,T12n0341,
KR6f0034,T12n0342,T12n0342 如幻三昧經,catalog,T12n0342,
KR6f0035,T12n0343,T12n0343 太子刷護經,catalog,T12n0343,
KR6f0036,T12n0344,T12n0344 太子和休經,catalog,T12n0344,
KR6f0037,T12n0345,T12n0345 慧上菩薩問大善權經,catalog,T12n0345,
KR6f0038,T12n0346,T12n0346 大方廣善巧方便經,catalog,T12n0346,
KR6f0039,T12n0347,T12n0347 大乘顯識經,catalog,T12n0347,
KR6f0040,T12n0348,T12n0348 大乘方等要慧經,catalog,T12n0348,
KR6f0041,T12n0349,T12n0349 彌勒菩薩所問本願經,catalog,T12n0349,
KR6f0042,T12n0350,T12n0350 遺日摩尼寶經,catalog,T12n0350,
KR6f0043,T12n0351,T12n0351 摩訶衍寶嚴經,catalog,T12n0351,
