review_id,suggested_action,action,match_status,match_tier,match_note,wiki_sourcePage,wiki_dynastySection,wiki_dyn_candidates,wiki_fief,fief_corrected,wiki_pn,pn_corrected,wiki_nt,wiki_person,wiki_personBare,wiki_startYear,wiki_endYear,wikidataId,wikiPersonUrl,norbert_person_id,norbert_nt_ind,norbert_can_name,norbert_dyn,norbert_fief,norbert_pn,norbert_nt,norbert_start_year,norbert_end_year,norbert_dyn_id,fill_notes,reviewer_notes
237,skip,,skip_section,,section:封號,威武王,封號,,威武,,,,王,元朝,元朝,,,Q7313,https://zh.wikipedia.org/wiki/%E5%85%83%E6%9C%9D,,,,,,,,,,,,
238,skip,,skip_section,,section:封號,威武王,封號,,威武,,西寧,,王,出伯,出伯,,,Q11318363,https://zh.wikipedia.org/wiki/%E5%87%BA%E4%BC%AF,,,,,,,,,,,,
239,skip,,skip_section,,section:封號,威武王,封號,,威武,,西寧,,王,亦裡黑赤,亦裡黑赤,,,Q48769358,https://zh.wikipedia.org/wiki/%E4%BA%A6%E9%87%8C%E9%BB%91%E8%B5%A4,,,,,,,,,,,,
240,skip,,skip_section,,section:封號,威武王,封號,,威武,,西寧,,王,不顏嵬裡,不顏嵬裡,,,,https://zh.wikipedia.org/wiki/%E4%B8%8D%E9%A1%8F%E5%B5%AC%E8%A3%A1,,,,,,,,,,,,
241,skip,,skip_section,,section:封號,威武王,封號,,威武,,西寧,,王,兀納失裡,兀納失裡,,,Q10889516,https://zh.wikipedia.org/wiki/%E5%85%80%E7%B4%8D%E5%A4%B1%E9%87%8C,,,,,,,,,,,,
242,review,,wiki_only,,no Norbert match,威武王,尊號,尊號,鎮海威武,,,,王,蔡牽,蔡牽,,,Q837355,https://zh.wikipedia.org/wiki/%E8%94%A1%E7%89%B5,,,,,,,,,,,,
243,review,,wiki_only,,no Norbert match,威遠王,元朝,元,威遠,,,,王,巴都帖木兒,巴都帖木兒,,,,https://zh.wikipedia.org/wiki/%E5%B7%B4%E9%83%BD%E5%B8%96%E6%9C%A8%E5%84%BF,,,,,,,,,,,,
244,review,,wiki_only,,no Norbert match,威遠王,元朝,元,威遠,,,,王,阿只吉,阿只吉,,,Q24868285,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%8F%AA%E5%90%89,,,,,,,,,,,,
245,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,漢朝,漢朝,,,Q7209,https://zh.wikipedia.org/wiki/%E6%B1%89%E6%9C%9D,,,,,,,,,,,,
246,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,北魏,北魏,,,Q875305,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%AD%8F,,,,,,,,,,,,
247,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,唐朝,唐朝,,,Q9683,https://zh.wikipedia.org/wiki/%E5%94%90%E6%9C%9D,,,,,,,,,,,,
248,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,後周,後周,,,Q1154556,https://zh.wikipedia.org/wiki/%E5%90%8E%E5%91%A8,,,,,,,,,,,,
249,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,遼朝,遼朝,,,Q4958,https://zh.wikipedia.org/wiki/%E8%BE%BD%E6%9C%9D,,,,,,,,,,,,
250,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,明朝,明朝,,,Q9903,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%9C%9D,,,,,,,,,,,,
251,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,清朝,清朝,,,Q8733,https://zh.wikipedia.org/wiki/%E6%B8%85%E6%9C%9D,,,,,,,,,,,,
252,review,,wiki_only,,no Norbert match,孝文帝,,,孝文,,,,帝,廣南國,廣南國,,,Q2301908,https://zh.wikipedia.org/wiki/%E5%BB%A3%E5%8D%97%E5%9C%8B,,,,,,,,,,,,
253,review,,wiki_only,,no Norbert match,孝文王,,,孝文,,,,王,戰國時代,戰國時代,,,Q185063,https://zh.wikipedia.org/wiki/%E6%88%98%E5%9B%BD%E6%97%B6%E6%9C%9F,,,,,,,,,,,,
254,review,,wiki_only,,no Norbert match,孝文王,,,孝文,,,,王,越南,越南,,,Q881,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97,,,,,,,,,,,,
255,review,,wiki_only,,no Norbert match,孝靖王,,,孝靖,,,,王,遼朝,遼朝,,,Q4958,https://zh.wikipedia.org/wiki/%E8%BE%BD%E6%9C%9D,,,,,,,,,,,,
256,review,,wiki_only,,no Norbert match,孝靖王,,,宋朝博陵孝靖,,,,王,趙承選,趙承選,,,,https://zh.wikipedia.org/wiki/%E8%B5%B5%E6%89%BF%E9%80%89,,,,,,,,,,,,
257,review,,wiki_only,,no Norbert match,孝靖王,,,孝靖,,,,王,宋朝,宋朝,,,Q7462,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%9C%9D,,,,,,,,,,,,
258,review,,wiki_only,,no Norbert match,寧仁侯,,,寧仁,,,,侯,王稹,王稹,,,Q65054213,https://zh.wikipedia.org/wiki/%E7%8E%8B%E7%A8%B9,,,,,,,,,,,,
259,review,,wiki_only,,no Norbert match,寧仁侯,,,寧仁,,,,侯,兀愛,兀愛,,,Q109350306,https://zh.wikipedia.org/wiki/%E5%85%80%E6%84%9B,,,,,,,,,,,,
260,review,,wiki_only,,no Norbert match,寧海王,宋代,宋代,寧海郡,,,,王,,,,,,,,,,,,,,,,,,
261,review,,wiki_only,,no Norbert match,寧海王,元朝,元,寧海,,,,王,成吉思汗,成吉思汗,,,Q720,https://zh.wikipedia.org/wiki/%E6%88%90%E5%90%89%E6%80%9D%E6%B1%97,,,,,,,,,,,,
262,review,,wiki_only,,no Norbert match,寧海王,元朝,元,寧海,,,,王,亦思蠻,亦思蠻,,,,https://zh.wikipedia.org/wiki/%E4%BA%A6%E6%80%9D%E8%9B%AE,,,,,,,,,,,,
263,review,,wiki_only,,no Norbert match,寧海王,元朝,元,寧海,,,,王,八都兒,八都兒,,,,https://zh.wikipedia.org/wiki/%E5%85%AB%E9%83%BD%E5%84%BF,,,,,,,,,,,,
264,review,,wiki_only,,no Norbert match,寧海王,元朝,元,寧海,,,,王,阿海,阿海,,,Q22099950,https://zh.wikipedia.org/wiki/%E6%A1%82%E6%B0%91%E6%B5%B7,,,,,,,,,,,,
265,review,,wiki_only,,no Norbert match,寧遠王,元朝,元,寧遠,,,,王,闊闊出,闊闊出,,,Q7072496,https://zh.wikipedia.org/wiki/%E9%98%94%E9%98%94%E5%87%BA,,,,,,,,,,,,
266,review,,wiki_only,,no Norbert match,寧遠王,元朝,元,寧遠,,,,王,徹徹篤,徹徹篤,,,,https://zh.wikipedia.org/wiki/%E5%BD%BB%E5%BD%BB%E7%AC%83,,,,,,,,,,,,
267,review,,wiki_only,,no Norbert match,安定王,自稱,自稱,安定,,,,王,東漢,東漢,,,Q1147037,https://zh.wikipedia.org/wiki/%E4%B8%9C%E6%B1%89,,,,,,,,,,,,
268,review,,wiki_only,,no Norbert match,安定王,自稱,自稱,安定,,,,王,劉宋,劉宋,,,Q49697,https://zh.wikipedia.org/wiki/%E5%88%98%E5%AE%8B,,,,,,,,,,,,
269,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,蜀漢,蜀漢,,,Q320925,https://zh.wikipedia.org/wiki/%E8%9C%80%E6%B1%89,,,,,,,,,,,,
270,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,漢趙,漢趙,,,Q1574107,https://zh.wikipedia.org/wiki/%E6%B1%89%E8%B5%B5,,,,,,,,,,,,
271,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,後燕,後燕,,,Q1534482,https://zh.wikipedia.org/wiki/%E5%BE%8C%E7%87%95,,,,,,,,,,,,
272,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元魏,元魏,,,Q875305,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%AD%8F,,,,,,,,,,,,
273,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,桓,,王,韓茂,韓茂,,,Q17239955,https://zh.wikipedia.org/wiki/%E9%9F%A9%E8%8C%82,,,,,,,,,,,,
274,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,殤,,王,拓跋彌,拓跋彌,,,Q11077198,https://zh.wikipedia.org/wiki/%E6%8B%93%E8%B7%8B%E5%BD%8C,,,,,,,,,,,,
275,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,靖,,王,拓跋休,拓跋休,,,Q11077183,https://zh.wikipedia.org/wiki/%E5%85%83%E4%BC%91,,,,,,,,,,,,
276,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,恭,,王,元燮,元燮,,,Q11387963,https://zh.wikipedia.org/wiki/%E5%85%83%E7%87%AE,,,,,,,,,,,,
277,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元超,元超,,,Q21094110,https://zh.wikipedia.org/wiki/%E5%85%83%E8%B6%85_(%E5%AE%89%E5%AE%9A%E7%8E%8B),,,,,,,,,,,,
278,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元孝景,元孝景,,,,https://zh.wikipedia.org/wiki/%E5%85%83%E5%AD%9D%E6%99%AF,,,,,,,,,,,,
279,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元朗,元朗,,,Q3276194,https://zh.wikipedia.org/wiki/%E5%85%83%E6%9C%97_(%E5%AE%89%E5%AE%9A%E7%8E%8B),,,,,,,,,,,,
280,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元黃頭,元黃頭,,,,https://zh.wikipedia.org/wiki/%E5%85%83%E9%BB%83%E9%A0%AD,,,,,,,,,,,,
281,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,爾朱智虎,爾朱智虎,,,,https://zh.wikipedia.org/wiki/%E7%88%BE%E6%9C%B1%E6%99%BA%E8%99%8E,,,,,,,,,,,,
282,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,宇文泰,宇文泰,,,Q1071587,https://zh.wikipedia.org/wiki/%E5%AE%87%E6%96%87%E6%B3%B0,,,,,,,,,,,,
283,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,北齊,北齊,,,Q1143524,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%BD%90,,,,,,,,,,,,
284,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,唐朝,唐朝,,,Q9683,https://zh.wikipedia.org/wiki/%E5%94%90%E6%9C%9D,,,,,,,,,,,,
285,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,李純,李純,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%B4%94_(%E5%AE%89%E5%AE%9A%E9%83%A1%E7%8E%8B),,,,,,,,,,,,
286,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,武攸暨,武攸暨,,,Q6724029,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%94%B8%E6%9A%A8,,,,,,,,,,,,
287,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,馮河清,馮河清,,,Q18119478,https://zh.wikipedia.org/wiki/%E9%A6%AE%E6%B2%B3%E6%B8%85,,,,,,,,,,,,
288,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,韋清,韋清,,,,https://zh.wikipedia.org/wiki/%E9%9F%8B%E6%B8%85,,,,,,,,,,,,
289,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,宋朝,宋朝,,,Q7462,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%9C%9D,,,,,,,,,,,,
290,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,遼朝,遼朝,,,Q4958,https://zh.wikipedia.org/wiki/%E8%BE%BD%E6%9C%9D,,,,,,,,,,,,
291,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,元朝,元朝,,,Q7313,https://zh.wikipedia.org/wiki/%E5%85%83%E6%9C%9D,,,,,,,,,,,,
292,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,脫歡,脫歡,,,Q29410760,https://zh.wikipedia.org/wiki/%E6%8B%9C%E7%AD%94%E5%AF%92,,,,,,,,,,,,
293,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,朵兒只班,朵兒只班,,,Q85880872,https://zh.wikipedia.org/wiki/%E6%9C%B5%E5%84%BF%E5%8F%AA%E7%8F%AD_(%E5%AE%89%E5%AE%9A%E7%8E%8B),,,,,,,,,,,,
294,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,明朝,明朝,,,Q9903,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%9C%9D,,,,,,,,,,,,
295,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,卜煙帖木兒,卜煙帖木兒,,,,https://zh.wikipedia.org/wiki/%E5%8D%9C%E7%85%99%E5%B8%96%E6%9C%A8%E5%85%92,,,,,,,,,,,,
296,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,亦攀丹,亦攀丹,,,Q137878986,https://zh.wikipedia.org/wiki/%E4%BA%A6%E6%94%80%E4%B8%B9,,,,,,,,,,,,
297,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,桑爾加失夾,桑爾加失夾,,,,https://zh.wikipedia.org/wiki/%E6%A1%91%E7%88%BE%E5%8A%A0%E5%A4%B1%E5%A4%BE,,,,,,,,,,,,
298,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,佔乾些兒,佔乾些兒,,,,https://zh.wikipedia.org/wiki/%E4%BD%94%E4%B9%BE%E4%BA%9B%E5%85%92,,,,,,,,,,,,
299,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,千奔,千奔,,,,https://zh.wikipedia.org/wiki/%E5%8D%83%E5%A5%94,,,,,,,,,,,,
300,skip,,skip_section,,section:封爵,安定王,封爵,,安定,,,,王,阿兒察,阿兒察,,,,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%85%92%E5%AF%9F,,,,,,,,,,,,
301,skip,,skip_section,,section:諡號,安定王,諡號,,魯陽安定,,,,王,朱睦杫,朱睦杫,,,,https://zh.wikipedia.org/wiki/Template:%E6%98%8E%E6%9C%9D%E8%AB%B8%E7%8E%8B%E5%88%97%E8%A1%A8/%E9%AD%AF%E9%99%BD%E5%9C%8B,,,,,,,,,,,,
302,insert_nt,,person_only,E,"person in Norbert, no matching NT row",安平君,,,,,,,,趙成 (安平君),趙成,,,Q16259931,https://zh.wikipedia.org/wiki/%E8%B5%B5%E6%88%90_(%E5%AE%89%E5%B9%B3%E5%90%9B),1966,,趙成,,,,,,,,,
303,insert_nt,,person_only,E,"person in Norbert, no matching NT row",安平君,,,,,,,,田單,田單,,,Q3274709,https://zh.wikipedia.org/wiki/%E7%94%B0%E5%96%AE,10376,,田單,,,,,,,,,
304,update_nt,,matched,D,Norbert row incomplete,安平王,漢朝,東漢|西漢|漢,安平,,,,王,劉得,劉得,122,152,,https://zh.wikipedia.org/wiki/%E5%88%98%E5%BE%97_(%E5%AE%89%E5%B9%B3%E7%8E%8B),14467,2004,劉得,漢,平原,,王,,,46,,
305,review,,wiki_only,,no Norbert match,安平王,漢朝,東漢|西漢|漢,安平,,,,王,劉續,劉續,152,186,Q81745434,https://zh.wikipedia.org/wiki/%E5%88%98%E7%BB%AD_(%E5%AE%89%E5%B9%B3%E7%8E%8B),,,,,,,,,,,,
306,insert_nt,,person_only,E,"person in Norbert, no matching NT row",安平王,曹魏,三國魏|魏,安平,,,,王,曹殷,曹殷,,,Q11091159,https://zh.wikipedia.org/wiki/%E6%9B%B9%E6%AE%B7,15224,,曹殷,,,,,,,,,
307,update_nt,,matched,D,Norbert row incomplete,安平王,[[蜀漢]]（季漢）,[[蜀漢]]（季漢）,安平,,悼,,王,劉理,劉理,,,Q10900173,https://zh.wikipedia.org/wiki/%E5%8A%89%E7%90%86,14400,1980,劉理,漢,甘陵,,王,,,46,,
308,insert_nt,,person_only,E,"person in Norbert, no matching NT row",安平王,[[蜀漢]]（季漢）,[[蜀漢]]（季漢）,安平,,哀,,王,劉胤,劉胤,,,Q6852913,https://zh.wikipedia.org/wiki/%E5%88%98%E8%83%A4_(%E4%B8%89%E5%9B%BD),1636,,劉胤,,,,,,,,,
309,update_nt,,matched,D,Norbert row incomplete,安平王,[[蜀漢]]（季漢）,[[蜀漢]]（季漢）,安平,,殤,,王,劉承,劉承,,,,https://zh.wikipedia.org/wiki/%E5%88%98%E6%89%BF_(%E8%9C%80%E6%B1%89),14439,1988,劉承,漢,齊,,王,,,46,,
310,review,,wiki_only,,no Norbert match,安平王,[[蜀漢]]（季漢）,[[蜀漢]]（季漢）,安平,,,,王,劉輯,劉輯,,,Q6852427,https://zh.wikipedia.org/wiki/%E5%8A%89%E8%BC%AF,,,,,,,,,,,,
311,insert_nt,,person_only,E,"person in Norbert, no matching NT row",安平王,晉朝,西晉|東晉|晉,安平,,獻,,王,司馬孚,司馬孚,,,Q1156935,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E5%AD%9A,3640,,司馬孚,,,,,,,,,
312,review,,wiki_only,,no Norbert match,安西王,元朝,元,安西,,,,王,忙哥剌,忙哥剌,,,Q7072194,https://zh.wikipedia.org/wiki/%E5%BF%99%E5%93%A5%E5%89%8C,,,,,,,,,,,,
313,review,,wiki_only,,no Norbert match,安西王,元朝,元,安西,,,,王,阿難答,阿難答,,,Q11284234,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%9A%BE%E7%AD%94,,,,,,,,,,,,
314,review,,wiki_only,,no Norbert match,安西王,元朝,元,安西,,,,王,月魯帖木兒,月魯帖木兒,,,Q24875857,https://zh.wikipedia.org/wiki/%E6%9C%88%E9%B2%81%E5%B8%96%E6%9C%A8%E5%84%BF_(%E5%AE%89%E8%A5%BF%E7%8E%8B),,,,,,,,,,,,
315,review,,wiki_only,,no Norbert match,安西王,孫可望政權,孫可望政權,安西,,,,王,李定國,李定國,,,Q707821,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%AE%9A%E5%9B%BD,,,,,,,,,,,,
316,review,,wiki_only,,no Norbert match,安遠王,元朝,元,安遠,,,,王,醜漢,醜漢,,,,https://zh.wikipedia.org/wiki/%E4%B8%91%E6%B1%89,,,,,,,,,,,,
317,review,,wiki_only,,no Norbert match,安遠王,元朝,元,安遠,,,,王,亦思丹,亦思丹,,,,https://zh.wikipedia.org/wiki/%E4%BA%A6%E6%80%9D%E4%B8%B9,,,,,,,,,,,,
318,review,,wiki_only,,no Norbert match,安陽君,,,,,,,,公子章,公子章,,,Q10892739,https://zh.wikipedia.org/wiki/%E5%85%AC%E5%AD%90%E7%AB%A0,,,,,,,,,,,,
319,review,,wiki_only,,no Norbert match,安陽君,,,,,,,,安陽君 (朝鮮王朝),安陽君,,,Q6783327,https://zh.wikipedia.org/wiki/%E5%AE%89%E9%99%BD%E5%90%9B_(1480%E5%B9%B4),,,,,,,,,,,,
320,review,,ambiguous,D,2 Norbert candidates,宋太宗 (消歧義),,,,,,,,劉彧,劉彧,,,Q718195,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%98%8E%E5%B8%9D,3838,696,劉彧,宋,宋,明,帝,,,83,,
321,insert_nt,,person_only,E,"person in Norbert, no matching NT row",宋太宗 (消歧義),,,,,,,,趙炅,趙炅,,,Q7473,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%A4%AA%E5%AE%97,14655,,趙炅,,,,,,,,,
322,review,,wiki_only,,no Norbert match,完原君,,,,,,,,李𢢝,李𢢝,,,Q12608395,https://zh.wikipedia.org/wiki/%E5%AE%8C%E5%8E%9F%E5%90%9B_(1480%E5%B9%B4),,,,,,,,,,,,
323,review,,wiki_only,,no Norbert match,完原君,,,,,,,,李烒,李烒,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%83%92,,,,,,,,,,,,
324,insert_nt,,person_only,E,"person in Norbert, no matching NT row",定南王,,,定南,,,,王,韓建業,韓建業,,,Q120698950,https://zh.wikipedia.org/wiki/%E9%9F%A9%E5%BB%BA%E4%B8%9A,9423,,韓建業,,,,,,,,,
325,review,,wiki_only,,no Norbert match,定南王,,,定南,,,,王,孔有德,孔有德,,,Q5977979,https://zh.wikipedia.org/wiki/%E5%AD%94%E6%9C%89%E5%BE%B7,,,,,,,,,,,,
326,review,,wiki_only,,no Norbert match,定南王,,,定南,,,,王,胡有祿,胡有祿,,,Q11611777,https://zh.wikipedia.org/wiki/%E8%83%A1%E6%9C%89%E7%A6%84,,,,,,,,,,,,
327,skip,,skip_section,,section:諡號,宣德王 (消歧義),諡號,,,,,,,新羅,新羅,,,Q28456,https://zh.wikipedia.org/wiki/%E6%96%B0%E7%BD%97,,,,,,,,,,,,
328,skip,,skip_section,,section:諡號,宣德王 (消歧義),諡號,,,,,,,大義寧,大義寧,,,Q6831333,https://zh.wikipedia.org/wiki/%E5%A4%A7%E7%BE%A9%E5%AF%A7,,,,,,,,,,,,
329,skip,,skip_section,,section:封爵,宣德王 (消歧義),封爵,,,,,,,不答失裡,不答失裡,,,Q18110403,https://zh.wikipedia.org/wiki/%E4%B8%8D%E7%AD%94%E5%A4%B1%E9%87%8C,,,,,,,,,,,,
330,skip,,skip_section,,section:封爵,宣德王 (消歧義),封爵,,,,,,,定住,定住,,,Q78117590,https://zh.wikipedia.org/wiki/%E5%AE%9A%E4%BD%8F_(%E5%AE%A3%E5%BE%B7%E7%8E%8B),,,,,,,,,,,,
331,review,,wiki_only,,no Norbert match,宣讓王,元朝封號,元朝封號,宣讓,,,,王,帖木兒不花,帖木兒不花,,,,https://zh.wikipedia.org/wiki/%E5%B8%96%E6%9C%A8%E5%84%BF%E4%B8%8D%E8%8A%B1,,,,,,,,,,,,
332,skip,,skip_section,,section:諡號,宣讓王,諡號,,宣讓,,,,王,高麗穆宗,高麗穆宗,,,Q493723,https://zh.wikipedia.org/wiki/%E9%AB%98%E4%B8%BD%E7%A9%86%E5%AE%97,,,,,,,,,,,,
333,review,,wiki_only,,no Norbert match,宣靖王,元朝封爵,元朝封爵,宣靖,,,,王,買奴,買奴,,,Q45577750,https://zh.wikipedia.org/wiki/%E4%B9%B0%E5%A5%B4_(%E7%9B%8A%E7%8E%8B),,,,,,,,,,,,
334,skip,,skip_section,,section:諡號,宣靖王,諡號,,秦宣靖,,,,王,吳近,吳近,,,,https://zh.wikipedia.org/wiki/%E5%90%B3%E8%BF%91,,,,,,,,,,,,
335,skip,,skip_section,,section:諡號,宣靖王,諡號,,安塞宣靖,,,,王,朱秩炅,朱秩炅,,,Q45629555,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%A7%A9%E7%82%85,,,,,,,,,,,,
336,skip,,skip_section,,section:諡號,宣靖王,諡號,,胙城宣靖,,,,王,朱安瀏,朱安瀏,,,Q109347255,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%AE%89%E7%80%8F,,,,,,,,,,,,
337,skip,,skip_section,,section:諡號,宣靖王,諡號,,南樂宣靖,,,,王,朱祐檟,朱祐檟,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%A5%90%E6%AA%9F,,,,,,,,,,,,
338,review,,wiki_only,,no Norbert match,寧靖王,,,寧靖,,,,王,朱奠培,朱奠培,,,Q11093804,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%A5%A0%E5%9F%B9,,,,,,,,,,,,
339,review,,wiki_only,,no Norbert match,寧靖王,,,寧靖,,,,王,朱術桂,朱術桂,,,Q8071150,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%A1%93%E6%A1%82,,,,,,,,,,,,
340,link,,matched,D,full NT match,山陽公,,,山陽,,,,公,劉荊,劉荊,,,Q1414982,https://zh.wikipedia.org/wiki/%E5%8A%89%E8%8D%8A,6146,1195,劉荊,漢,廣陵,思,王,,,46,,
341,review,,wiki_only,,no Norbert match,山陽公,,,山陽,,,,公,山陽公 (二王三恪),山陽公,,,Q107309434,https://zh.wikipedia.org/wiki/%E4%BA%8C%E7%8E%8B%E4%B8%89%E6%81%AA,,,,,,,,,,,,
342,review,,wiki_only,,no Norbert match,山陽公,,,山陽,,,,公,達奚斤,達奚斤,,,,https://zh.wikipedia.org/wiki/%E8%BE%BE%E5%A5%9A%E6%96%A4,,,,,,,,,,,,
343,review,,wiki_only,,no Norbert match,山陽公,,,山陽,,,,公,苟壽樂,苟壽樂,,,,https://zh.wikipedia.org/wiki/%E8%8B%9F%E5%AF%BF%E4%B9%90,,,,,,,,,,,,
344,insert_nt,,person_only,E,"person in Norbert, no matching NT row",山陽公,,,山陽,,,,公,呂羅漢,呂羅漢,,,Q18236324,https://zh.wikipedia.org/wiki/%E5%91%82%E7%BE%85%E6%BC%A2,9331,,呂羅漢,,,,,,,,,
345,review,,wiki_only,,no Norbert match,山陽公,,,山陽,,,,公,達奚涼州,達奚涼州,,,,https://zh.wikipedia.org/wiki/%E8%BE%BE%E5%A5%9A%E5%87%89%E5%B7%9E,,,,,,,,,,,,
346,review,,wiki_only,,no Norbert match,山陽公,,,山陽,,,,公,杜德俊,杜德俊,,,,https://zh.wikipedia.org/wiki/%E6%9D%9C%E5%BE%B7%E4%BF%8A,,,,,,,,,,,,
347,review,,wiki_only,,no Norbert match,山陽王,漢朝,東漢|西漢|漢,山陽,,哀,,王,劉定,劉定,,,Q10897328,https://zh.wikipedia.org/wiki/%E5%88%98%E5%AE%9A_(%E5%B1%B1%E9%98%B3%E7%8E%8B),,,,,,,,,,,,
348,review,,ambiguous,D,4 Norbert candidates,山陽王,漢朝,東漢|西漢|漢,山陽,,,,王,劉康,劉康,,,Q5370167,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%BA%B7_(%E5%AE%9A%E9%99%B6%E7%8E%8B),8459,1177,劉康,漢,濟南,安,王,,,46,,
349,link,,matched,D,full NT match,山陽王,漢朝,東漢|西漢|漢,山陽,,,,王,劉荊,劉荊,,,Q1414982,https://zh.wikipedia.org/wiki/%E5%8A%89%E8%8D%8A,6146,1195,劉荊,漢,廣陵,思,王,,,46,,
350,link,,matched,D,full NT match,山陽王,漢朝,東漢|西漢|漢,山陽,,,,王,劉懿,劉懿,,,,https://zh.wikipedia.org/wiki/%E5%88%98%E6%87%BF_(%E6%B1%89%E7%8C%AE%E5%B8%9D%E5%AD%90),3728,1117,劉懿,漢,漢,少,帝,,,46,,
351,link,,matched,B,full NT match,常山王,漢朝,東漢|西漢|漢,常山,,憲,,王,劉舜,劉舜,,,Q61092836,https://zh.wikipedia.org/wiki/%E5%88%98%E8%88%9C,9465,1204,劉舜,漢,常山,憲,王,,,43,,
352,review,,ambiguous,D,2 Norbert candidates,常山王,漢朝,東漢|西漢|漢,常山,,,,王,劉勃,劉勃,,,Q17095005,https://zh.wikipedia.org/wiki/%E5%8A%89%E5%8B%83_(%E5%B8%B8%E5%B1%B1%E7%8E%8B),1146,1060,劉勃,漢,安陽,,侯,,,43,,
353,review,,wiki_only,,no Norbert match,常山王,漢朝,東漢|西漢|漢,常山,,,,王,成帝,成帝,,,Q7234,https://zh.wikipedia.org/wiki/%E6%B1%89%E6%88%90%E5%B8%9D,,,,,,,,,,,,
354,link,,matched,D,full NT match,常山王,漢朝,東漢|西漢|漢,常山,,,,王,劉昞,劉昞,,,Q10897631,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%98%9E,8443,1178,劉昞,漢,淮陽,頃,王,,,46,,
355,review,,wiki_only,,no Norbert match,常山王,漢朝,東漢|西漢|漢,常山,,殤,,王,劉側,劉側,,,Q10897631,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%98%9E,,,,,,,,,,,,
