review_id,suggested_action,action,match_status,match_tier,match_note,wiki_sourcePage,wiki_dynastySection,wiki_dyn_candidates,wiki_fief,fief_corrected,wiki_pn,pn_corrected,wiki_nt,wiki_person,wiki_personBare,wiki_startYear,wiki_endYear,wikidataId,wikiPersonUrl,norbert_person_id,norbert_nt_ind,norbert_can_name,norbert_dyn,norbert_fief,norbert_pn,norbert_nt,norbert_start_year,norbert_end_year,norbert_dyn_id,fill_notes,reviewer_notes
504,skip,,skip_section,,section:諡號,文宣公,諡號,,南康文宣,,,,公,劉穆之,劉穆之,,,Q10900239,https://zh.wikipedia.org/wiki/%E5%8A%89%E7%A9%86%E4%B9%8B,,,,,,,,,,,,
505,skip,,skip_section,,section:諡號,文宣公,諡號,,太上秦文宣,,,,公,胡國珍,胡國珍,,,,https://zh.wikipedia.org/wiki/%E8%83%A1%E5%9C%8B%E7%8F%8D_(%E5%8C%97%E6%9C%9D),,,,,,,,,,,,
506,skip,,skip_section,,section:諡號,文宣公,諡號,,平恩文宣,,,,公,崔光,崔光,,,Q24836622,https://zh.wikipedia.org/wiki/%E5%B4%94%E5%85%89_(%E5%8D%97%E5%8C%97%E6%9C%9D),,,,,,,,,,,,
507,skip,,skip_section,,section:諡號,文宣公,諡號,,濮陽文宣,,,,公,谷渾,谷渾,,,,https://zh.wikipedia.org/wiki/%E8%B0%B7%E6%B8%BE,,,,,,,,,,,,
508,review,,wiki_only,,no Norbert match,文成王,,,文成,,,,王,商朝,商朝,,,Q128938,https://zh.wikipedia.org/wiki/%E5%95%86%E6%9C%9D,,,,,,,,,,,,
509,review,,wiki_only,,no Norbert match,文成王,,,文成,,,,王,西晉,西晉,,,Q1145470,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%99%8B,,,,,,,,,,,,
510,review,,wiki_only,,no Norbert match,文成王,,,文成,,,,王,北魏,北魏,,,Q875305,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%AD%8F,,,,,,,,,,,,
511,review,,wiki_only,,no Norbert match,文成王,,,文成,,,,王,北齊,北齊,,,Q1143524,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%BD%90,,,,,,,,,,,,
512,review,,wiki_only,,no Norbert match,文成王,,,文成,,,,王,南唐,南唐,,,Q1326742,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%94%90,,,,,,,,,,,,
513,review,,wiki_only,,no Norbert match,文濟王,元朝,元,文濟,,,,王,蠻子,蠻子,,,Q4280415,https://zh.wikipedia.org/wiki/%E8%9B%AE%E5%AD%90,,,,,,,,,,,,
514,review,,wiki_only,,no Norbert match,文濟王,元朝,元,文濟,,,,王,不花帖木兒,不花帖木兒,,,Q85874009,https://zh.wikipedia.org/wiki/%E4%B8%8D%E8%8A%B1%E5%B8%96%E6%9C%A8%E5%84%BF,,,,,,,,,,,,
515,review,,wiki_only,,no Norbert match,文簡王,,,文簡,,,,王,西魏,西魏,,,Q1143164,https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%AD%8F,,,,,,,,,,,,
516,review,,wiki_only,,no Norbert match,文簡王,,,文簡,,,,王,北齊,北齊,,,Q1143524,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%BD%90,,,,,,,,,,,,
517,review,,wiki_only,,no Norbert match,文簡王,,,文簡,,,,王,宋朝,宋朝,,,Q7462,https://zh.wikipedia.org/wiki/%E5%AE%8B%E6%9C%9D,,,,,,,,,,,,
518,insert_nt,,person_only,E,"person in Norbert, no matching NT row",昌國君,,,,,,,,樂毅,樂毅,,,Q912239,https://zh.wikipedia.org/wiki/%E4%B9%90%E6%AF%85,10373,,樂毅,,,,,,,,,
519,review,,wiki_only,,no Norbert match,昌國君,,,,,,,,樂間,樂間,,,Q10978979,https://zh.wikipedia.org/wiki/%E6%A8%82%E9%96%93,,,,,,,,,,,,
520,link,,matched,B,full NT match,昌邑王,漢朝,東漢|西漢|漢,昌邑,,哀,,王,劉髆,劉髆,,,Q6500351,https://zh.wikipedia.org/wiki/%E5%8A%89%E9%AB%86,9470,1200,劉髆,漢,昌邑,哀,王,,,43,,
521,review,,ambiguous,D,2 Norbert candidates,昌邑王,漢朝,東漢|西漢|漢,昌邑,,,,王,劉賀,劉賀,,,Q7228,https://zh.wikipedia.org/wiki/%E5%88%98%E8%B4%BA,3722,1055,劉賀,漢,海昏,,侯,,,43,,
522,review,,wiki_only,,no Norbert match,昌邑王,漢朝,東漢|西漢|漢,劉賀後成為西漢的皇,,,,帝,,,,,,,,,,,,,,,,,,
523,review,,wiki_only,,no Norbert match,明端帝,,,明端,,,,帝,朱由檢,朱由檢,,,Q10069,https://zh.wikipedia.org/wiki/%E5%B4%87%E7%A6%8E%E5%B8%9D,,,,,,,,,,,,
524,review,,wiki_only,,no Norbert match,明端帝,,,南明端,,,,帝,朱碩熿,朱碩熿,,,Q11094507,https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%A2%A9%E7%86%BF,,,,,,,,,,,,
525,review,,wiki_only,,no Norbert match,明端帝,,,南明端,,,,帝,朱常瀛,朱常瀛,,,Q5973261,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%B8%B8%E7%80%9B,,,,,,,,,,,,
526,review,,wiki_only,,no Norbert match,昏德公,,,昏德,,,,公,趙佶,趙佶,,,Q7486,https://zh.wikipedia.org/wiki/%E5%AE%8B%E5%BE%BD%E5%AE%97,,,,,,,,,,,,
527,review,,wiki_only,,no Norbert match,昏德公,,,昏德,,,,公,楊日禮,楊日禮,,,Q716481,https://zh.wikipedia.org/wiki/%E6%A5%8A%E6%97%A5%E7%A6%AE,,,,,,,,,,,,
528,review,,wiki_only,,no Norbert match,昏德公,,,昏德,,,,公,黎維祊,黎維祊,,,Q1033966,https://zh.wikipedia.org/wiki/%E9%BB%8E%E7%B6%AD%E7%A5%8A,,,,,,,,,,,,
529,skip,,skip_section,,section:諡號,昭武王,諡號,,昭武,,,,王,高昌,高昌,,,Q1258359,https://zh.wikipedia.org/wiki/%E9%AB%98%E6%98%8C,,,,,,,,,,,,
530,skip,,skip_section,,section:諡號,昭武王,諡號,,閩太祖昭武,,,,王,王審知,王審知,,,Q708354,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%AF%A9%E7%9F%A5,,,,,,,,,,,,
531,skip,,skip_section,,section:封爵,昭武王,封爵,,昭武,,,,王,合伯,合伯,,,Q67936705,https://zh.wikipedia.org/wiki/%E5%90%88%E4%BC%AF,,,,,,,,,,,,
532,skip,,skip_section,,section:封爵,昭武王,封爵,,昭武,,,,王,火沙,火沙,,,,https://zh.wikipedia.org/wiki/%E7%81%AB%E6%B2%99,,,,,,,,,,,,
533,link,,matched,D,full NT match,昭襄王,,,昭襄,,,,王,燕昭王,燕昭王,,,Q1581229,https://zh.wikipedia.org/wiki/%E7%87%95%E6%98%AD%E7%8E%8B,10010,1272,燕昭王,燕,燕,昭,王,,,20,,
534,review,,ambiguous,D,2 Norbert candidates,昭襄王,,,昭襄,,,,王,秦昭襄王,秦昭襄王,,,Q553240,https://zh.wikipedia.org/wiki/%E7%A7%A6%E6%98%AD%E8%A5%84%E7%8E%8B,9823,1285,秦昭襄王,秦,秦,昭襄,王,,,15,,
535,review,,wiki_only,,no Norbert match,晉昭公 (消歧義),,,,,,,,周朝,周朝,,,Q35216,https://zh.wikipedia.org/wiki/%E5%91%A8%E6%9C%9D,,,,,,,,,,,,
536,review,,wiki_only,,no Norbert match,晉昭公 (消歧義),,,,,,,,唐朝,唐朝,,,Q9683,https://zh.wikipedia.org/wiki/%E5%94%90%E6%9C%9D,,,,,,,,,,,,
537,skip,,skip_section,,section:諡號,景成侯,諡號,,成都景成,,,,侯,王商,王商,,,Q11572939,https://zh.wikipedia.org/wiki/%E7%8E%8B%E5%95%86,,,,,,,,,,,,
538,skip,,skip_section,,section:諡號,景成侯,諡號,,晉康景成,,,,侯,崔忠獻,崔忠獻,,,Q712012,https://zh.wikipedia.org/wiki/%E5%B4%94%E5%BF%A0%E7%8D%BB,,,,,,,,,,,,
539,review,,ambiguous,D,3 Norbert candidates,會稽王,東吳,東吳,會稽,,,,王,孫亮,孫亮,,,Q470034,https://zh.wikipedia.org/wiki/%E5%AD%AB%E4%BA%AE,3730,23,孫亮,吳,會稽,,王,,,50,,
540,review,,wiki_only,,no Norbert match,會稽王,劉漢,劉漢,會稽,,,,王,劉衷,劉衷,,,Q16903387,https://zh.wikipedia.org/wiki/%E5%8A%89%E8%A1%B7,,,,,,,,,,,,
541,link,,matched,D,full NT match,會稽王,東晉,東晉|晉,會稽,,,,王,司馬昱,司馬昱,,,Q7400,https://zh.wikipedia.org/wiki/%E6%99%89%E7%B0%A1%E6%96%87%E5%B8%9D,3871,807,司馬昱,晉,晉,簡文,帝,,,53,,
542,link,,matched,D,full NT match,會稽王,東晉,東晉|晉,會稽,,,,王,司馬曜,司馬曜,,,,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E6%9B%9C,3872,806,司馬曜,晉,晉,孝武,帝,,,53,,
543,link,,matched,B,full NT match,會稽王,東晉,東晉|晉,會稽,,文孝,,王,司馬道子,司馬道子,,,Q3276208,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E9%81%93%E5%AD%90,3878,873,司馬道子,晉,會稽,文孝,王,,,53,,
544,review,,wiki_only,,no Norbert match,會稽王,東晉,東晉|晉,會稽,,悼,,王,司馬脩之,司馬脩之,,,Q110107666,https://zh.wikipedia.org/wiki/%E5%8F%B8%E9%A6%AC%E8%84%A9%E4%B9%8B,,,,,,,,,,,,
545,link,,matched,D,full NT match,會稽王,南陳,南陳,會稽,,,,王,陳莊,陳莊,,,Q15942965,https://zh.wikipedia.org/wiki/%E9%99%88%E5%BA%84,5776,1368,陳莊,陳,會稽,,王,,,88,,
546,review,,wiki_only,,no Norbert match,會稽王,唐朝,唐,會稽,,郡,,王,李道恩,李道恩,,,Q17164415,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%AD%A3%E8%8B%B1,,,,,,,,,,,,
547,insert_nt,,person_only,E,"person in Norbert, no matching NT row",會稽王,唐朝,唐,會稽,,郡,,王,康日知,康日知,,,Q45445029,https://zh.wikipedia.org/wiki/%E5%BA%B7%E6%97%A5%E7%9F%A5,11010,,康日知,,,,,,,,,
548,review,,wiki_only,,no Norbert match,會稽王,武周,武周,會稽,,郡,,王,武攸望,武攸望,,,Q45681503,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%94%B8%E6%9C%9B,,,,,,,,,,,,
549,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,郡,,王,趙世清,趙世清,,,Q45391791,https://zh.wikipedia.org/wiki/%E8%B6%99%E4%B8%96%E6%B8%85,,,,,,,,,,,,
550,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,,,王,,,,,,,,,,,,,,,,,,
551,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,文惠,,王,史浩,史浩,,,Q10916151,https://zh.wikipedia.org/wiki/%E5%8F%B2%E6%B5%A9,,,,,,,,,,,,
552,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,郡,,王,楊次山,楊次山,,,Q10360699,https://zh.wikipedia.org/wiki/%E6%A5%8A%E6%AC%A1%E5%B1%B1,,,,,,,,,,,,
553,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,郡,,王,史彌遠,史彌遠,,,Q846255,https://zh.wikipedia.org/wiki/%E5%8F%B2%E5%BD%8C%E9%81%A0,,,,,,,,,,,,
554,review,,wiki_only,,no Norbert match,會稽王,宋朝,宋|北宋,會稽,,和惠,,王,趙希邐,趙希邐,,,,https://zh.wikipedia.org/wiki/%E8%B6%99%E5%B8%8C%E9%82%90,,,,,,,,,,,,
555,review,,wiki_only,,no Norbert match,杞簡公 (消歧義),,,,,,,,東周,東周,,,Q307066,https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%91%A8,,,,,,,,,,,,
556,review,,wiki_only,,no Norbert match,杞簡公 (消歧義),,,,,,,,北周,北周,,,Q551067,https://zh.wikipedia.org/wiki/%E5%8C%97%E5%91%A8,,,,,,,,,,,,
557,skip,,skip_section,,section:諡號,東城王 (消歧義),諡號,,,,,,,百濟,百濟,,,Q28428,https://zh.wikipedia.org/wiki/%E7%99%BE%E6%B5%8E,,,,,,,,,,,,
558,skip,,skip_section,,section:封號,東城王 (消歧義),封號,,,,,,,越南,越南,,,Q881,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97,,,,,,,,,,,,
559,link,,matched,D,full NT match,梁太祖,,,,,,,,蕭順之,蕭順之,,,Q15914389,https://zh.wikipedia.org/wiki/%E8%95%AD%E9%A0%86%E4%B9%8B,12922,1915,蕭順之,梁,梁,文,帝,,,85,,
560,review,,wiki_only,,no Norbert match,梁太祖,,,,,,,,朱溫,朱溫,,,Q1275305,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%B8%A9,,,,,,,,,,,,
561,review,,wiki_only,,no Norbert match,楚定王,,,楚定,,,,王,李景遷,李景遷,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%99%AF%E9%81%B7,,,,,,,,,,,,
562,review,,wiki_only,,no Norbert match,楚定王,,,楚定,,,,王,朱華奎,朱華奎,,,Q11094708,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%8F%AF%E5%A5%8E,,,,,,,,,,,,
563,review,,wiki_only,,no Norbert match,楚文王 (消歧義),,,,,,,,楚文王,楚文王,,,Q796034,https://zh.wikipedia.org/wiki/%E6%A5%9A%E6%96%87%E7%8E%8B,,,,,,,,,,,,
564,link,,matched,D,full NT match,楚文王 (消歧義),,,楚文,,,,王,劉禮,劉禮,,,Q10900225,https://zh.wikipedia.org/wiki/%E5%8A%89%E7%A6%AE,4871,1031,劉禮,漢,平城,,侯,,,43,,
565,review,,wiki_only,,no Norbert match,楚莊王 (消歧義),,,,,,,,楚莊王,楚莊王,,,Q198154,https://zh.wikipedia.org/wiki/%E6%A5%9A%E5%BA%84%E7%8E%8B,,,,,,,,,,,,
566,review,,wiki_only,,no Norbert match,楚莊王 (消歧義),,,,,,,,楚頃襄王,楚頃襄王,,,Q795870,https://zh.wikipedia.org/wiki/%E6%A5%9A%E9%A0%83%E8%A5%84%E7%8E%8B,,,,,,,,,,,,
567,review,,wiki_only,,no Norbert match,楚莊王 (消歧義),,,楚莊,,,,王,朱孟烷,朱孟烷,,,Q11093829,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%AD%9F%E7%83%B7,,,,,,,,,,,,
568,review,,wiki_only,,no Norbert match,楚貞王,,,楚貞,,,,王,朱華奎,朱華奎,,,Q11094708,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%8F%AF%E5%A5%8E,,,,,,,,,,,,
569,review,,wiki_only,,no Norbert match,楚貞王,,,楚貞,,,,王,朱華壁,朱華壁,,,Q11094707,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%8F%AF%E5%A3%81,,,,,,,,,,,,
570,skip,,skip_section,,section:封號,榮安王,封號,,榮安,,莊獻,,王,奇子敖,奇子敖,,,Q28699529,https://zh.wikipedia.org/wiki/%E5%A5%87%E5%AD%90%E6%95%96,,,,,,,,,,,,
571,skip,,skip_section,,section:諡號,榮安王,諡號,,建德榮安,,,,王,朱譽梴,朱譽梴,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%AD%BD%E6%A2%B4,,,,,,,,,,,,
572,skip,,skip_section,,section:諡號,榮安王,諡號,,鄒平榮安,,,,王,朱健檔,朱健檔,,,Q109350456,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%81%A5%E6%AA%94,,,,,,,,,,,,
573,skip,,skip_section,,section:諡號,榮安王,諡號,,義陽榮安,,,,王,朱同鍱,朱同鍱,,,Q109343661,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%90%8C%E9%8D%B1,,,,,,,,,,,,
574,skip,,skip_section,,section:諡號,榮安王,諡號,,瑞昌榮安,,,,王,朱覲鐊,朱覲鐊,,,Q109343951,https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%A6%B2%E9%90%8A,,,,,,,,,,,,
575,skip,,skip_section,,section:諡號,榮安王,諡號,,華亭榮安,,,,王,朱勤熂,朱勤熂,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%8B%A4%E7%86%82,,,,,,,,,,,,
576,skip,,skip_section,,section:諡號,榮安王,諡號,,永年榮安,,,,王,朱幼塨,朱幼塨,,,Q123329747,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%B9%BC%E5%A1%A8,,,,,,,,,,,,
577,skip,,skip_section,,section:諡號,榮安王,諡號,,河東榮安,,,,王,朱奇淮,朱奇淮,,,Q136804129,https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%A5%87%E6%B7%AE,,,,,,,,,,,,
578,skip,,skip_section,,section:諡號,榮安王,諡號,,魯山榮安,,,,王,朱睦欏,朱睦欏,,,,https://zh.wikipedia.org/wiki/Template:%E6%98%8E%E6%9C%9D%E8%AB%B8%E7%8E%8B%E5%88%97%E8%A1%A8/%E9%AD%AF%E5%B1%B1%E5%9C%8B,,,,,,,,,,,,
579,skip,,skip_section,,section:諡號,榮安王,諡號,,潞城榮安,,,,王,朱成鑘,朱成鑘,,,,https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%88%90%E9%91%98,,,,,,,,,,,,
580,review,,wiki_only,,no Norbert match,武寧王,元朝,元,武寧,,,,王,徹徹禿,徹徹禿,,,Q11070137,https://zh.wikipedia.org/wiki/%E5%BD%BB%E5%BD%BB%E7%A7%83,,,,,,,,,,,,
581,review,,wiki_only,,no Norbert match,武寧王,元朝,元,武寧,,,,王,徹裡，燕只吉臺氏,徹裡，燕只吉臺氏,,,Q45519247,https://zh.wikipedia.org/wiki/%E5%BD%BB%E9%87%8C_(%E7%87%95%E5%8F%AA%E5%90%89%E9%83%A8),,,,,,,,,,,,
582,review,,wiki_only,,no Norbert match,武寧王,百濟,百濟,武寧,,,,王,武寧王 (百濟),武寧王,,,Q497878,https://zh.wikipedia.org/wiki/%E6%AD%A6%E5%AF%A7%E7%8E%8B_(%E7%99%BE%E6%BF%9F),,,,,,,,,,,,
583,review,,wiki_only,,no Norbert match,武寧王,琉球,琉球,武寧,,,,王,武寧 (琉球國王),武寧,,,,https://zh.wikipedia.org/wiki/%E6%AD%A6%E5%AE%81_(%E7%90%89%E7%90%83%E5%9B%BD%E7%8E%8B),,,,,,,,,,,,
584,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武安王,,,武安,,,,王,延岑,延岑,,,Q11065010,https://zh.wikipedia.org/wiki/%E5%BB%B6%E5%B2%91,14745,,延岑,,,,,,,,,
585,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武安王,,,武安,,,,王,關羽,關羽,,,Q222797,https://zh.wikipedia.org/wiki/%E5%85%B3%E7%BE%BD,1507,,關羽,,,,,,,,,
586,review,,wiki_only,,no Norbert match,武安王,,,武安,,,,王,雙忠,雙忠,,,Q15907353,https://zh.wikipedia.org/wiki/%E9%9B%99%E5%BF%A0,,,,,,,,,,,,
587,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武安王,,,武安,,,,王,張巡,張巡,,,Q708295,https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%B7%A1,11039,,張巡,,,,,,,,,
588,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武安王,,,武安,,,,王,白起,白起,,,Q701746,https://zh.wikipedia.org/wiki/%E7%99%BD%E8%B5%B7,10358,,白起,,,,,,,,,
589,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武安王,,,武安,,,,王,李牧,李牧,,,Q714415,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%89%A7,10375,,李牧,,,,,,,,,
590,review,,wiki_only,,no Norbert match,武平王,元朝,元,武平,,,,王,禿滿帖木兒,禿滿帖木兒,,,Q24868282,https://zh.wikipedia.org/wiki/%E7%A7%83%E6%BB%A1%E5%B8%96%E6%9C%A8%E5%84%BF,,,,,,,,,,,,
591,review,,wiki_only,,no Norbert match,武平王,元朝,元,武平,,,,王,帖古思不花,帖古思不花,,,Q85879414,https://zh.wikipedia.org/wiki/%E5%B8%96%E5%8F%A4%E6%80%9D%E4%B8%8D%E8%8A%B1,,,,,,,,,,,,
592,review,,wiki_only,,no Norbert match,武平王,元朝,元,武平,,,,王,不花帖木兒,不花帖木兒,,,Q85874009,https://zh.wikipedia.org/wiki/%E4%B8%8D%E8%8A%B1%E5%B8%96%E6%9C%A8%E5%84%BF,,,,,,,,,,,,
593,skip,,skip_section,,section:諡號,武康王,諡號,,武康,,,,王,百濟武康王,百濟武康王,,,Q498007,https://zh.wikipedia.org/wiki/%E7%99%BE%E6%BF%9F%E6%AD%A6%E7%8E%8B,,,,,,,,,,,,
594,skip,,skip_section,,section:諡號,武康王,諡號,,安樂武康,,,,王,元詮,元詮,,,Q11077233,https://zh.wikipedia.org/wiki/%E5%85%83%E8%A9%AE,,,,,,,,,,,,
595,skip,,skip_section,,section:封號,武康王,封號,,武康,,郡,,王,李元諒,李元諒,,,,https://zh.wikipedia.org/wiki/%E6%9D%8E%E5%85%83%E8%AB%92,,,,,,,,,,,,
596,review,,wiki_only,,no Norbert match,武康王,其他,其他,武康,,,,王,武康王廟,武康王廟,,,,https://zh.wikipedia.org/wiki/%E6%AD%A6%E5%BA%B7%E7%8E%8B%E5%BB%9F,,,,,,,,,,,,
597,review,,wiki_only,,no Norbert match,武惠王,,,武惠,,,,王,北宋,北宋,,,Q319460,https://zh.wikipedia.org/wiki/%E5%8C%97%E5%AE%8B,,,,,,,,,,,,
598,review,,wiki_only,,no Norbert match,武惠王,,,北宋周武惠,,,,王,曹彬,曹彬,,,Q5034290,https://zh.wikipedia.org/wiki/%E6%9B%B9%E5%BD%AC,,,,,,,,,,,,
599,review,,wiki_only,,no Norbert match,武惠王,,,武惠,,,,王,越南,越南,,,Q881,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97,,,,,,,,,,,,
600,link,,matched,D,full NT match,武成王,,,武成,,,,王,燕武成王,燕武成王,,,Q2031216,https://zh.wikipedia.org/wiki/%E7%87%95%E6%AD%A6%E6%88%90%E7%8E%8B,10012,1274,燕武成王,燕,燕,武成,王,,,20,,
601,link,,matched,D,full NT match,武成王,,,武成,,,,王,姜尚,姜尚,,,Q701488,https://zh.wikipedia.org/wiki/%E5%A7%9C%E5%A4%AA%E5%85%AC,9709,153,姜尚,周,齊,太,公,,,5,,
602,insert_nt,,person_only,E,"person in Norbert, no matching NT row",武成王,,,武成,,,,王,關羽,關羽,,,Q222797,https://zh.wikipedia.org/wiki/%E5%85%B3%E7%BE%BD,1507,,關羽,,,,,,,,,
603,review,,wiki_only,,no Norbert match,武成王,,,《封神演義》的武成,,,,王,黃飛虎,黃飛虎,,,Q30951030,https://zh.wikipedia.org/wiki/%E5%B0%81%E7%A5%9E%E6%BC%94%E7%BE%A9%E8%A7%92%E8%89%B2%E5%88%97%E8%A1%A8,,,,,,,,,,,,
604,review,,wiki_only,,no Norbert match,武成王,,,武成,,,,王,東史年表,東史年表,,,Q10869757,https://zh.wikipedia.org/wiki/%E4%B8%9C%E5%8F%B2%E5%B9%B4%E8%A1%A8,,,,,,,,,,,,
605,review,,wiki_only,,no Norbert match,武成王,,,武成,,,,王,越南,越南,,,Q881,https://zh.wikipedia.org/wiki/%E8%B6%8A%E5%8D%97,,,,,,,,,,,,
606,skip,,skip_section,,section:封號,武靖王,封號,,武靖,,,,王,鎮西武靖王,鎮西武靖王,,,,https://zh.wikipedia.org/wiki/%E9%8E%AE%E8%A5%BF%E6%AD%A6%E9%9D%96%E7%8E%8B,,,,,,,,,,,,
607,skip,,skip_section,,section:諡號,武靖王,諡號,,東平武靖,,,,王,霸都魯,霸都魯,,,Q86744838,https://zh.wikipedia.org/wiki/%E9%9C%B8%E9%83%BD%E9%AD%AF,,,,,,,,,,,,
608,skip,,skip_section,,section:諡號,武靖王,諡號,,岐陽武靖,,,,王,李文忠,李文忠,,,Q7313643,https://zh.wikipedia.org/wiki/%E6%9D%8E%E6%96%87%E5%BF%A0_(%E6%98%8E%E6%9C%9D),,,,,,,,,,,,
609,skip,,skip_section,,section:諡號,武靖王,諡號,,麗江武靖,,,,王,傅友德,傅友德,,,Q3488636,https://zh.wikipedia.org/wiki/%E5%82%85%E5%8F%8B%E5%BE%B7,,,,,,,,,,,,
610,review,,wiki_only,,no Norbert match,永寧王,元朝,元,永寧,,,,王,,,,,,,,,,,,,,,,,,
611,skip,,duplicate,,duplicate,永寧王,元朝,元,永寧,,,,王,,,,,,,,,,,,,,,,,,
612,insert_nt,,person_only,E,"person in Norbert, no matching NT row",永昌王,北魏,北魏|拓跋魏,永昌,,,,王,拓跋健,拓跋健,,,Q11077186,https://zh.wikipedia.org/wiki/%E6%8B%93%E8%B7%8B%E5%81%A5,15108,,拓跋健,,,,,,,,,
613,review,,wiki_only,,no Norbert match,永昌王,元朝,元,永昌,,,,王,只必帖木兒,只必帖木兒,,,Q55809521,https://zh.wikipedia.org/wiki/%E5%8F%AA%E5%BF%85%E5%B8%96%E6%9C%A8%E5%84%BF,,,,,,,,,,,,
614,link,,matched,D,full NT match,漢世祖,,,,,,,,劉秀,劉秀,,,Q7268,https://zh.wikipedia.org/wiki/%E6%B1%89%E5%85%89%E6%AD%A6%E5%B8%9D,3643,1127,劉秀,漢,漢,光武,帝,,,46,,
615,review,,wiki_only,,no Norbert match,漢世祖,,,,,,,,劉旻,劉旻,,,Q712595,https://zh.wikipedia.org/wiki/%E5%8A%89%E6%97%BB,,,,,,,,,,,,
616,review,,wiki_only,,no Norbert match,汝寧王,[[元朝]],[[元朝]],汝寧,,,,王,察八兒,察八兒,,,Q3032896,https://zh.wikipedia.org/wiki/%E5%AF%9F%E5%85%AB%E5%84%BF,,,,,,,,,,,,
617,review,,wiki_only,,no Norbert match,汝寧王,[[元朝]],[[元朝]],汝寧,,,,王,完者帖木兒,完者帖木兒,,,,https://zh.wikipedia.org/wiki/%E5%AE%8C%E8%80%85%E5%B8%96%E6%9C%A8%E5%84%BF_(%E7%AA%9D%E9%98%94%E5%8F%B0),,,,,,,,,,,,
618,review,,wiki_only,,no Norbert match,汝寧王,[[元朝]],[[元朝]],汝寧,,,,王,忽剌臺,忽剌臺,,,,https://zh.wikipedia.org/wiki/%E5%BF%BD%E5%89%8C%E5%8F%B0,,,,,,,,,,,,
619,review,,wiki_only,,no Norbert match,沖昭王,,,沖昭,,,,王,北宋,北宋,,,Q319460,https://zh.wikipedia.org/wiki/%E5%8C%97%E5%AE%8B,,,,,,,,,,,,
620,review,,wiki_only,,no Norbert match,沖昭王,,,沖昭,,,,王,南宋,南宋,,,Q1147043,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%AE%8B,,,,,,,,,,,,
621,review,,wiki_only,,no Norbert match,沛簡公,,,沛簡,,,,公,北魏,北魏,,,Q875305,https://zh.wikipedia.org/wiki/%E5%8C%97%E9%AD%8F,,,,,,,,,,,,
622,review,,wiki_only,,no Norbert match,沛簡公,,,沛簡,,,,公,唐朝,唐朝,,,Q9683,https://zh.wikipedia.org/wiki/%E5%94%90%E6%9C%9D,,,,,,,,,,,,
623,review,,wiki_only,,no Norbert match,河南王,,,項羽所封河南,,,,王,申陽,申陽,,,Q5371298,https://zh.wikipedia.org/wiki/%E7%94%B3%E9%98%B3,,,,,,,,,,,,
624,review,,wiki_only,,no Norbert match,河南王,,,匈奴的白羊河南,,,,王,,,,,,,,,,,,,,,,,,
