Variant,variant_cp,Variant_ABC,Variant_Block,Norm,norm_cp,Norm_ABC,Norm_Block,Sources
级,(U+7EA7),Z,CJK_Unified_Ideographs,級,(U+7D1A),A,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纨,(U+7EA8),Z,CJK_Unified_Ideographs,紈,(U+7D08),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纩,(U+7EA9),Z,CJK_Unified_Ideographs,纊,(U+7E8A),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纪,(U+7EAA),Z,CJK_Unified_Ideographs,紀,(U+7D00),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纫,(U+7EAB),Z,CJK_Unified_Ideographs,紉,(U+7D09),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纬,(U+7EAC),Z,CJK_Unified_Ideographs,緯,(U+7DEF),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纭,(U+7EAD),Z,CJK_Unified_Ideographs,紜,(U+7D1C),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纮,(U+7EAE),Z,CJK_Unified_Ideographs,紘,(U+7D18),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
纯,(U+7EAF),Z,CJK_Unified_Ideographs,純,(U+7D14),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纰,(U+7EB0),Z,CJK_Unified_Ideographs,紕,(U+7D15),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纱,(U+7EB1),Z,CJK_Unified_Ideographs,紗,(U+7D17),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纲,(U+7EB2),Z,CJK_Unified_Ideographs,綱,(U+7DB1),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纳,(U+7EB3),Z,CJK_Unified_Ideographs,納,(U+7D0D),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纴,(U+7EB4),Z,CJK_Unified_Ideographs,紝,(U+7D1D),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纵,(U+7EB5),Z,CJK_Unified_Ideographs,縱,(U+7E31),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纶,(U+7EB6),Z,CJK_Unified_Ideographs,綸,(U+7DB8),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纷,(U+7EB7),Z,CJK_Unified_Ideographs,紛,(U+7D1B),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纸,(U+7EB8),Z,CJK_Unified_Ideographs,紙,(U+7D19),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纹,(U+7EB9),Z,CJK_Unified_Ideographs,紋,(U+7D0B),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纺,(U+7EBA),Z,CJK_Unified_Ideographs,紡,(U+7D21),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纻,(U+7EBB),Z,CJK_Unified_Ideographs,紵,(U+7D35),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
纼,(U+7EBC),Z,CJK_Unified_Ideographs,紖,(U+7D16),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纽,(U+7EBD),Z,CJK_Unified_Ideographs,紐,(U+7D10),A,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
纾,(U+7EBE),Z,CJK_Unified_Ideographs,紓,(U+7D13),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
线,(U+7EBF),Z,CJK_Unified_Ideographs,綫,(U+7DAB),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
线,(U+7EBF),Z,CJK_Unified_Ideographs,線,(U+7DDA),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;unihan_simplified;unihan_traditional
绀,(U+7EC0),Z,CJK_Unified_Ideographs,紺,(U+7D3A),B,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绁,(U+7EC1),Z,CJK_Unified_Ideographs,紲,(U+7D32),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绂,(U+7EC2),Z,CJK_Unified_Ideographs,紱,(U+7D31),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绂,(U+7EC2),Z,CJK_Unified_Ideographs,韍,(U+97CD),B,CJK_Unified_Ideographs,NS
练,(U+7EC3),Z,CJK_Unified_Ideographs,練,(U+7DF4),A,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
组,(U+7EC4),Z,CJK_Unified_Ideographs,組,(U+7D44),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绅,(U+7EC5),Z,CJK_Unified_Ideographs,紳,(U+7D33),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
细,(U+7EC6),Z,CJK_Unified_Ideographs,細,(U+7D30),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
织,(U+7EC7),Z,CJK_Unified_Ideographs,織,(U+7E54),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
终,(U+7EC8),Z,CJK_Unified_Ideographs,終,(U+7D42),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绉,(U+7EC9),Z,CJK_Unified_Ideographs,縐,(U+7E10),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绊,(U+7ECA),Z,CJK_Unified_Ideographs,絆,(U+7D46),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绋,(U+7ECB),Z,CJK_Unified_Ideographs,紼,(U+7D3C),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绌,(U+7ECC),Z,CJK_Unified_Ideographs,絀,(U+7D40),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绍,(U+7ECD),Z,CJK_Unified_Ideographs,紹,(U+7D39),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绎,(U+7ECE),Z,CJK_Unified_Ideographs,繹,(U+7E79),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
经,(U+7ECF),Z,CJK_Unified_Ideographs,經,(U+7D93),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绐,(U+7ED0),Z,CJK_Unified_Ideographs,紿,(U+7D3F),B,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绑,(U+7ED1),Z,CJK_Unified_Ideographs,綁,(U+7D81),A,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绒,(U+7ED2),Z,CJK_Unified_Ideographs,絨,(U+7D68),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
结,(U+7ED3),Z,CJK_Unified_Ideographs,結,(U+7D50),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绔,(U+7ED4),Z,CJK_Unified_Ideographs,絝,(U+7D5D),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绕,(U+7ED5),Z,CJK_Unified_Ideographs,繞,(U+7E5E),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绖,(U+7ED6),Z,CJK_Unified_Ideographs,絰,(U+7D70),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绗,(U+7ED7),Z,CJK_Unified_Ideographs,絎,(U+7D4E),C,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绘,(U+7ED8),Z,CJK_Unified_Ideographs,繪,(U+7E6A),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
给,(U+7ED9),Z,CJK_Unified_Ideographs,給,(U+7D66),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绚,(U+7EDA),Z,CJK_Unified_Ideographs,絢,(U+7D62),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绛,(U+7EDB),Z,CJK_Unified_Ideographs,絳,(U+7D73),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
络,(U+7EDC),Z,CJK_Unified_Ideographs,絡,(U+7D61),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绝,(U+7EDD),Z,CJK_Unified_Ideographs,絕,(U+7D55),A,CJK_Unified_Ideographs,MOE;NS;unihan_simplified;unihan_traditional
绝,(U+7EDD),Z,CJK_Unified_Ideographs,絶,(U+7D76),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绞,(U+7EDE),Z,CJK_Unified_Ideographs,絞,(U+7D5E),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
统,(U+7EDF),Z,CJK_Unified_Ideographs,統,(U+7D71),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绠,(U+7EE0),Z,CJK_Unified_Ideographs,綆,(U+7D86),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绡,(U+7EE1),Z,CJK_Unified_Ideographs,綃,(U+7D83),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绢,(U+7EE2),Z,CJK_Unified_Ideographs,絹,(U+7D79),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绣,(U+7EE3),Z,CJK_Unified_Ideographs,綉,(U+7D89),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绣,(U+7EE3),Z,CJK_Unified_Ideographs,繡,(U+7E61),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;unihan_simplified;unihan_traditional
绤,(U+7EE4),Z,CJK_Unified_Ideographs,綌,(U+7D8C),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
绥,(U+7EE5),Z,CJK_Unified_Ideographs,綏,(U+7D8F),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绦,(U+7EE6),Z,CJK_Unified_Ideographs,縧,(U+7E27),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
继,(U+7EE7),Z,CJK_Unified_Ideographs,繼,(U+7E7C),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绨,(U+7EE8),Z,CJK_Unified_Ideographs,綈,(U+7D88),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绩,(U+7EE9),Z,CJK_Unified_Ideographs,績,(U+7E3E),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绪,(U+7EEA),Z,CJK_Unified_Ideographs,緒,(U+7DD2),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绫,(U+7EEB),Z,CJK_Unified_Ideographs,綾,(U+7DBE),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
续,(U+7EED),Z,CJK_Unified_Ideographs,續,(U+7E8C),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绮,(U+7EEE),Z,CJK_Unified_Ideographs,綺,(U+7DBA),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绯,(U+7EEF),Z,CJK_Unified_Ideographs,緋,(U+7DCB),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绰,(U+7EF0),Z,CJK_Unified_Ideographs,綽,(U+7DBD),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绱,(U+7EF1),Z,CJK_Unified_Ideographs,緔,(U+7DD4),Z,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
绱,(U+7EF1),Z,CJK_Unified_Ideographs,鞝,(U+979D),C,CJK_Unified_Ideographs,unihan_simplified;unihan_traditional
绲,(U+7EF2),Z,CJK_Unified_Ideographs,緄,(U+7DC4),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绳,(U+7EF3),Z,CJK_Unified_Ideographs,繩,(U+7E69),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
维,(U+7EF4),Z,CJK_Unified_Ideographs,維,(U+7DAD),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绵,(U+7EF5),Z,CJK_Unified_Ideographs,綿,(U+7DBF),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绶,(U+7EF6),Z,CJK_Unified_Ideographs,綬,(U+7DAC),B,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绷,(U+7EF7),Z,CJK_Unified_Ideographs,綳,(U+7DB3),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绸,(U+7EF8),Z,CJK_Unified_Ideographs,綢,(U+7DA2),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绹,(U+7EF9),Z,CJK_Unified_Ideographs,綯,(U+7DAF),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
绺,(U+7EFA),Z,CJK_Unified_Ideographs,綹,(U+7DB9),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绻,(U+7EFB),Z,CJK_Unified_Ideographs,綣,(U+7DA3),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
综,(U+7EFC),Z,CJK_Unified_Ideographs,綜,(U+7D9C),A,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绽,(U+7EFD),Z,CJK_Unified_Ideographs,綻,(U+7DBB),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绾,(U+7EFE),Z,CJK_Unified_Ideographs,綰,(U+7DB0),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
绿,(U+7EFF),Z,CJK_Unified_Ideographs,綠,(U+7DA0),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;unihan_simplified;unihan_traditional
绿,(U+7EFF),Z,CJK_Unified_Ideographs,緑,(U+7DD1),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缀,(U+7F00),Z,CJK_Unified_Ideographs,綴,(U+7DB4),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缁,(U+7F01),Z,CJK_Unified_Ideographs,緇,(U+7DC7),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缂,(U+7F02),Z,CJK_Unified_Ideographs,緙,(U+7DD9),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缃,(U+7F03),Z,CJK_Unified_Ideographs,緗,(U+7DD7),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缄,(U+7F04),Z,CJK_Unified_Ideographs,緘,(U+7DD8),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缅,(U+7F05),Z,CJK_Unified_Ideographs,緬,(U+7DEC),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缆,(U+7F06),Z,CJK_Unified_Ideographs,纜,(U+7E9C),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缇,(U+7F07),Z,CJK_Unified_Ideographs,緹,(U+7DF9),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缈,(U+7F08),Z,CJK_Unified_Ideographs,緲,(U+7DF2),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缉,(U+7F09),Z,CJK_Unified_Ideographs,緝,(U+7DDD),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缊,(U+7F0A),Z,CJK_Unified_Ideographs,緼,(U+7DFC),Z,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缋,(U+7F0B),Z,CJK_Unified_Ideographs,繢,(U+7E62),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
缌,(U+7F0C),Z,CJK_Unified_Ideographs,緦,(U+7DE6),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缍,(U+7F0D),Z,CJK_Unified_Ideographs,綞,(U+7D9E),A,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
缎,(U+7F0E),Z,CJK_Unified_Ideographs,緞,(U+7DDE),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缏,(U+7F0F),Z,CJK_Unified_Ideographs,緶,(U+7DF6),B,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
缐,(U+7F10),Z,CJK_Unified_Ideographs,線,(U+7DDA),A,CJK_Unified_Ideographs,cjkvi_simplified;unihan_simplified;unihan_traditional
缑,(U+7F11),Z,CJK_Unified_Ideographs,緱,(U+7DF1),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缒,(U+7F12),Z,CJK_Unified_Ideographs,縋,(U+7E0B),B,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缓,(U+7F13),Z,CJK_Unified_Ideographs,緩,(U+7DE9),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缔,(U+7F14),Z,CJK_Unified_Ideographs,締,(U+7DE0),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缕,(U+7F15),Z,CJK_Unified_Ideographs,縷,(U+7E37),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
编,(U+7F16),Z,CJK_Unified_Ideographs,編,(U+7DE8),A,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缗,(U+7F17),Z,CJK_Unified_Ideographs,緡,(U+7DE1),B,CJK_Unified_Ideographs,MOE;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缘,(U+7F18),Z,CJK_Unified_Ideographs,緣,(U+7DE3),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缙,(U+7F19),Z,CJK_Unified_Ideographs,縉,(U+7E09),B,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缚,(U+7F1A),Z,CJK_Unified_Ideographs,縛,(U+7E1B),A,CJK_Unified_Ideographs,MOE;NS;cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
缛,(U+7F1B),Z,CJK_Unified_Ideographs,縟,(U+7E1F),B,CJK_Unified_Ideographs,cjkvi_simplified;hydzd;unihan_simplified;unihan_traditional
