simp,simp_cp,trad,trad_cp,relation_type,simp_hits_norm,trad_hits_norm
骔,(U+9A94),騌,(U+9A0C),opencc_s2t;unihan_simplified;unihan_traditional,0,3
骓,(U+9A93),騅,(U+9A05),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,189
骒,(U+9A92),騍,(U+9A0D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4
骑,(U+9A91),騎,(U+9A0E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,28953
骐,(U+9A90),騏,(U+9A0F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,337
骏,(U+9A8F),駿,(U+99FF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2733
骎,(U+9A8E),駸,(U+99F8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,312
骍,(U+9A8D),騂,(U+9A02),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,82
验,(U+9A8C),驗,(U+9A57),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,23973
髌,(U+9ACC),髕,(U+9AD5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,30
骊,(U+9A8A),驪,(U+9A6A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1885
骉,(U+9A89),驫,(U+9A6B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,8
骈,(U+9A88),駢,(U+99E2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1448
骇,(U+9A87),駭,(U+99ED),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4342
骆,(U+9A86),駱,(U+99F1),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1521
骅,(U+9A85),驊,(U+9A4A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,227
骄,(U+9A84),驕,(U+9A55),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3197
骃,(U+9A83),駰,(U+99F0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,158
骁,(U+9A81),驍,(U+9A4D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1991
骋,(U+9A8B),騁,(U+9A01),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1808
髋,(U+9ACB),髖,(U+9AD6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,192
髅,(U+9AC5),髏,(U+9ACF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3563
骧,(U+9AA7),驤,(U+9A64),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1442
骦,(U+9AA6),驦,(U+9A66),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9
骥,(U+9AA5),驥,(U+9A65),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1096
骤,(U+9AA4),驟,(U+9A5F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2443
骣,(U+9AA3),驏,(U+9A4F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
骢,(U+9AA2),驄,(U+9A44),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,132
骡,(U+9AA1),騾,(U+9A3E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,684
骕,(U+9A95),驌,(U+9A4C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,15
骟,(U+9A9F),騸,(U+9A38),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
骞,(U+9A9E),騫,(U+9A2B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1788
骝,(U+9A9D),騮,(U+9A2E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,254
骜,(U+9A9C),驁,(U+9A41),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,109
骛,(U+9A9B),騖,(U+9A16),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,728
骚,(U+9A9A),騷,(U+9A37),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1598
骙,(U+9A99),騤,(U+9A24),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,28
骘,(U+9A98),騭,(U+9A2D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,358
骗,(U+9A97),騙,(U+9A19),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,515
骖,(U+9A96),驂,(U+9A42),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,541
骠,(U+9AA0),驃,(U+9A43),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3529
鸽,(U+9E3D),鴿,(U+9D3F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2051
鸼,(U+9E3C),鵃,(U+9D43),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
鸺,(U+9E3A),鵂,(U+9D42),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,475
鸹,(U+9E39),鴰,(U+9D30),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,46
鸸,(U+9E38),鴯,(U+9D2F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
鸷,(U+9E37),鷙,(U+9DD9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,385
鸶,(U+9E36),鷥,(U+9DE5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,415
鸵,(U+9E35),鴕,(U+9D15),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3
鸴,(U+9E34),鷽,(U+9DFD),opencc_s2t;unihan_simplified;unihan_traditional,0,25
鲮,(U+9CAE),鯪,(U+9BEA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,16
鸲,(U+9E32),鴝,(U+9D1D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,228
鸱,(U+9E31),鴟,(U+9D1F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,933
鸰,(U+9E30),鴒,(U+9D12),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,108
鸯,(U+9E2F),鴦,(U+9D26),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3056
鸮,(U+9E2E),鴞,(U+9D1E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,196
鸭,(U+9E2D),鴨,(U+9D28),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1825
鸬,(U+9E2C),鸕,(U+9E15),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,127
鸫,(U+9E2B),鶇,(U+9D87),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
鸪,(U+9E2A),鴣,(U+9D23),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,913
鸳,(U+9E33),鴛,(U+9D1B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2094
鹔,(U+9E54),鷫,(U+9DEB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,29
鹓,(U+9E53),鵷,(U+9D77),opencc_s2t;unihan_simplified;unihan_traditional,0,104
鹒,(U+9E52),鶊,(U+9D8A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
鹑,(U+9E51),鶉,(U+9D89),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,811
鹐,(U+9E50),鵮,(U+9D6E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,64
鹏,(U+9E4F),鵬,(U+9D6C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1965
鹎,(U+9E4E),鵯,(U+9D6F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
鹍,(U+9E4D),鵾,(U+9D7E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,151
鹌,(U+9E4C),鵪,(U+9D6A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,17
鸾,(U+9E3E),鸞,(U+9E1E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4211
鹉,(U+9E49),鵡,(U+9D61),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2565
鹈,(U+9E48),鵜,(U+9D5C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,68
鹆,(U+9E46),鵒,(U+9D52),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,370
鹅,(U+9E45),鵝,(U+9D5D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3231
鹄,(U+9E44),鵠,(U+9D60),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1852
鹃,(U+9E43),鵑,(U+9D51),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,511
鹂,(U+9E42),鸝,(U+9E1D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,507
鹁,(U+9E41),鵓,(U+9D53),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,273
鸿,(U+9E3F),鴻,(U+9D3B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,8333
鹊,(U+9E4A),鵲,(U+9D72),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2272
鳑,(U+9CD1),鰟,(U+9C1F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2
鳐,(U+9CD0),鰩,(U+9C29),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2
鳏,(U+9CCF),鰥,(U+9C25),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,536
鳎,(U+9CCE),鰨,(U+9C28),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5
鳍,(U+9CCD),鰭,(U+9C2D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
鳊,(U+9CCA),鯿,(U+9BFF),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
鳆,(U+9CC6),鰒,(U+9C12),opencc_s2t;unihan_simplified;unihan_traditional,0,14
鳅,(U+9CC5),鰍,(U+9C0D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,102
鳃,(U+9CC3),鰓,(U+9C13),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,106
鸩,(U+9E29),鴆,(U+9D06),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,896
鲿,(U+9CBF),鱨,(U+9C68),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6
鲽,(U+9CBD),鰈,(U+9C08),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,17
鲻,(U+9CBB),鯔,(U+9BD4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
鲹,(U+9CB9),鰺,(U+9C3A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7
鲸,(U+9CB8),鯨,(U+9BE8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1823
鲷,(U+9CB7),鯛,(U+9BDB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5
鲶,(U+9CB6),鯰,(U+9BF0),opencc_s2t;unihan_simplified;unihan_traditional,0,23
鲲,(U+9CB2),鯤,(U+9BE4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,627
鲰,(U+9CB0),鯫,(U+9BEB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,19
鳀,(U+9CC0),鯷,(U+9BF7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,35
鸨,(U+9E28),鴇,(U+9D07),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,31
鸧,(U+9E27),鶬,(U+9DAC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,86
鸦,(U+9E26),鴉,(U+9D09),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1871
鸥,(U+9E25),鷗,(U+9DD7),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,910
鸤,(U+9E24),鳲,(U+9CF2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,25
鸣,(U+9E23),鳴,(U+9CF4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,25892
鸢,(U+9E22),鳶,(U+9CF6),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,564
鸠,(U+9E20),鳩,(U+9CE9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9822
鸟,(U+9E1F),鳥,(U+9CE5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,40182
鳔,(U+9CD4),鰾,(U+9C3E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7
鳢,(U+9CE2),鱧,(U+9C67),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,26
鳡,(U+9CE1),鱤,(U+9C64),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2
鳠,(U+9CE0),鱯,(U+9C6F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9
鳟,(U+9CDF),鱒,(U+9C52),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,19
鳞,(U+9CDE),鱗,(U+9C57),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4553
鳝,(U+9CDD),鱔,(U+9C54),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,98
鳜,(U+9CDC),鱖,(U+9C56),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5
鳙,(U+9CD9),鱅,(U+9C45),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1
鳗,(U+9CD7),鰻,(U+9C3B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,146
鳖,(U+9CD6),鱉,(U+9C49),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1731
鳣,(U+9CE3),鱣,(U+9C63),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,130
颐,(U+9890),頤,(U+9824),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2103
颏,(U+988F),頦,(U+9826),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,76
颎,(U+988E),熲,(U+71B2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,800
颍,(U+988D),潁,(U+6F41),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2719
颌,(U+988C),頜,(U+981C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,41
颋,(U+988B),頲,(U+9832),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,245
颊,(U+988A),頰,(U+9830),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2363
颉,(U+9889),頡,(U+9821),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3596
颈,(U+9888),頸,(U+9838),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4493
骀,(U+9A80),駘,(U+99D8),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,279
领,(U+9886),領,(U+9818),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,56365
颅,(U+9885),顱,(U+9871),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,572
预,(U+9884),預,(U+9810),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,26449
颃,(U+9883),頏,(U+980F),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,136
颂,(U+9882),頌,(U+980C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,126257
颁,(U+9881),頒,(U+9812),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3312
颀,(U+9880),頎,(U+980E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,323
顿,(U+987F),頓,(U+9813),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,58523
顽,(U+987D),頑,(U+9811),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,6246
颇,(U+9887),頗,(U+9817),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,24085
颤,(U+98A4),顫,(U+986B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,808
颣,(U+98A3),纇,(U+7E87),opencc_s2t;unihan_simplified;unihan_traditional,0,192
颢,(U+98A2),顥,(U+9865),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1431
颡,(U+98A1),顙,(U+9859),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1014
颠,(U+98A0),顛,(U+985B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,37161
颟,(U+989F),顢,(U+9862),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,938
颞,(U+989E),顳,(U+9873),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9
额,(U+989D),額,(U+984D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,11661
颜,(U+989C),顏,(U+984F),opencc_s2t;unihan_simplified;unihan_traditional,0,18905
频,(U+9891),頻,(U+983B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,15705
颚,(U+989A),顎,(U+984E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,54
颙,(U+9899),顒,(U+9852),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2811
题,(U+9898),題,(U+984C),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,38983
颗,(U+9897),顆,(U+9846),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2491
颖,(U+9896),穎,(U+7A4E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,4005
颕,(U+9895),頴,(U+9834),opencc_s2t;unihan_simplified;unihan_traditional,0,2424
颔,(U+9894),頷,(U+9837),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2297
颓,(U+9893),頹,(U+9839),opencc_s2t;unihan_simplified;unihan_traditional,0,3332
颒,(U+9892),頮,(U+982E),opencc_s2t;unihan_simplified;unihan_traditional,0,36
颛,(U+989B),顓,(U+9853),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1294
雳,(U+96F3),靂,(U+9742),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1999
雠,(U+96E0),讎,(U+8B8E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3122
雏,(U+96CF),雛,(U+96DB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,690
险,(U+9669),險,(U+96AA),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13684
陨,(U+9668),隕,(U+9695),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1630
陧,(U+9667),隉,(U+9689),opencc_s2t;unihan_simplified;unihan_traditional,0,12
陉,(U+9649),陘,(U+9658),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,331
陈,(U+9648),陳,(U+9673),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,61825
陇,(U+9647),隴,(U+96B4),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5294
顼,(U+987C),頊,(U+980A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,812
际,(U+9645),際,(U+969B),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,70952
阶,(U+9636),階,(U+968E),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,18735
阵,(U+9635),陣,(U+9663),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7293
队,(U+961F),隊,(U+968A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,5388
阛,(U+961B),闤,(U+95E4),opencc_s2t;unihan_simplified;unihan_traditional,0,393
阚,(U+961A),闞,(U+95DE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,409
阙,(U+9619),闕,(U+95D5),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,30033
阘,(U+9618),闒,(U+95D2),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,100
阗,(U+9617),闐,(U+95D0),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,3365
陆,(U+9646),陸,(U+9678),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,18003
顺,(U+987A),順,(U+9806),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,129364
项,(U+9879),項,(U+9805),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,9999
顸,(U+9878),頇,(U+9807),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,1092
顷,(U+9877),頃,(U+9803),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,17700
顶,(U+9876),頂,(U+9802),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,87666
页,(U+9875),頁,(U+9801),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,14777
韬,(U+97EC),韜,(U+97DC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2369
韫,(U+97EB),韞,(U+97DE),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,502
韪,(U+97EA),韙,(U+97D9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,273
雾,(U+96FE),霧,(U+9727),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,7107
韨,(U+97E8),韍,(U+97CD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,81
韧,(U+97E7),韌,(U+97CC),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,46
韦,(U+97E6),韋,(U+97CB),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,10597
鞯,(U+97AF),韉,(U+97C9),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,61
鞒,(U+9792),鞽,(U+97BD),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,13
鞑,(U+9791),韃,(U+97C3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,120
靥,(U+9765),靨,(U+9768),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,129
靓,(U+9753),靚,(U+975A),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,299
霭,(U+972D),靄,(U+9744),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2228
霁,(U+9701),霽,(U+973D),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,2253
韩,(U+97E9),韓,(U+97D3),mainland_traditional;opencc_s2t;unihan_simplified;unihan_traditional,0,22204
