KR_ID,text_title,files,file_size,character_count,person_name,DYNASTY,FUNCTION
KR4d0500,伊濱集,25,386641,110432,王沂,元,撰
KR4d0501,淵穎吳先生集,15,437888,129329,宋濂,明,編
KR4d0502,文獻集,11,910145,268044,張儉,明,編
KR4d0503,金華黃先生文集,44,1489695,444374,,,
KR4d0504,圭齋文集,17,402595,116651,歐陽玄,元,撰
KR4d0505,柳待制文集,22,753894,215663,宋濂,明,編
KR4d0506,所安遺集,2,43244,12135,陳泰,元,撰
KR4d0507,閑居叢稿,27,393919,110787,蒲機,元,編
KR4d0508,至正集,82,1085171,310144,許有壬,元,撰
KR4d0509,圭塘小藁,17,290119,83345,許顒,明,編
KR4d0510,禮部集,22,598204,172210,吳師道,元,撰
KR4d0511,積齋集,6,109356,31785,程端學,元,撰
KR4d0512,燕石集,16,297819,83750,宋褧,元,撰
KR4d0513,秋聲集,5,69719,18376,黃鎮成,元,撰
KR4d0514,雁門集,5,166627,46490,薩都拉,元,撰
KR4d0515,杏庭摘稾,1,25188,7061,洪焱祖,元,撰
KR4d0516,安雅堂集,12,299295,86549,陳籲,元,編
KR4d0517,傳與礪集,20,361368,99799,傳若金,元,撰
KR4d0518,瓢泉吟稿,6,98944,28167,朱晞顏,元,撰
KR4d0519,薩天錫詩集,2,131381,35641,,,
KR4d0520,存復齋文集,11,214887,61190,,,
KR4d0521,筠軒集,14,313997,89056,唐元,元,撰
KR4d0522,俟菴集,32,458224,129036,李存,元,撰
KR4d0523,滋溪文稿,31,726801,211822,蘇天爵,元,撰
KR4d0524,青陽先生文集,10,131167,38030,余闕,元,撰
KR4d0525,鯨背吟集,2,6450,1501,朱晞顏,元,撰
KR4d0526,經濟文集,7,141820,41082,李伸,明,編
KR4d0527,近光集,4,86714,23945,周伯琦,元,撰
KR4d0528,純白齋類稿,21,229845,63227,胡助,元,撰
KR4d0529,圭峯集,4,136567,39309,盧琦,元,撰
KR4d0530,蛻菴集,6,162465,45228,張翥,元,撰
KR4d0531,五峰集,6,340968,99014,李孝光,元,撰
KR4d0532,野處集,5,83725,24134,邵亨貞,元,撰
KR4d0533,夢觀集,6,54509,14741,釋大圭,元,撰
KR4d0534,金臺集,6,87871,24803,納延,元,撰
KR4d0535,子淵詩集,7,84082,23457,張仲深,元,撰
KR4d0536,午溪集,11,108569,29512,陳鎰,元,撰
KR4d0537,藥房樵唱,4,70415,18915,吳景奎,元,撰
KR4d0538,栲栳山人詩集,4,57647,16095,岑安卿,元,撰
KR4d0539,梅花道人遺墨,3,25900,6844,錢棻,明,輯
KR4d0540,玩齋集,13,455102,131765,沈性,明,編
KR4d0541,羽庭集,7,224645,64390,劉仁本,元,撰
KR4d0542,不繫舟漁集,17,273076,76131,陳高,元,撰
KR4d0543,居竹軒詩集,6,134145,37240,成廷珪,元,撰
KR4d0544,句曲外史集,8,118841,32122,張雨,元,撰
KR4d0545,僑吳集,14,388944,112389,張習,明,重編
KR4d0546,詠物詩,2,25009,6764,謝宗可,元,撰
KR4d0547,鹿皮子集,5,111347,30293,陳樵,元,撰
KR4d0548,林外野言,3,40559,11073,郭翼,元,撰
KR4d0549,傲軒吟稿,2,39204,10890,胡天游,元,撰
KR4d0550,師山集,14,255896,73350,鄭玉,元,撰
KR4d0551,友石山人遺稿,2,21365,5801,王偁,明,輯
KR4d0552,聞過齋集,9,213853,61746,王偁,明,編
KR4d0553,學言稿,7,110742,30934,吳當,元,撰
KR4d0556,青村遺稿,2,31160,8380,金魁,明,輯
KR4d0557,鶴年詩集,6,96247,26663,丁鶴年,元,撰
KR4d0558,貞素齋集,11,253784,72642,舒頔,元,撰
KR4d0559,一山文集,10,212266,61162,李伸,明,編
KR4d0560,江月松風集,13,103642,28074,錢惟善,元,撰
KR4d0561,龜巢藁,22,1033467,263443,謝應芳,元,撰
KR4d0562,石初集,11,145206,41007,周霆震,元,撰
KR4d0563,山窻餘稿,2,55616,16063,甘復,元,撰
KR4d0564,梧溪集,8,526297,149211,王逢,元,撰
KR4d0565,吾吾類稿,4,75102,21073,吳臯,元,撰
KR4d0566,樵雲獨唱,7,137739,38185,葉顒,元,撰
KR4d0567,桐山老農集,5,62267,17923,魯貞,元,撰
KR4d0568,靜思集,11,174255,48314,郭鈺,元,撰
KR4d0569,九靈山房集,31,685356,197939,戴良,元,撰
KR4d0570,灤京雜詠,3,18682,5057,楊允孚,元,撰
KR4d0571,雲陽集,11,260759,75704,李祁,元,撰
KR4d0572,南湖集,11,236033,62685,貢性之,元,撰
KR4d0573,佩玉齋類藁,11,154726,45075,楊翮,元,撰
KR4d0574,玉山璞稿,2,41956,11860,顧瑛,元,撰
KR4d0575,倪雲林先生詩集,8,178371,48761,,,
KR4d0576,清閟閣全集,13,356362,97373,曹培廉,明,編
KR4d0577,麟原文集,26,414736,119900,王禮,元,撰
KR4d0578,來鶴亭集,10,80038,21434,呂誠,元,撰
KR4d0579,雲松巢集,5,45555,12530,朱希晦,元,撰
KR4d0580,環谷集,9,160364,46707,汪克寬,元,撰
KR4d0581,性情集,7,71774,19613,周巽,元,撰
KR4d0582,花谿集,4,121595,34085,沈清,明,編
KR4d0583,樗隱集,7,92748,26670,胡行簡,元,撰
KR4d0584,東山存稿,9,440336,130035,詹烜,元,撰
KR4d0585,東維子文集,33,736225,212345,楊維楨,元,撰
KR4d0586,鐵崖先生古樂府,17,193874,47211,吳復,元,編
KR4d0587,復古詩集,7,30448,7436,章琬,元,編
KR4d0588,蟻術詩選,9,178296,46439,,,
KR4d0589,麗則遺音,6,73931,20968,陳存禮,元,編
KR4d0590,夷白齋藁,43,552110,145493,陳基,元,撰
KR4d0591,庸菴集,15,186675,51231,宋禧,元,撰
KR4d0592,可閒老人集,5,200391,56095,張昱,元,撰
KR4d0593,張光弼詩集,9,201536,56109,,,
KR4d0594,石門集,8,87142,24403,梁寅,元,撰
KR4d0595,玉笥集,10,134841,35967,鄧雅,元,撰
KR4e0001,明太祖文集,21,442798,127710,沈鐵,明,編校
KR4e0002,文憲集,33,2102769,621969,宋濂,明,撰
KR4e0003,宋景濂未刻集,3,116030,34032,蔣超,清,編
KR4e0004,宋學士文集,76,1999829,598436,,,
KR4e0005,誠意伯文集,21,944871,273894,劉基,明,撰
KR4e0006,太師誠意伯劉文成公集,21,967142,277426,,,
KR4e0007,鳳池吟稿,13,122028,33142,汪廣洋,明,撰
KR4e0008,陶學士集,21,457566,130377,陶安,明,撰
KR4e0009,西隱集,13,241862,70479,宋訥,明,撰
KR4e0010,王忠文集,25,1040783,306320,劉同,明,編
KR4e0011,翠屏集,5,254028,71671,張以寧,明,撰
KR4e0012,說學齋稿,5,220817,65187,危素,明,撰
KR4e0013,雲林集,3,32609,8791,危素,明,撰
KR4e0014,白雲集,8,267095,76394,唐桂芳,明,撰
KR4e0015,林登州集,26,385703,110505,林弼,明,撰
KR4e0016,槎翁詩集,9,629364,174564,劉嵩,明,撰
KR4e0017,東臯錄,4,164060,47726,釋妙聲,明,撰
KR4e0018,覆瓿集,9,156049,43729,朱同,明,撰
KR4e0019,柘軒集,6,216144,60846,凌雲翰,明,撰
KR4e0020,白雲稿,6,152332,44583,朱右,明,撰
KR4e0021,密菴藁,16,311491,88997,謝肅,明,撰
KR4e0022,清江詩集,41,649074,185031,貝瓊,明,撰
KR4e0023,清江貝先生文集,31,661226,193183,,,
KR4e0024,蘇平仲文集,17,712915,214254,蘇伯衡,明,撰
KR4e0025,胡仲子集,12,273339,80072,胡翰,明,撰
KR4e0026,始豐稿,15,504430,148421,徐一夔,明,撰
KR4e0027,王常宗集,8,112148,31780,浦杲,明,編
KR4e0028,白石山房逸藁,5,54953,15315,張丁,明,撰
KR4e0029,高太史大全集,19,431902,118136,,,
KR4e0030,高太史鳧藻集,6,163896,47164,,,
KR4e0031,滄螺集,8,74163,21121,孫作,明,撰
KR4e0032,臨安集,7,93335,26782,錢宰,明,撰
KR4e0033,尚絅齋集,6,167068,47187,童冀,明,撰
KR4e0034,趙考古文集,3,115096,33254,趙撝謙,明,撰
KR4e0035,劉彥昺集,11,103012,28513,楊維楨,明,評
KR4e0036,藍山集,7,107250,29689,藍仁,明,撰
KR4e0037,藍澗集,7,91013,25297,藍智,明,撰
KR4e0038,靜居集,9,197951,54281,,,
KR4e0039,大全集,19,430605,118858,高啟,明,撰
KR4e0040,鳧藻集,6,149856,43743,高啟,明,撰
KR4e0041,眉菴集,15,277782,76390,楊基,明,撰
KR4e0042,靜菴集,5,102643,28415,張羽,明,撰
KR4e0043,北郭集,11,146996,39721,徐賁,明,撰
KR4e0044,鳴盛集,7,140160,38787,邵銅,明,編
KR4e0045,白雲樵唱集,6,221366,62724,王恭,明,撰
KR4e0046,草澤狂歌,6,115356,31374,王恭,明,撰
KR4e0047,半軒集,17,382935,111053,杜瓊,明,撰
KR4e0048,西菴集,10,181166,50980,孫蕡,明,撰
KR4e0049,南邨詩集,5,106972,29889,陶宗儀,明,撰
KR4e0050,望雲集,6,59058,16266,郭奎,明,撰
KR4e0051,蚓竅集,12,84405,22540,管時敏,明,撰
KR4e0052,西郊笑端集,3,133388,38011,董紀,明,撰
KR4e0053,草閣詩集,7,166766,45479,李轅,明,撰
KR4e0054,樗菴類藁,3,51132,14247,鄭潛,明,撰
KR4e0055,春草齋集,11,263690,75137,烏斯道,明,撰
KR4e0056,耕學齋詩集,13,180881,50960,袁華,明,撰
KR4e0057,可傳集,2,39922,11335,楊維楨,明,刪定
KR4e0058,強齋集,11,265425,76551,余熂,明,編
KR4e0059,海桑集,11,369941,107784,陳謨,明,撰
KR4e0060,畦樂詩集,2,59446,16586,梁蘭,明,撰
KR4e0061,竹齋集,9,184938,51592,駱居安,明,編
KR4e0062,獨醉亭集,4,86749,23669,史謹,明,撰
KR4e0063,海叟集,6,91277,25128,袁凱,明,撰
KR4e0064,榮進集,5,107768,31189,吳伯宗,明,撰
KR4e0065,梁園寓稿,10,103347,28518,王翰,明,撰
KR4e0066,自怡集,3,28100,7765,劉璉,明,撰
KR4e0067,斗南老人集,7,369832,103542,胡奎,明,撰
KR4e0068,希澹園詩集,5,81786,22251,虞堪,明,撰
KR4e0069,鵞湖集,7,116294,33478,龔斆,明,撰
KR4e0070,滎陽外史集,101,1226029,347412,鄭真,明,撰
KR4e0071,繼志齋集,10,195488,55526,王紳,明,撰
KR4e0072,全室外集,11,124251,34026,釋宗泐,明,撰
KR4e0073,中丞集,3,78086,22500,練子寧,明,撰
KR4e0074,遜志齋集,26,1486678,436571,方孝孺,明,撰
KR4e0075,貞白遺稿,13,147398,41041,程長,明,輯
KR4e0076,靜學文集,1,65719,19396,王原采,明,撰
KR4e0077,芻蕘集,7,271174,79811,周是修,明,撰
KR4e0078,巽隱集,5,139547,40207,程本立,明,撰
KR4e0079,易齋集,3,94114,26892,劉璟,明,撰
KR4e0080,野古集,5,135569,37900,龔詡,明,撰
KR4e0081,峴泉集,5,376466,110803,張宇初,明,撰
KR4e0082,唐愚士詩,5,126358,35654,唐之淳,明,撰
KR4e0083,文毅集,20,514843,149965,解悅,清,編
KR4e0084,虛舟集,6,137853,38786,王偁,明,撰
KR4e0085,王舎人詩集,7,166575,46800,王紱,明,撰
KR4e0086,泊菴集,17,525125,154674,梁潛,明,撰
KR4e0087,毅齋集,9,218195,62751,王洪,明,撰
KR4e0088,"頤庵文選,鄒緝,原序[臞仙",3,519321,150956,胡儼,明,撰
KR4e0089,青城山人集,9,153074,42473,王燧,明,撰
KR4e0090,東里集,94,2678565,775387,楊士奇,明,撰
KR4e0091,文敏集,27,875138,257005,楊榮,明,撰
KR4e0092,省愆集,3,82199,22919,黃淮,明,撰
KR4e0093,忠靖集,8,175128,50120,夏原吉,明,撰
KR4e0094,金文靖集,11,665743,195152,金幼孜,明,撰
KR4e0095,抑菴文集,52,2702158,800809,王稹,明,編
KR4e0096,運甓漫稿,8,202625,57005,李昌祺,明,撰
KR4e0097,梧岡集,11,263298,74943,唐文鳳,明,撰
KR4e0098,古廉文集,14,493036,145097,李顒,明,編
KR4e0099,曹月川集,2,54919,15951,張伯行,清,輯
KR4e0100,敬軒文集,25,697955,200762,張鼎,明,編
KR4e0101,兩谿文集,26,646420,190326,劉球,明,撰
KR4e0103,蘭庭集,3,103438,28829,謝晉,明,撰
KR4e0104,古穰集,31,627170,182237,程敏政,明,編
KR4e0105,武功集,6,464833,134811,徐有貞,明,撰
KR4e0106,倪文僖集,33,727214,212223,倪謙,明,撰
KR4e0107,襄毅文集,16,397141,114801,韓雍,明,撰
KR4e0108,白沙子,10,580693,161182,湛若水,明,校定
KR4e0109,類博稿,12,220702,63818,李東陽,明,編
KR4e0110,竹巖集,5,102224,29625,柯潛,明,撰
KR4e0111,平橋藁,20,302465,86688,鄭文康,明,撰
KR4e0112,彭惠安集,11,201782,58661,彭韶,明,撰
KR4e0113,清風亭稿,9,142593,38302,李澄,明,編
KR4e0114,方洲集,33,931935,268153,張寧,明,撰
KR4e0115,重編瓊臺藁,25,1024513,298778,丘爾穀,明,編
KR4e0116,謙齋文錄,5,303264,88739,徐溥,明,撰
KR4e0117,椒邱文集,36,1137572,332615,何喬新,明,撰
KR4e0118,石田詩選,12,306880,85791,華汝德,明,編
KR4e0119,東園文集,16,279249,81111,鄭紀,明,撰
KR4e0120,懷麓堂集,102,2126282,614424,李東陽,明,撰
KR4e0121,青谿漫稿,25,718748,207193,倪岳,明,撰
KR4e0122,康齋集,13,380783,105080,吳與弼,明,撰
KR4e0123,樓居雜著,1,60581,17225,朱觀潛,明,輯
KR4e0124,一峯文集,15,318080,91830,羅倫,明,撰
KR4e0125,篁墩文集,97,2911284,838264,程敏政,明,撰
KR4e0126,楓山集,6,297786,87938,章懋,明,撰
KR4e0127,定山集,12,413688,119120,莊昶,明,撰
KR4e0128,未軒文集,16,503899,146774,黃仲昭,明,撰
KR4e0129,醫閭集,10,184887,53875,賀士諮,明,編
KR4e0130,翠渠摘稿,9,307818,88781,周維鑣,清,輯
KR4e0131,匏翁家藏集,79,1604376,468346,吳寬,明,撰
KR4e0132,歸田稿,9,220862,63077,謝遷,明,撰
KR4e0133,震澤集,37,799088,230596,王鏊,明,撰
KR4e0134,鬱洲遺稿,9,163051,47133,梁儲,明,撰
KR4e0135,見素集,52,1184185,345537,林俊,明,撰
KR4e0136,古城集,8,315140,91219,張吉,明,撰
KR4e0137,虛齋集,6,332449,97651,蔡清,明,撰
KR4e0138,容春堂集,65,1538016,440687,邵寶,明,撰
KR4e0139,圭峰集,31,702934,205026,羅𤣱,明,撰
KR4e0140,吳文肅摘稿,5,148830,42804,吳儼,明,撰
KR4e0141,立齋遺文,7,105484,29796,鄒智,明,撰
KR4e0142,熊峰集,11,365280,104414,石珤,明,撰
KR4e0143,西村集,9,384875,110757,史鑑,明,撰
KR4e0144,胡文敬集,4,148797,43001,余祐,明,編
KR4e0145,方簡肅文集,11,181388,52834,方良永,明,撰
KR4e0146,小鳴稿,11,335410,94496,朱誠泳,明,撰
KR4e0147,懷星堂集,31,833497,241720,祝允明,明,撰
KR4e0148,整菴存稿,21,538156,156443,羅欽順,明,撰
KR4e0149,東江家藏集,44,1189943,342922,王鏊,明,著
KR4e0150,空同集,67,1126702,318662,李夢陽,明,撰
KR4e0151,山齋文集,25,258131,73397,鄭炫,明,編
KR4e0152,顧華玉集,45,928361,259107,顧璘,明,撰
KR4e0153,華泉集,15,442198,125130,邊貢,明,撰
KR4e0154,東田遺稿,3,136641,39655,張楨,明,編
KR4e0155,清惠集,13,329539,95733,劉麟,明,撰
KR4e0156,沙溪集,24,460497,134885,孫緒,明,撰
KR4e0157,王文成公全書,24,2434901,690447,謝廷傑,明,彙集
KR4e0158,雙溪集,9,119350,31788,杭淮,明,撰
KR4e0159,對山集,12,291165,85141,孫景烈,清,編
KR4e0160,柏齋集,12,358285,105178,何瑭,明,撰
KR4e0161,竹澗集,14,349067,100705,潘希曾,明,撰
KR4e0162,大復集,40,664817,187319,何景明,明,撰
KR4e0163,洹詞,13,623044,182191,崔銑,明,撰
KR4e0164,莊渠遺書,17,577636,167854,魏校,明,撰
KR4e0165,儼山集,111,1401884,400014,陸深,明,撰
KR4e0166,迪功集,8,91863,25914,徐禎卿,明,撰
KR4e0167,太白山人漫藁,9,109011,29257,孫一元,明,撰
KR4e0168,少谷集,26,605882,172636,鄭善夫,明,撰
KR4e0169,苑洛集,23,772706,226368,韓邦奇,明,撰
KR4e0170,東洲初稿,16,588161,168514,夏良勝,明,撰
KR4e0171,升菴集,82,1496219,424020,張士佩,明,編
KR4e0172,東巖集,7,109708,31568,夏尚樸,明,撰
KR4e0173,文簡集,59,1184255,339318,孫承恩,明,撰
KR4e0174,方齋存稿,11,356566,104785,林文俊,明,撰
KR4e0175,考功集,12,238047,67468,薛蕙,明,撰
KR4e0176,雲村集,16,291148,83944,許相卿,明,撰
KR4e0177,小山類稿,21,497174,145354,張岳,明,撰
KR4e0178,"夢澤集,卷二十二,卷二十一,卷十九,卷二十三,卷二十",23,342236,96827,王廷陳,明,撰
KR4e0179,甫田集,37,568752,162787,文徵明,明,撰
KR4e0180,泰泉集,11,179250,49915,黃佐,明,撰
KR4e0181,西村詩集,4,67063,18152,朱朴,明,撰
KR4e0182,天馬山房遺稿,9,234077,68081,朱淛,明,撰
KR4e0183,蘇門集,11,170720,48741,高叔嗣,明,撰
KR4e0184,愚谷集,11,184115,53250,李舜臣,明,撰
KR4e0185,遵巖集,25,1162554,340411,王慎中,明,撰
KR4e0186,陸子餘集,9,252920,73080,陸粲,明,撰
KR4e0187,念菴文集,23,1054757,308897,羅洪先,明,撰
KR4e0188,皇甫司勳集,61,739902,210244,皇甫汸,明,撰
KR4e0189,楊忠介集,19,345358,99197,楊爵,明,撰
KR4e0190,重刊荊川先生文集,22,1041734,303647,唐順之,明,撰
KR4e0191,皇甫少玄集,37,451359,122243,皇甫涍,明,撰
KR4e0192,瑤石山人稿,17,362164,101809,黎民表,明,撰
KR4e0193,南行集,21,178944,48275,丘雲霄,明,撰
KR4e0194,張莊僖文集,6,193817,56444,張永明,明,撰
KR4e0195,洞麓堂集,11,502949,147358,尹臺,明,撰
KR4e0196,具茨集,16,470342,136910,王立道,明,撰
KR4e0197,青霞集,13,321444,92296,王元敬,明,編
KR4e0198,滄溟集,32,752118,213893,李攀龍,明,撰
KR4e0199,山海漫談,4,58408,16637,任環,明,撰
KR4e0200,楊忠愍集,5,183245,53763,楊繼盛,明,撰
KR4e0201,弇州四部稿,382,9737884,2830723,王世貞,明,撰
KR4e0202,讀書後,9,191132,56032,王世貞,明,撰
KR4e0203,方麓集,17,751407,221099,王樵,明,撰
KR4e0204,存家詩稿,10,113142,30719,楊巍,明,撰
KR4e0205,海壑吟稿,12,222283,62576,趙完璧,明,撰
KR4e0206,伐檀齋集,14,209347,58537,張元凱,明,撰
KR4e0207,備忘集,11,466326,136489,海廷芳,清,編
KR4e0208,石洞集,19,791114,226824,葉春及,明,撰
KR4e0209,宗子相集,16,430192,123684,宗臣,明,撰
KR4e0210,衡廬精舍藏稿,42,1164001,342126,胡直,明,撰
KR4e0211,薜荔園詩集,5,214321,58520,佘翔,明,撰
KR4e0212,鯤溟詩集,5,119575,33312,郭諫臣,明,撰
KR4e0213,亦玉堂稿,11,319999,94824,劉榛,清,輯
KR4e0214,溫恭毅集,31,812363,233797,溫純,明,撰
KR4e0215,震川先生集,31,1287784,379594,歸莊,清,編
KR4e0216,四溟集,11,257204,72109,盛以進,明,訂補
KR4e0217,蠛蠓集,7,269185,77086,盧柟,明,撰
KR4e0218,少室山房集,121,1687478,472900,王世貞,明,撰
KR4e0219,穀城山館詩集,21,346977,96780,于慎行,明,撰
KR4e0220,宗伯集,11,815107,239660,孫繼臯,明,撰
KR4e0221,臨臯文集,5,346639,102583,楊寅秋,明,撰
KR4e0222,淡然軒集,9,436433,128914,馮琦,明,編
KR4e0223,涇臯藏稿,23,513708,151252,顧憲成,明,撰
KR4e0224,小辨齋偶存,9,144719,41866,顧允成,明,撰
KR4e0225,高子遺書,13,791426,231941,陳龍正,明,編
KR4e0226,少墟集,25,758026,218825,馮從吾,明,撰
KR4e0227,石隱園藏稿,9,603881,178649,畢自嚴,明,撰
KR4e0228,仰節堂集,15,352618,102439,曹于汴,明,撰
KR4e0229,願學集,9,600217,175653,鄒元標,明,撰
KR4e0230,劉蕺山集,18,705623,207667,劉宗周,明,撰
KR4e0231,學古緒言,26,595223,175063,婁堅,明,撰
KR4e0232,檀園集,13,221791,63775,李流芳,明,撰
KR4e0233,忠介燼餘集,4,55236,15820,周靖,清,編
KR4e0234,文忠集,13,391536,112160,王孫錫,清,編
KR4e0235,幔亭集,16,325259,89086,徐熥,明,撰
KR4e0236,白谷集,6,367173,107461,孫傳庭,明,撰
KR4e0237,集玉山房稿,11,330273,96457,葛昕,明,撰
KR4e0238,宋布衣集,4,80614,22667,宋登春,明,撰
KR4e0239,忠肅集,3,62511,17870,盧象昇,明,撰
KR4e0240,倪文貞集,40,752450,217469,倪元璐,明,撰
KR4e0241,凌忠介公集,7,167394,47476,凌義渠,明,撰
KR4e0242,申忠愍詩集,7,52791,13992,申佳胤,明,撰
KR4e0243,茅簷集,9,228968,66607,魏學洢,明,撰
KR4e0244,陶菴全集,23,486769,140670,黃淳耀,明,撰
KR4e0245,陽明先生集要,21,1151769,334806,,,
KR4f0001,聖祖仁皇帝御製文集,374,2282813,600510,允祿,清,奉敕編
KR4f0002,世宗憲皇帝御製文集,31,375009,102156,世宗胤禛,清,御製
KR4f0003,御製樂善堂全集定本,36,529013,145560,蔣溥,清,奉敕重編
KR4f0004,御製文集,103,1301579,367053,崔衢亭,清,奉敕編
KR4f0005,御製詩集,518,14422951,3928389,王杰,清,奉敕編
KR4f0006,亭林詩集,7,390660,114311,,,
KR4f0007,亭林餘集,2,44122,13108,,,
KR4f0008,南雷文案,11,780897,232841,,,
KR4f0009,薑齋詩文集,14,479622,138260,,,
KR4f0010,牧齋初學集,111,2571771,741021,,,
KR4f0011,牧齋有學集,51,1426615,415205,,,
KR4f0012,梅村集,41,797367,228956,吳偉業,清,撰
KR4f0013,梅村家藏藁,59,1167944,346444,,,
KR4f0014,湯子遺書,12,442660,129383,王廷燦,清,編
KR4f0015,兼濟堂文集,21,705596,206008,魏裔介,清,撰
KR4f0016,學餘堂文集,81,1678169,468254,施閏章,清,撰
KR4f0017,范忠貞集,11,327124,85029,劉可書,清,編
KR4f0018,林蕙堂全集,27,1021135,288730,吳綺,清,撰
KR4f0019,漁洋山人精華錄,12,354607,100187,王士禛,清,撰
KR4f0020,堯峰文鈔,51,1039117,300236,汪琬,清,撰
KR4f0021,居易堂集,22,718264,212482,,,
KR4f0022,午亭文編,51,1390987,400622,陳廷敬,清,撰
KR4f0023,讀書齋偶存稿,5,150567,42271,葉方藹,清,撰
KR4f0024,松桂堂全集,44,673886,186801,彭孫遹,清,撰
KR4f0025,曝書亭集,94,1951357,561756,朱彝尊,清,撰
KR4f0026,于清端政書,9,486763,142679,于成龍,清,撰
KR4f0027,"愚菴小集,附錄",17,393966,114431,朱鶴齡,清,撰
KR4f0028,抱犢山房集,7,121417,33326,姜垐,清,撰
KR4f0029,文端集,47,798671,225141,張英,清,撰
KR4f0030,西河集,191,3288636,942469,毛奇齡,清,撰
KR4f0031,陳檢討四六,21,848221,249207,程師恭,清,註
KR4f0032,陳迦陵文集,31,1489788,430246,,,
KR4f0033,蓮洋詩鈔,12,203374,56775,吳雯,清,撰
KR4f0034,張文貞集,13,583064,148314,張玉書,清,撰
KR4f0035,西陂類稿,40,988993,279124,宋犖,清,撰
KR4f0036,鐵廬集,6,146903,42833,許重炎,清,編
KR4f0037,湛園集,9,539413,159601,黃叔琳,清,編
KR4f0038,古歡堂集,50,1013196,289410,田雯,清,撰
KR4f0039,榕村集,41,1068320,308973,李光地,清,撰
KR4f0040,三魚堂文集,23,600368,175661,侯銓,清,編
KR4f0041,因園集,15,230333,63684,趙執信,清,撰
KR4f0042,懷清堂集,21,347302,96929,湯右曾,清,撰
KR4f0043,二希堂文集,13,364216,107174,蔡世遠,清,撰
KR4f0044,敬業堂詩集,57,1466593,414093,查慎行,清,撰
KR4f0045,望溪先生文集,36,1256975,372469,方苞,清,撰
KR4f0046,存研樓文集,17,785439,232489,儲大文,清,撰
KR4f0047,香屑集,20,464795,127239,黃之雋,清,撰
KR4f0048,鹿洲初集,21,624847,184123,藍鼎元,清,撰
KR4f0049,樊榭山房,51,868845,246742,厲鶚,清,撰
KR4f0050,果堂集,13,191863,55606,沈彤,清,撰
KR4f0051,松泉集,47,950963,253422,汪由敦,清,撰
KR4f0052,惜抱軒文集,17,514467,149300,,,
KR4f0053,戴東原集,13,433308,125985,,,
KR4f0054,鮚埼亭集,51,2647905,784103,,,
KR4f0055,鮚埼亭詩集,11,245049,68682,,,
KR4f0056,洪北江詩文集,21,700957,203205,,,
KR4f0057,孫淵如詩文集,13,802926,236097,,,
KR4f0058,抱經堂文集,35,806418,236674,,,
KR4f0059,潛研堂文集,51,1654689,479763,,,
KR4f0060,述學內篇,4,244617,75300,,,
KR4f0061,容甫先生遺詩,6,65349,18052,,,
KR4f0062,揅經室一集,15,1701494,489198,,,
KR4f0063,大雲山房文稿,5,585856,171209,,,
KR4f0064,定盦文集,5,458423,137327,,,
KR4f0065,定盦文集補編,2,100512,29455,,,
KR4f0066,茗柯文初編,3,191105,56494,,,
KR4f0067,茗柯文補編外編,3,115514,33476,,,
KR4f0068,曾文正公詩集,4,467042,140007,,,
KR4f0069,茗齋集,34,2547332,710690,,,
KR4h0001,文選,60,1144899,257375,,,
KR4h0002,文選註,61,3453034,1022567,李善,唐,註
KR4h0003,六臣註文選,61,4866325,1460370,李周翰,唐,註
KR4h0004,文選顏鮑謝詩評,5,105426,29200,方回,元,撰
KR4h0005,玉臺新詠,12,170806,45063,徐陵,陳,編
KR4h0006,玉臺新詠考異,12,249051,70240,紀容舒,清,撰
KR4h0007,高氏三宴詩集,8,15308,3503,高正臣,唐,輯
KR4h0008,篋中集,2,10917,2701,元結,唐,編
KR4h0009,河嶽英靈集,5,95911,25266,殷璠,唐,撰
KR4h0010,國秀集,4,46962,12174,芮挺章,唐,編
KR4h0011,御覽詩,2,44169,11351,令狐楚,唐,編
KR4h0012,中興閒氣集,2,60701,15888,高仲武,唐,編
KR4h0013,極玄集,3,23157,6037,姚合,唐,編
KR4h0014,松陵集,12,222538,59569,皮日休,唐,撰
KR4h0015,二皇甫集,10,62663,16393,劉潤之,明,編
KR4h0016,唐四僧詩,7,31184,8015,釋靈澈,唐,撰
KR4h0017,薛濤李冶詩集,1,22181,5779,李冶,唐,撰
KR4h0018,竇氏聯珠集,1,39425,10480,褚藏言,唐,編
KR4h0019,才調集,11,259778,65805,韋縠,蜀,編
KR4h0020,搜玉小集,2,21069,5345,闕名,唐,撰
KR4h0021,古文苑,22,433473,123072,章樵,宋,註
KR4h0022,文苑英華,1001,16061896,4434914,李昉,宋,奉敕編
KR4h0023,文苑英華辨證,11,113052,31783,,,
KR4h0024,唐文粹,103,2620234,773819,姚鉉,宋,編
KR4h0025,西崑詶唱集,3,62695,15980,楊億,宋,編
KR4h0026,同文館唱和詩,11,64697,17268,鄧忠臣,宋,撰
KR4h0027,唐百家詩選,21,319822,87952,王安石,宋,編
KR4h0028,會稽掇英總集,21,332379,92836,孔延之,宋,編
KR4h0029,清江三孔集,31,673583,192489,孔文仲,宋,撰
KR4h0030,三劉家集,2,88113,25497,劉元高,宋,編
KR4h0031,二程文集,16,351546,101871,譚善心,元,重編
KR4h0032,宋文選,33,951457,281302,闕名,宋,編
KR4h0033,坡門酬唱集,24,338044,95313,邵浩,宋,編
KR4h0034,樂府詩集,101,1596998,404257,郭茂倩,宋,編
KR4h0035,歲時雜詠,47,566706,146883,蒲積中,宋,編
