source_file,title,KR_ID,EXTENT,SOURCE,author_index,person_name,DATES,DYNASTY,FUNCTION
skqs2.org,水道提綱,KR2k0079,28 卷,"四庫全書 文淵閣版, V583.1, p1",1,齊召南,1703 - 1768,清,撰
skqs2.org,海塘錄,KR2k0080,26 卷,"四庫全書 文淵閣版, V583.2, p317",1,翟均廉,,清,撰
skqs2.org,籌海圖編,KR2k0081,13 卷,"四庫全書 文淵閣版, V584.1, p1",1,胡宗憲,1511 - 1565,明,撰
skqs2.org,鄭開陽雜著,KR2k0082,11 卷,"四庫全書 文淵閣版, V584.2, p443",1,鄭若曾,fl. 1505 - 1580,明,撰
skqs2.org,南嶽小錄,KR2k0083,1 卷,"四庫全書 文淵閣版, V585.1, p1",1,李沖昭,,唐,撰
skqs2.org,廬山記,KR2k0084,3 卷,"四庫全書 文淵閣版, V585.2, p13",1,陳舜俞,d. 1074,宋,撰
skqs2.org,廬山記,KR2k0084,3 卷,"四庫全書 文淵閣版, V585.2, p13",2,釋惠遠,,宋,撰
skqs2.org,赤松山志,KR2k0085,1 卷,"四庫全書 文淵閣版, V585.3, p45",1,倪守約,,宋,撰
skqs2.org,西湖遊覽志,KR2k0086,24 卷,"四庫全書 文淵閣版, V585.4, p59",1,田汝成,,明,撰
skqs2.org,桂勝,KR2k0087,4 卷,"四庫全書 文淵閣版, V585.5, p637",1,張鳴鳳,,明,撰
skqs2.org,欽定盤山志,KR2k0088,16 卷,"四庫全書 文淵閣版, V586.1, p1",1,蔣溥,1708 - 1761,清,奉敕撰
skqs2.org,欽定盤山志,KR2k0088,16 卷,"四庫全書 文淵閣版, V586.1, p1",2,汪由敦,,清,奉敕撰
skqs2.org,欽定盤山志,KR2k0088,16 卷,"四庫全書 文淵閣版, V586.1, p1",3,董邦達,,清,奉敕撰
skqs2.org,西湖志纂,KR2k0089,12 卷,"四庫全書 文淵閣版, V586.2, p337",1,梁詩正,1697 - 1763,清,撰
skqs2.org,西湖志纂,KR2k0089,12 卷,"四庫全書 文淵閣版, V586.2, p337",2,沈德潛,,清,撰
skqs2.org,西湖志纂,KR2k0089,12 卷,"四庫全書 文淵閣版, V586.2, p337",3,傳王露,,清,撰
skqs2.org,洛陽伽藍記,KR2k0090,5 卷,"四庫全書 文淵閣版, V587.1, p1",1,楊衒之,6th cent,後魏,撰
skqs2.org,吳地記,KR2k0091,1 卷,"四庫全書 文淵閣版, V587.2, p53",1,陸廣微,,唐,撰
skqs2.org,吳地記,KR2k0091,1 卷,"四庫全書 文淵閣版, V587.2, p53",2,闕名,,,撰
skqs2.org,長安志,KR2k0092,20 卷,"四庫全書 文淵閣版, V587.3, p73",1,宋敏求,1019 - 1079,宋,撰
skqs2.org,洛陽名園記,KR2k0093,1 卷,"四庫全書 文淵閣版, V587.4, p239",1,李格非,,宋,撰
skqs2.org,雍錄,KR2k0094,10 卷,"四庫全書 文淵閣版, V587.5, p249",1,程大昌,1123 - 1195,宋,撰
skqs2.org,洞霄圖志,KR2k0095,6 卷,"四庫全書 文淵閣版, V587.6, p405",1,鄧牧,1247 - 1306,宋,撰
skqs2.org,長安志圖,KR2k0096,3 卷,"四庫全書 文淵閣版, V587.7, p469",1,李好文,,元,撰
skqs2.org,汴京遺蹟志,KR2k0097,24 卷,"四庫全書 文淵閣版, V587.8, p513",1,李濂,1488 - 1566,明,撰
skqs2.org,武林梵志,KR2k0098,12 卷,"四庫全書 文淵閣版, V588.1, p1",1,吳之鯨,,明,撰
skqs2.org,江城名蹟,KR2k0099,4 卷,"四庫全書 文淵閣版, V588.2, p287",1,陳弘緒,1597 - 1665,清,撰
skqs2.org,營平二州地名記,KR2k0100,1 卷,"四庫全書 文淵閣版, V588.3, p375",1,顧炎武,1613 - 1682,清,撰
skqs2.org,金鰲退食筆記,KR2k0101,2 卷,"四庫全書 文淵閣版, V588.4, p401",1,高士奇,1645 - 1704,清,撰
skqs2.org,石柱記箋釋,KR2k0102,5 卷,"四庫全書 文淵閣版, V588.5, p433",1,鄭元慶,b. 1660,清,撰
skqs2.org,關中勝蹟圖志,KR2k0103,32 卷,"四庫全書 文淵閣版, V588.6, p479",1,畢沅,1730 - 1797,清,撰
skqs2.org,南方草木狀,KR2k0104,3 卷,"四庫全書 文淵閣版, V589.1, p1",1,嵇含,263 - 306,晉,撰
skqs2.org,荊楚歲時記,KR2k0105,1 卷,"四庫全書 文淵閣版, V589.2, p13",1,宗懍,ca. 500 - ca. 563,梁,撰
skqs2.org,北戶錄,KR2k0106,3 卷,"四庫全書 文淵閣版, V589.3, p29",1,段公路,9th cent,唐,撰
skqs2.org,北戶錄,KR2k0106,3 卷,"四庫全書 文淵閣版, V589.3, p29",2,龜圖,,唐,註
skqs2.org,桂林風土記,KR2k0107,1 卷,"四庫全書 文淵閣版, V589.4, p63",1,莫休符,fl. 899,唐,撰
skqs2.org,嶺表錄異,KR2k0108,3 卷,"四庫全書 文淵閣版, V589.5, p79",1,劉恂,,唐,撰
skqs2.org,益部方物略記,KR2k0109,1 卷,"四庫全書 文淵閣版, V589.6, p99",1,宋祁,978 - 1061,宋,撰
skqs2.org,岳陽風土記,KR2k0110,1 卷,"四庫全書 文淵閣版, V589.7, p109",1,范致明,,宋,撰
skqs2.org,東京夢華錄,KR2k0111,10 卷,"四庫全書 文淵閣版, V589.8, p125",1,孟元老,fl. 1136 - 1147,宋,撰
skqs2.org,六朝事迹編類,KR2k0112,2 卷,"四庫全書 文淵閣版, V589.9, p175",1,張敦頤,,宋,撰
skqs2.org,會稽三賦,KR2k0113,3 卷,"四庫全書 文淵閣版, V589.10, p251",1,王十朋,1112 - 1171,宋,撰
skqs2.org,會稽三賦,KR2k0113,3 卷,"四庫全書 文淵閣版, V589.10, p251",2,周世則,,宋,注
skqs2.org,會稽三賦,KR2k0113,3 卷,"四庫全書 文淵閣版, V589.10, p251",3,史鑄,,宋,注
skqs2.org,中吳紀聞,KR2k0114,6 卷,"四庫全書 文淵閣版, V589.11, p289",1,襲明之,1090 - 1182,宋,撰
skqs2.org,桂海虞衡志,KR2k0115,1 卷,"四庫全書 文淵閣版, V589.12, p365",1,范成大,1126 - 1193,宋,撰
skqs2.org,嶺外代答,KR2k0116,10 卷,"四庫全書 文淵閣版, V589.13, p389",1,周去非,fl. 1163 - 1178,宋,撰
skqs2.org,都城紀勝,KR2k0117,1 卷,"四庫全書 文淵閣版, V590.1, p1",1,耐得翁,,宋,撰
skqs2.org,夢梁錄,KR2k0118,20 卷,"四庫全書 文淵閣版, V590.2, p13",1,吳自牧,fl. 1670,宋,撰
skqs2.org,武林舊事,KR2k0119,10 卷,"四庫全書 文淵閣版, V590.3, p173",1,周密,1232 - 1308,宋,撰
skqs2.org,增補武林舊事,KR2k0120,8 卷,"四庫全書 文淵閣版, V590.4, p301",1,周密,1232 - 1308,宋,撰
skqs2.org,增補武林舊事,KR2k0120,8 卷,"四庫全書 文淵閣版, V590.4, p301",2,朱廷煥,,明,補
skqs2.org,歲華紀麗譜,KR2k0121,1 卷,"四庫全書 文淵閣版, V590.5, p433",1,費著,,元,撰
skqs2.org,吳中舊事,KR2k0122,1 卷,"四庫全書 文淵閣版, V590.6, p443",1,陸友仁,fl. 1330 - 1338,元,撰
skqs2.org,平江記事,KR2k0123,1 卷,"四庫全書 文淵閣版, V590.7, p459",1,高德基,14th cent,元,撰
skqs2.org,江漢叢談,KR2k0124,2 卷,"四庫全書 文淵閣版, V590.8, p471",1,陳士元,,明,撰
skqs2.org,閩中海錯疏,KR2k0125,3 卷,"四庫全書 文淵閣版, V590.9, p499",1,屠本畯,fl. 1596,明,撰
skqs2.org,蜀中廣記,KR2k0126,108 卷,"四庫全書 文淵閣版, V591.1, p1 - V592.1",1,曹學佺,1574 - 1647,明,撰
skqs2.org,益部談資,KR2k0127,3 卷,"四庫全書 文淵閣版, V592.2, p735",1,何宇度,,明,撰
skqs2.org,顏山雜記,KR2k0128,4 卷,"四庫全書 文淵閣版, V592.3, p759",1,孫廷銓,1613 - 1674,清,撰
skqs2.org,嶺南風物記,KR2k0129,1 卷,"四庫全書 文淵閣版, V592.4, p827",1,吳綺,1619 - 1694,清,撰
skqs2.org,嶺南風物記,KR2k0129,1 卷,"四庫全書 文淵閣版, V592.4, p827",2,宋俊,,清,增補
skqs2.org,嶺南風物記,KR2k0129,1 卷,"四庫全書 文淵閣版, V592.4, p827",3,江闓,,清,刪定
skqs2.org,龍沙紀略,KR2k0130,1 卷,"四庫全書 文淵閣版, V592.5, p841",1,方式濟,,清,撰
skqs2.org,臺海使槎錄,KR2k0131,8 卷,"四庫全書 文淵閣版, V592.6, p861",1,黃叔璥,1666 - 1742,清,撰
skqs2.org,東城雜記,KR2k0132,2 卷,"四庫全書 文淵閣版, V592.7, p985",1,厲鄂,1692 - 1752,清,撰
skqs2.org,遊城南記,KR2k0133,1 卷,"四庫全書 文淵閣版, V593.1, p1",1,張禮,fl. 1086,宋,撰
skqs2.org,河朔訪古記,KR2k0134,3 卷,"四庫全書 文淵閣版, V593.2, p17",1,納新,,元,撰
skqs2.org,徐霞客遊記,KR2k0135,12 卷,"四庫全書 文淵閣版, V593.3, p61",1,徐宏祖,1586 - 1641,明,撰
skqs2.org,佛國記,KR2k0136,1 卷,"四庫全書 文淵閣版, V593.4, p611",1,釋法顯,fl. 399 - 414,南朝宋,撰
skqs2.org,大唐西域記,KR2k0137,12 卷,"四庫全書 文淵閣版, V593.5, p635",1,釋玄奘,ca. 596 - 664,唐,譯
skqs2.org,大唐西域記,KR2k0137,12 卷,"四庫全書 文淵閣版, V593.5, p635",2,釋辯機,,唐,撰
skqs2.org,宣和奉使高麗圖經,KR2k0138,40 卷,"四庫全書 文淵閣版, V593.6, p811",1,徐兢,1093 - 1155,宋,撰
skqs2.org,諸蕃志,KR2k0139,2 卷,"四庫全書 文淵閣版, V594.1, p1",1,趙汝适,13th cent,宋,撰
skqs2.org,溪蠻叢笑,KR2k0140,1 卷,"四庫全書 文淵閣版, V594.2, p43",1,朱輔,,宋,撰
skqs2.org,真臘風土記,KR2k0141,1 卷,"四庫全書 文淵閣版, V594.3, p53",1,周達觀,fl. 1295 - 1297,元,撰
skqs2.org,島夷誌略,KR2k0142,1 卷,"四庫全書 文淵閣版, V594.4, p71",1,汪大淵,,元,撰
skqs2.org,朝鮮賦,KR2k0143,1 卷,"四庫全書 文淵閣版, V594.5, p105",1,董越,1431 - 1502,明,撰
skqs2.org,海語,KR2k0144,3 卷,"四庫全書 文淵閣版, V594.6, p117",1,黃衷,1474 - 1553,明,撰
skqs2.org,海語,KR2k0144,3 卷,"四庫全書 文淵閣版, V594.6, p117",2,黃學準,,明,增注
skqs2.org,東西洋考,KR2k0145,12 卷,"四庫全書 文淵閣版, V594.7, p137",1,張燮,fl. 1618,明,撰
skqs2.org,職方外紀,KR2k0146,5 卷,"四庫全書 文淵閣版, V594.8, p279",1,西洋艾儒略,1582 - 1649,明,撰
skqs2.org,赤雅,KR2k0147,3 卷,"四庫全書 文淵閣版, V594.9, p337",1,鄺露,1604 - 1650,明,撰
skqs2.org,朝鮮志,KR2k0148,2 卷,"四庫全書 文淵閣版, V594.10, p369",1,闕名,,明,撰
skqs2.org,皇清職貢圖,KR2k0149,9 卷,"四庫全書 文淵閣版, V594.11, p395",1,傳恒,d. 1770,清,奉敕撰
skqs2.org,坤輿圖說,KR2k0150,2 卷,"四庫全書 文淵閣版, V594.12, p729",1,西洋南懷仁,1623 - 1688,清,撰
skqs2.org,異域錄,KR2k0151,2 卷,"四庫全書 文淵閣版, V594.13, p793",1,覺羅圖理琛,1667 - 1741,清,撰
skqs2.org,海國聞見錄,KR2k0152,2 卷,"四庫全書 文淵閣版, V594.14, p847",1,陳倫炯,fl. 1721 - 1730,清,撰
skqs2.org,唐六典,KR2l0001,30 卷,"四庫全書 文淵閣版, V595.1, p1",1,張九齡,678 - 740,唐,撰
skqs2.org,唐六典,KR2l0001,30 卷,"四庫全書 文淵閣版, V595.1, p1",2,李林甫,,唐,注
skqs2.org,翰林志,KR2l0002,1 卷,"四庫全書 文淵閣版, V595.2, p295",1,李肇,fl. 819,唐,撰
skqs2.org,麟臺故事,KR2l0003,5 卷,"四庫全書 文淵閣版, V595.3, p303",1,程俱,1078 - 1144,宋,撰
skqs2.org,翰苑羣書,KR2l0004,12 卷,"四庫全書 文淵閣版, V595.4, p341",1,洪遵,1120 - 1174,宋,編
skqs2.org,南宋館閣錄,KR2l0005,存9 卷,"四庫全書 文淵閣版, V595.5, p417",1,陳騤,1128 - 1203,宋,撰
skqs2.org,南宋館閣錄,KR2l0005,存9 卷,"四庫全書 文淵閣版, V595.5, p417",2,闕名,,,撰
skqs2.org,玉堂雜記,KR2l0006,3 卷,"四庫全書 文淵閣版, V595.6, p549",1,周必大,1126 - 1206,宋,撰
skqs2.org,宋宰輔編年錄,KR2l0007,20 卷,"四庫全書 文淵閣版, V596.1, p1",1,徐自明,,宋,撰
skqs2.org,祕書監志,KR2l0008,11 卷,"四庫全書 文淵閣版, V596.2, p753",1,王士點,,元,撰
skqs2.org,祕書監志,KR2l0008,11 卷,"四庫全書 文淵閣版, V596.2, p753",2,商企翁,,元,撰
skqs2.org,翰林志,KR2l0009,20 卷,"四庫全書 文淵閣版, V596.3, p859",1,黃佐,1490 - 1566,明,撰
skqs2.org,禮部志稿,KR2l0010,100 卷,"四庫全書 文淵閣版, V597.1, p1 - V598.1",1,林堯俞,,明,纂修
skqs2.org,禮部志稿,KR2l0010,100 卷,"四庫全書 文淵閣版, V597.1, p1 - V598.1",2,俞汝楫,,明,編撰
skqs2.org,太常續考,KR2l0011,8 卷,"四庫全書 文淵閣版, V599.1, p1",1,闕名,,明,撰
skqs2.org,土官底簿,KR2l0012,2 卷,"四庫全書 文淵閣版, V599.2, p331",1,闕名,,明,撰
skqs2.org,詞林典故,KR2l0013,8 卷,"四庫全書 文淵閣版, V599.3, p421",1,鄂爾泰,1677 - 1745,清,奉敕撰
skqs2.org,詞林典故,KR2l0013,8 卷,"四庫全書 文淵閣版, V599.3, p421",2,張廷玉,,清,奉敕撰
skqs2.org,欽定國子監志,KR2l0014,62 卷,"四庫全書 文淵閣版, V600.1, p1",1,梁國治,1723 - 1786,清,奉敕撰
skqs2.org,欽定歷代職官表,KR2l0015,72 卷,"四庫全書 文淵閣版, V601.1, p1 - V602.1",1,永瑢,1744 - 1790,清,奉敕撰
skqs2.org,欽定歷代職官表,KR2l0015,72 卷,"四庫全書 文淵閣版, V601.1, p1 - V602.1",2,紀昀,,清,奉敕撰
skqs2.org,州縣提綱,KR2l0016,4 卷,"四庫全書 文淵閣版, V602.2, p617",1,闕名,,宋,撰
skqs2.org,官箴,KR2l0017,1 卷,"四庫全書 文淵閣版, V602.3, p651",1,呂本中,,宋,撰
skqs2.org,百官箴,KR2l0018,6 卷,"四庫全書 文淵閣版, V602.4, p657",1,許月卿,1216 - 1285,宋,撰
skqs2.org,晝簾緒論,KR2l0020,1 卷,"四庫全書 文淵閣版, V602.5, p705",1,胡太初,fl. 1235 - 1253,宋,撰
skqs2.org,三事忠告,KR2l0021,4 卷,"四庫全書 文淵閣版, V602.6, p729",1,張養浩,1269 - 1329,元,撰
skqs2.org,御定人臣儆心錄,KR2l0022,1 卷,"四庫全書 文淵閣版, V602.7, p761",1,世祖,1638 - 1661,清,撰
skqs2.org,御定人臣儆心錄,KR2l0022,1 卷,"四庫全書 文淵閣版, V602.7, p761",2,王永吉,,清,奉敕纂
skqs2.org,通典,KR2m0001,200 卷,"四庫全書 文淵閣版, V603.1, p1 - V605.1",1,杜佑,735 - 812,唐,撰
skqs2.org,唐會要,KR2m0002,100 卷,"四庫全書 文淵閣版, V606.1, p1 - V607.1",1,王溥,922 - 982,宋,撰
skqs2.org,五代會要,KR2m0003,30 卷,"四庫全書 文淵閣版, V607.2, p439",1,王溥,922 - 982,宋,撰
skqs2.org,宋朝事實,KR2m0004,20 卷,"四庫全書 文淵閣版, V608.1, p1",1,李攸,fl. 1134,宋,撰
skqs2.org,建炎以來朝野雜記,KR2m0005,40 卷,"四庫全書 文淵閣版, V608.2, p239",1,李心傳,1166 - 1243,宋,撰
skqs2.org,西漢會要,KR2m0006,70 卷,"四庫全書 文淵閣版, V609.1, p1",1,徐天麟,,宋,撰
skqs2.org,東漢會要,KR2m0007,40 卷,"四庫全書 文淵閣版, V609.2, p449",1,徐天麟,,宋,撰
skqs2.org,漢制考,KR2m0008,4 卷,"四庫全書 文淵閣版, V609.3, p779",1,王應麟,1223 - 1296,宋,撰
skqs2.org,文獻通考,KR2m0009,348 卷,"四庫全書 文淵閣版, V610.1, p1 - V616.1",1,馬端臨,fl. 1254 - 1322,元,撰
skqs2.org,明會典,KR2m0010,180 卷,"四庫全書 文淵閣版, V617.1, p1 - V618.1",1,徐溥,1428 - 1499,明,奉敕撰
skqs2.org,明會典,KR2m0010,180 卷,"四庫全書 文淵閣版, V617.1, p1 - V618.1",2,李東陽,,明,重修
skqs2.org,七國考,KR2m0011,14 卷,"四庫全書 文淵閣版, V618.2, p765",1,董說,1620 - 1686,明,撰
skqs2.org,欽定大清會典,KR2m0012,100 卷,"四庫全書 文淵閣版, V619.1, p1",1,允祹,,清,奉敕撰
skqs2.org,欽定大清會典則例,KR2m0013,180 卷,"四庫全書 文淵閣版, V620.1, p1 - V625.1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,欽定續文獻通考,KR2m0014,250 卷,"四庫全書 文淵閣版, V626.1, p1 - V631.1",1,嵇璜,1711 - 1794,清,奉敕撰
skqs2.org,欽定續文獻通考,KR2m0014,250 卷,"四庫全書 文淵閣版, V626.1, p1 - V631.1",2,曹仁虎,,清,奉敕撰
skqs2.org,皇朝文獻通考,KR2m0015,300 卷,"四庫全書 文淵閣版, V632.1, p1 - V638.1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,欽定續通典,KR2m0016,150 卷,"四庫全書 文淵閣版, V639.1, p1 - V641.1",1,嵇璜,1711 - 1794,清,奉敕撰
skqs2.org,欽定續通典,KR2m0016,150 卷,"四庫全書 文淵閣版, V639.1, p1 - V641.1",2,曹仁虎,,清,奉敕撰
skqs2.org,欽定皇朝通典,KR2m0017,100 卷,"四庫全書 文淵閣版, V642.1, p1 - V643.1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,欽定皇朝通志,KR2m0018,126 卷,"四庫全書 文淵閣版, V644.1, p1 - V645.1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,元朝典故編年考,KR2m0019,10 卷,"四庫全書 文淵閣版, V645.2, p687",1,孫承澤,1592 - 1676,清,撰
skqs2.org,漢官舊儀,KR2m0020,2 卷,"四庫全書 文淵閣版, V646.1, p1",1,衞宏,1st cent,漢,撰
skqs2.org,大唐開元禮,KR2m0021,150 卷,"四庫全書 文淵閣版, V646.2, p19",1,蕭嵩,d. 749,唐,奉敕撰
skqs2.org,謚法,KR2m0022,4 卷,"四庫全書 文淵閣版, V646.3, p897",1,蘇洵,1009 - 1066,宋,撰
skqs2.org,政和五禮新儀,KR2m0023,存201 卷,"四庫全書 文淵閣版, V647.1, p1",1,鄭居中,d. 1123,宋,奉敕撰
skqs2.org,紹熙州縣釋奠儀圖,KR2m0024,1 卷,"四庫全書 文淵閣版, V648.1, p1",1,朱熹,1130 - 1200,宋,撰
skqs2.org,大金集體,KR2m0025,存33 卷,"四庫全書 文淵閣版, V648.2, p27",1,闕名,,金,撰
skqs2.org,大金德運圖說,KR2m0026,1 卷,"四庫全書 文淵閣版, V648.3, p309",1,闕名,,金,撰
skqs2.org,廟學典禮,KR2m0027,6 卷,"四庫全書 文淵閣版, V648.4, p323",1,闕名,,元,撰
skqs2.org,明集禮,KR2m0028,53 卷,"四庫全書 文淵閣版, V649.1, p1 - V650.1",1,徐一夔,1318 - ca. 1400,明,撰
skqs2.org,頖宮禮樂疏,KR2m0029,10 卷,"四庫全書 文淵閣版, V651.1, p1",1,李之藻,1565 - 1630,明,撰
skqs2.org,明臣謚考,KR2m0030,2 卷,"四庫全書 文淵閣版, V651.2, p417",1,鮑應鼇,,明,撰
skqs2.org,明謚紀彙編,KR2m0031,25 卷,"四庫全書 文淵閣版, V651.3, p463",1,郭良翰,,明,撰
skqs2.org,明宮史,KR2m0032,5 卷,"四庫全書 文淵閣版, V651.4, p603",1,呂毖,,明,校次
skqs2.org,幸魯盛典,KR2m0033,40 卷,"四庫全書 文淵閣版, V652.1, p1",1,弘毓圻,1657 - 1723,清,撰
skqs2.org,幸魯盛典,KR2m0033,40 卷,"四庫全書 文淵閣版, V652.1, p1",2,金居敬,,清,撰
skqs2.org,萬壽盛典初集,KR2m0034,120 卷,"四庫全書 文淵閣版, V653.1, p1 - V654.1",1,王掞,,清,監修
skqs2.org,萬壽盛典初集,KR2m0034,120 卷,"四庫全書 文淵閣版, V653.1, p1 - V654.1",2,王原祁,1642 - 1715,清,奉敕撰
skqs2.org,萬壽盛典初集,KR2m0034,120 卷,"四庫全書 文淵閣版, V653.1, p1 - V654.1",3,王奕清,,清,奉敕撰
skqs2.org,欽定大清通禮,KR2m0035,50 卷,"四庫全書 文淵閣版, V655.1, p1",1,來保,,清,奉敕撰
skqs2.org,欽定大清通禮,KR2m0035,50 卷,"四庫全書 文淵閣版, V655.1, p1",2,李玉鳴,,清,奉敕撰
skqs2.org,皇朝禮器圖式,KR2m0036,18 卷,"四庫全書 文淵閣版, V656.1, p1",1,允祿,1695 - 1767,清,奉敕撰
skqs2.org,皇朝禮器圖式,KR2m0036,18 卷,"四庫全書 文淵閣版, V656.1, p1",2,福隆安,,清,校補
skqs2.org,國朝宮史,KR2m0037,36 卷,"四庫全書 文淵閣版, V657.1, p1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,欽定滿洲祭神祭天典禮,KR2m0038,6 卷,"四庫全書 文淵閣版, V657.2, p619",1,允祿,1695 - 1767,清,總辨
skqs2.org,欽定滿洲祭神祭天典禮,KR2m0038,6 卷,"四庫全書 文淵閣版, V657.2, p619",2,官著,,清,承修
skqs2.org,欽定滿洲祭神祭天典禮,KR2m0038,6 卷,"四庫全書 文淵閣版, V657.2, p619",3,阿桂,,清,漢譯
skqs2.org,欽定滿洲祭神祭天典禮,KR2m0038,6 卷,"四庫全書 文淵閣版, V657.2, p619",4,于敏中,,清,漢譯
skqs2.org,欽定南巡盛典,KR2m0039,100 卷,"四庫全書 文淵閣版, V658.1, p1 - V659.1",1,高晉,,清,初編
skqs2.org,欽定南巡盛典,KR2m0039,100 卷,"四庫全書 文淵閣版, V658.1, p1 - V659.1",2,薩載,,清,續編
skqs2.org,欽定南巡盛典,KR2m0039,100 卷,"四庫全書 文淵閣版, V658.1, p1 - V659.1",3,阿桂,,清,合編
skqs2.org,欽定南巡盛典,KR2m0039,100 卷,"四庫全書 文淵閣版, V658.1, p1 - V659.1",4,傳恒,,清,合編
skqs2.org,八旬萬壽盛典,KR2m0040,120 卷,"四庫全書 文淵閣版, V660.1, p1 - V661.1",1,阿桂,1717 - 1797,清,纂修
skqs2.org,歷代建元考,KR2m0041,10 卷,"四庫全書 文淵閣版, V662.1, p1",1,鍾淵映,,清,撰
skqs2.org,北郊配位尊西向議,KR2m0042,1 卷,"四庫全書 文淵閣版, V662.2, p155",1,毛奇齡,1623 - 1716,清,撰
skqs2.org,廟制圖考,KR2m0043,1 卷,"四庫全書 文淵閣版, V662.3, p167",1,萬斯同,1638 - 1702,清,撰
skqs2.org,救荒活民書,KR2m0044,3 卷,"四庫全書 文淵閣版, V662.4, p233",1,董煟,,宋,撰
skqs2.org,熬波圖,KR2m0045,2 卷,"四庫全書 文淵閣版, V662.5, p311",1,陳椿,fl. 1334,元,撰
skqs2.org,錢通,KR2m0046,32 卷,"四庫全書 文淵閣版, V662.6, p365",1,胡我琨,,明,撰
skqs2.org,捕蝗考,KR2m0047,1 卷,"四庫全書 文淵閣版, V663.1, p1",1,陳芳生,,清,撰
skqs2.org,荒政叢書,KR2m0048,10 卷,"四庫全書 文淵閣版, V663.2, p13",1,俞森,fl. 1690,清,撰
skqs2.org,欽定康濟錄,KR2m0049,6 卷,"四庫全書 文淵閣版, V663.3, p223",1,陸曾禹,,清,原撰
skqs2.org,欽定康濟錄,KR2m0049,6 卷,"四庫全書 文淵閣版, V663.3, p223",2,倪國璉,,清,檢擇
skqs2.org,欽定康濟錄,KR2m0049,6 卷,"四庫全書 文淵閣版, V663.3, p223",3,蔣溥,,清,刪潤
skqs2.org,欽定康濟錄,KR2m0049,6 卷,"四庫全書 文淵閣版, V663.3, p223",4,梁詩正,,清,刪潤
skqs2.org,歷代兵制,KR2m0050,8 卷,"四庫全書 文淵閣版, V663.4, p437",1,陳傳良,1137 - 1203,宋,撰
skqs2.org,補漢兵志,KR2m0051,1 卷,"四庫全書 文淵閣版, V663.5, p481",1,錢文子,fl. 1160 - 1215,宋,撰
skqs2.org,馬政紀,KR2m0052,12 卷,"四庫全書 文淵閣版, V663.6, p503",1,楊時喬,d. 1609,明,撰
skqs2.org,欽定八旗通志,KR2m0053,342 卷,"四庫全書 文淵閣版, V664.1, p1 - V671.1",1,高宗弘曆,1711 - 1799,清,敕撰
skqs2.org,唐律疏義,KR2m0054,30 卷,"四庫全書 文淵閣版, V672.1, p1",1,長孫無忌,d. 659,唐,奉敕撰
skqs2.org,大清律例,KR2m0055,47 卷,"四庫全書 文淵閣版, V672.2, p377 - V673.1",1,三泰,,清,奉敕纂
skqs2.org,大清律例,KR2m0055,47 卷,"四庫全書 文淵閣版, V672.2, p377 - V673.1",2,徐本,,清,奉敕纂
skqs2.org,大清律例,KR2m0055,47 卷,"四庫全書 文淵閣版, V672.2, p377 - V673.1",3,劉統勳,,清,續纂
skqs2.org,營造法式,KR2m0056,34 卷,"四庫全書 文淵閣版, V673.2, p399",1,李誡,1035 - 1110,宋,奉敕撰
skqs2.org,欽定式英殿聚珍版程式,KR2m0057,1 卷,"四庫全書 文淵閣版, V673.3, p709",1,金簡,d. 1795,清,撰
skqs2.org,崇文總目,KR2n0001,12 卷,"四庫全書 文淵閣版, V674.1, p1",1,王堯臣,1001 - 1056,宋,奉敕撰
skqs2.org,崇文總目,KR2n0001,12 卷,"四庫全書 文淵閣版, V674.1, p1",2,王洙,,宋,奉敕撰
skqs2.org,崇文總目,KR2n0001,12 卷,"四庫全書 文淵閣版, V674.1, p1",3,歐陽修,,宋,奉敕撰
skqs2.org,郡齋讀書志,KR2n0002,4 卷,"四庫全書 文淵閣版, V674.2, p153",1,晁公武,fl. 1140 - 1171,宋,撰
skqs2.org,郡齋讀書志,KR2n0002,4 卷,"四庫全書 文淵閣版, V674.2, p153",2,趙希弁,,宋,續輯
skqs2.org,郡齋讀書志,KR2n0002,4 卷,"四庫全書 文淵閣版, V674.2, p153",3,趙希弁,,宋,編
skqs2.org,遂初堂書目,KR2n0003,1 卷,"四庫全書 文淵閣版, V674.3, p435",1,尤袤,1127 - 1194,宋,撰
skqs2.org,子略,KR2n0004,4 卷,"四庫全書 文淵閣版, V674.4, p491",1,高似孫,,宋,撰
skqs2.org,直齋書錄解題,KR2n0005,22 卷,"四庫全書 文淵閣版, V674.5, p525",1,陳振孫,fl. 1211 - 1249,宋,撰
skqs2.org,漢藝文志考證,KR2n0006,10 卷,"四庫全書 文淵閣版, V675.1, p1",1,王應麟,1223 - 1296,宋,撰
skqs2.org,文淵閣書目,KR2n0007,4 卷,"四庫全書 文淵閣版, V675.2, p111",1,楊士奇,1365 - 1444,明,編
skqs2.org,授經圖義例,KR2n0008,20 卷,"四庫全書 文淵閣版, V675.3, p231",1,朱睦㮮,1517 - 1586,明,撰
skqs2.org,欽定天祿琳琅書目,KR2n0009,10 卷,"四庫全書 文淵閣版, V675.4, p335",1,于敏中,1714 - 1779,清,奉敕編
