docclass,title,author,geo,geo_latitude,geo_longitude,docclass,doc_category_l1,doc_category_l2,doc_category_l3,time_dynasty,date_not_before,date_not_after,metadata/title.hanzi,metadata/title.hanyupinyin,metadata/Name,metadata/Name.Hanyupinyin,metadata/Function,metadata/styles.hao,metadata/CourtesyName.zi,metadata/PosthumousTitle.shi,metadata/AuthorDates,metadata/TotalJuan,metadata/Genre1,metadata/Genre2,metadata/Genre3,metadata/Place,metadata/GISCode,,metadata/Notes
DZ0824,嵩山太無先生氣經,,,,,,Yangsheng ,Respiratory Techniques,,Eighth to ninth century,701,900,嵩山太無先生氣經,Songshan Taiwu xiansheng qijing ,,,,,,,,2,Yangsheng ,Respiratory Techniques,,,,,
DZ0825,延陵先生集新舊服氣經,桑榆子,,,,注,Yangsheng ,Respiratory Techniques,,Late Tang (618-907) or Five Dynasties (907- 960),,,延陵先生集新舊服氣經,Yanling xiansheng ji xinjiu fuqi jing ,桑榆子,Sangyu zi,注,,,,,1,Yangsheng ,Respiratory Techniques,,,,,
DZ0826,諸真聖胎神用訣,,,,,,Neidan and Yangsheng,General Works and Manuals,,Song,960,1279,諸真聖胎神用訣,Zhuzhen shengtai shenyong jue ,,,,,,,,1,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ0827,胎息抱一歌,,,,,,Neidan and Yangsheng,General Works and Manuals,,Northern Song,960,1127,胎息抱一歌,Taixi baoyi ge ,,,,,,,,1,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ0828,幻真先生服內元氣訣,,,,,,Yangsheng,Respiratory Techniques,,,,,幻真先生服內元氣訣,Huanzhen xiansheng funa yuanqi jue ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0829,胎息精微論,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,胎息精微論,Taixi jingwei lun ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0830,服氣精義論,司馬承禎,,,,撰,Yangsheng,Respiratory Techniques,,,,,服氣精義論,Fuqi jingyi lun ,司馬承禎,Sima Chengzhen ,撰,白雲子,子微,貞一,647-735,1,Yangsheng,Respiratory Techniques,,,,,
DZ0831,氣法要妙至訣,,,,,,Yangsheng,Respiratory Techniques,,Late Tang,764,907,氣法要妙至訣,Qifa yaomiao zhijue ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0832,上清司命茅真君修行指迷訣,,,,,,Yangsheng,Respiratory Techniques,,Tang,618,907,上清司命茅真君修行指迷訣,shang qing si ming mao zhen jun xiu xing zhi mi jue ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0833,神氣養形論,,,,,,Yangsheng,Respiratory Techniques,,,,,神氣養形論,shen qi yang xing lun ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0834,存神鍊氣銘,孫思邈,,,,撰,Yangsheng,Respiratory Techniques,,,,,存神鍊氣銘,cun shen lian qi ming ,孫思邈,Sun Simo,撰,,,,581-682,1,Yangsheng,Respiratory Techniques,,,,,
DZ0835,保生銘,孫思邈,,,,撰,Yangsheng,Miscellaneous Practices,,,,,保生銘,bao sheng ming ,孫思邈,Sun Simo,撰,,,,581-682,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0836,神仙食氣金櫃妙錄,京里先生,,,,撰,Yangsheng,Miscellaneous Practices,,,,,神仙食氣金櫃妙錄,shen xian shi qi jin gui miao lu ,京里先生,Jingli Xiansheng ,撰,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0837,枕中記,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,枕中記,zhen zhong ji ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0838,養性延命錄,陶弘景,,,,撰,Yangsheng,Miscellaneous Practices,,,,,養性延命錄,yang xing yan ming lu ,陶弘景,Tao Hongjing,撰,華陽隱居,通明,貞白先生,456-536,2,Yangsheng,Miscellaneous Practices,,,,,
DZ0839,三洞樞機雜說,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,三洞樞機雜說,san dong shu ji za shuo ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0840,彭祖攝生養性論,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,彭祖攝生養性論,peng zu she sheng yang xing lun ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0841,孫真人攝養論,孫思邈,,,,撰,Yangsheng,Miscellaneous Practices,,,,,孫真人攝養論,sun zhen ren she yang lun ,孫思邈,Sun Simo,撰,,,,581-682,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0842,抱朴子養生論,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,抱朴子養生論,bao pu zi yang sheng lun ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0843,養生詠玄集,,,,,,Yangsheng,Respiratory Techniques,,Song,960,1279,養生詠玄集,yang sheng yong xuan ji ,,,,,,,,1,Yangsheng,Respiratory Techniques,,,,,
DZ0844,神仙服食靈草菖蒲丸方,,,,,,Medicine and Pharmacology,,,Tang,618,907,神仙服食靈草菖蒲丸方,shen xian fu shi ling cao chang pu wan fang ,,,,,,,,1,Medicine and Pharmacology,,,,,,
DZ0845,上清經真丹祕訣,,,,,,Alchemy,,,,,,上清經真丹祕訣,shang qing jing zhen dan 祕 jue ,,,,,,,,1,Alchemy,,,,,,
DZ0846,太清經斷穀法,,,,,,Yangsheng,-,,,500,589,太清經斷穀法,Taiqing jing duangu fa,,,,,,,,1,Yangsheng,-,,,,DZTK the end of the Six Dynasties,
DZ0847,太上肘後玉經方,盧遵元,,,,撰,Medicine and Pharmacology,,,Ninth century,801,900,太上肘後玉經方,Taishang zhouhou yujing fang ,盧遵元,Lu Zunyuan ,撰,霞栖子,,,,1,Medicine and Pharmacology,,,,,,
DZ0848,混俗頤生錄,劉詞,茅山，江蘇,"31,784118","119,310228",撰,Yangsheng,Miscellaneous Practices,,Tenth century,901,1000,混俗頤生錄,Hunsu yisheng lu ,劉詞,Liu Ci ,撰,,,,,2,Yangsheng,Miscellaneous Practices,,茅山，江蘇,PL000000011072,,
DZ0849,保生要錄,蒲虔貫,,,,撰,Yangsheng,Miscellaneous Practices,,,,,保生要錄,Baosheng yaolu ,蒲虔貫,Pu Qianguan,撰,,,,fl. 934-965,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0850,修真祕籙,符度仁,,,,撰,Medicine and Pharmacology,,,,1061,,修真祕籙,Xiuzhen bilu ,符度仁,Fu Duren ,撰,,,,,1,Medicine and Pharmacology,,,,,,
DZ0851,三元延壽參贊書,李鵬飛,,,,撰,Neidan and Yangsheng,General Works and Manuals,,,1291,,三元延壽參贊書,Sanyuan yanshou canzan shu ,李鵬飛,Li Pengfei ,撰,九華澄心老人,,,,5,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ0852,太上保真養生論,,,,,,Yangsheng,Miscellaneous Practices,,Five Dynasties,907,960,太上保真養生論,Taishang baozhen yangsheng lun ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0853,養生辯疑訣,施肩吾,,,,撰,Yangsheng,Miscellaneous Practices,,,806,,養生辯疑訣,Yangsheng bianyi jue ,施肩吾,Shi Jianwu ,撰,栖真子、清虛洞天華陽真人,希聖,,fl . 820 ,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0854,太上三皇寶齋神仙上錄經,,,,,,Sanhuang Scriptures and Rituals,,,Tang,618,907,太上三皇寶齋神仙上錄經,Taishang sanhuang baozhai shenxian shanglu jing ,,,,,,,,1,Sanhuang Scriptures and Rituals,,,,,,
DZ0855,太清金闕玉華仙書八極神章三皇內祕文,,,,,,Sanhuang,,,,,,太清金闕玉華仙書八極神章三皇內祕文,Taiqing jinque yuhua xianshu baji shenzhang sanhuang neibi wen ,,,,,,,,3,Sanhuang,,,,,,
DZ0856,三皇內文遺祕,,,,,,Sanhuang,,,,,,三皇內文遺祕,Sanhuang neiwen yibi ,,,,,,,,1,Sanhuang,,,,,,
DZ0857,祕藏通玄變化六陰洞微遁甲真經,,,,,,Divination and Numerology,,,Song,960,1279,祕藏通玄變化六陰洞微遁甲真經,Bizang tongxuan bianhua liuyin dongwei dunjia zhenjing ,,,,,,,,3,Divination and Numerology,,,,,,
DZ0858,太上洞神玄妙白猿真經,,,,,,Sanhuang,,,,,,太上洞神玄妙白猿真經,Taishang dongshen xuanmiao boyuan zhenjing ,,,,,,,,1,Sanhuang,,,,,,
DZ0859,太上通玄靈印經,,,,,,Sanhuang,,,,,,太上通玄靈印經,Taishang tongxuan lingyin jing ,,,,,,,,1,Sanhuang,,,,,,
DZ0860,上清鎮元榮靈經,,,,,,Zhengyi,Scriptures,,Northern Song,960,1127,上清鎮元榮靈經,Shangqing zhenyuan rongling jing ,,,,,,,,1,Zhengyi,Scriptures,,,,,
DZ0861,太上六壬明鑑符陰經,,,,,,Sanhuang,,,,,,太上六壬明鑑符陰經,Taishang liuren mingjian fuyin jing ,,,,,,,,4,Sanhuang,,,,,,
DZ0862,顯道經,,,,,,Yangsheng,-,,,200,300,顯道經,Xiandao jing,,,,,,,,1,Yangsheng,-,,,,DZTK,
DZ0863,神仙鍊丹點鑄三元寶照法,,,,,,Alchemy,Laboratory Alchemy,,,902,,神仙鍊丹點鑄三元寶照法,Shenxian liandan dianzhu sanyuan baozhao fa ,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0864,元陽子五假論,,,,,,Other Popular Cults,Popular Rites,,,,,元陽子五假論,Yuanyang zi wujia lun ,,,,,,,,1,Other Popular Cults,Popular Rites,,,,,
DZ0865,太清元極至妙神珠玉顆經,,,,,,Neidan and Yangsheng,Other Neidan Traditions,,,,,太清元極至妙神珠玉顆經,Taiqing yuanji zhimiao shenzhu yuke jing ,,,,,,,,1,Neidan and Yangsheng,Other Neidan Traditions,,,,,
DZ0866,天老神光經,李靖,,,,撰,Other Popular Cults,Popular Rites,,,,,天老神光經,Tianlao shenguang jing ,李靖,Li Jing,撰,,,,571-649,1,Other Popular Cults,Popular Rites,,,,,
DZ0867,鬼谷子天髓靈文,,,,,,Other Popular Cults,Popular Rites,,Southern Song or later,1127,1279,鬼谷子天髓靈文,Guigu zi tiansui lingwen ,,,,,,,,2,Other Popular Cults,Popular Rites,,,,,
DZ0868,先天玄妙玉女太上聖母資傳仙道,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,先天玄妙玉女太上聖母資傳仙道,Xiantian Xuanmiao yunü Taishang shengmu zichuan xiandao ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0869,思印氣訣法,,,,,,The Orthodox One Way of the Heavenly Master ,Rituals,,Tang,618,907,思印氣訣法,Siyin qi juefa ,,,,,,,,1,The Orthodox One Way of the Heavenly Master ,Rituals,,,,,
DZ0870,北斗治法武威經,,,,,,Other Popular Cults,The Cult of the Northern Dipper,,,,,北斗治法武威經,Beidou zhifa wuwei jing ,,,,,,,,1,Other Popular Cults,The Cult of the Northern Dipper,,,,,
DZ0871,太上除三尸九蟲保生經,,,,,,Yangsheng,Miscellaneous Practices,,Five Dynasties ,907,960,太上除三尸九蟲保生經,Taishang chu sanshi jiuchong baosheng jing ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0872,太上老君玄妙枕中內德神咒經,,,,,,The Taixuan Division,,,Tang,618,907,太上老君玄妙枕中內德神咒經,Taishang laojun xuanmiao zhenzhong neide shenzhou jing ,,,,,,,,1,The Taixuan Division,,,,,,
DZ0873,黃庭遁甲緣身經,,,,,,Yangsheng,Miscellaneous Practices,,Tang,618,907,黃庭遁甲緣身經,Huangting dunjia yuanshen jing ,,,,,,,,1,Yangsheng,Miscellaneous Practices,,,,,
DZ0874,紫庭內祕訣修行法,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,Tang,618,907,紫庭內祕訣修行法,Ziting neibi jue xiuxing fa ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ0875,太上老君大存思圖注訣,,,,,,The Taixuan Division,,,Early Tang ,618,763,太上老君大存思圖注訣,Taishang laojun da cunsi tu zhujue ,,,,,,,,1,The Taixuan Division,,,,,,
DZ0876,太上五星七元空常訣,,,,,,Shangqing,Canonical Shangqing Scriptures,,Six Dynasties ,220,589,太上五星七元空常訣,Taishang wuxing qiyuan kongchang jue,,,,,,,,1,Shangqing,Canonical Shangqing Scriptures,,,,,
DZ0877,上玄高真延壽赤書,,,,,,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,上玄高真延壽赤書,Shangxuan gaozhen Yanshou chishu ,,,,,,,,1,Dongzhen Division,"Manuals, Anthologies, and Encyclopedias",Practices,,,,
DZ0878,紫團丹經,,,,,,Neidan and Yangsheng,Other Neidan Traditions,,Southern Song,1127,1279,紫團丹經,Zituan danjing ,,,,,,,,1,Neidan and Yangsheng,Other Neidan Traditions,,,,,
DZ0879,上清金書玉字上經,楊羲,句容,"31,9453","119,1717",輯佚,Shangqing,Other Early Shangqing Scriptures,,Six Dynasties ,363,370,上清金書玉字上經,Shangqing jinshu yuzi shangjing,楊羲,Yang Xi,輯佚,,羲和,,330-386,1,Shangqing,Other Early Shangqing Scriptures,,句容,PL000000011098,,
DZ0880,太清金液神丹經,張道陵,,,,撰,Alchemy,-,,,100,200,太清金液神丹經,Taiqing jinyi shendan jing,張道陵,Zhang Daoling,撰,,,,,3,Alchemy,-,,,,"DZTK Layer A: Juan 1 Zhang Daoling; Layer 2, Juan 2 陰長;Layer 3 Ge Hong.",
DZ0880,太清金液神丹經,陰長生,,,,撰,Alchemy,-,,,0,100,太清金液神丹經,Taiqing jinyi shendan jing,陰長生,Yin Changsheng,撰,,,,,3,Alchemy,-,,,,,
DZ0880,太清金液神丹經,葛洪,,,,撰,Alchemy,-,,,283,343,太清金液神丹經,Taiqing jinyi shendan jing,葛洪,Ge Hong ,撰,抱朴,稚川,,283-343,3,Alchemy,-,,,,,
DZ0881,太清石壁記,楚澤先生,,,,撰,Alchemy,Laboratory Alchemy,,,,,太清石壁記,Taiqing shibi ji ,楚澤先生,Chuze xiansheng,撰,,,,,3,Alchemy,Laboratory Alchemy,,,,compiled in 758 or 759 on the basis of an earlier version,
DZ0882,太清金液神氣經,,,,,,Shangqing,Anthologies,,Six Dynasties,220,589,太清金液神氣經,Taiqing jinyi shenqi jing,,,,,,,,3,Shangqing,Anthologies,,,,,
DZ0883,太清經天師口訣,,,,,,Alchemy,-,,Six Dynasties,220,589,太清經天師口訣,Taiqing jing tianshi koujue,,,,,,,,1,Alchemy,-,,,,DZTK,
DZ0884,太清修丹祕訣,,,,,,Alchemy,Laboratory Alchemy,,Tang,618,907,太清修丹祕訣,Taiqing xiudan bijue ,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0885,黃帝九鼎神丹經訣,,,,,,Alchemy,Laboratory Alchemy,,"Juan 1, presumably Han (206 B.C.-A.D. 220); juan 2-20, Tang (618-907)",,,黃帝九鼎神丹經訣,Huangdi jiuding shendan jingjue ,,,,,,,,20,Alchemy,Laboratory Alchemy,,,,,
DZ0886,九轉靈砂大丹資聖玄經,,,,,,Alchemy,Laboratory Alchemy,,Tang,618,907,九轉靈砂大丹資聖玄經,Jiuzhuan lingsha dadan zisheng xuanjing ,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0887,張真人金石靈砂論,張隱居,,,,撰,Alchemy,Laboratory Alchemy,,,742,770,張真人金石靈砂論,Zhang zhenren jinshi lingsha lun ,張隱居,Zhang yinju ,撰,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0888,魏伯陽七返丹砂訣,黃童君,,,,注,Alchemy,Inner Alchemy,,Tang,618,907,魏伯陽七返丹砂訣,Wei Boyang qifan dansha jue ,黃童君,Huang Tongjun ,注,,,,,1,Alchemy,Inner Alchemy,,,,,
DZ0889,太極真人九轉還丹經要訣,,,,,,Alchemy,-,,Early Six Dynasties ,220,450,太極真人九轉還丹經要訣,Taiji zhenren jiuzhuan huandan jing yaojue,,,,,,,,1,Alchemy,-,,,,DZTK,
DZ0890,大洞鍊真寶經修伏靈砂妙訣,陳少衛,,,,撰,Alchemy,Laboratory Alchemy,,,,,大洞鍊真寶經修伏靈砂妙訣,Dadong lian zhenbao jing xiufu lingsha miaojue ,陳少衛,Chen Shaowei,撰,衡嶽真人,子明,,fl.712-734,1,Alchemy,Laboratory Alchemy,,,,,
DZ0891,大洞鍊真寶經九還金丹妙訣,陳少衛,,,,撰,Alchemy,Laboratory Alchemy,,,712,734,大洞鍊真寶經九還金丹妙訣,Dadong lian zhenbao jing jiuhuan jindan miaojue ,陳少衛,Chen Shaowei,撰,衡嶽真人,子明,,fl.712-734,1,Alchemy,Laboratory Alchemy,,,,,
DZ0892,太上衛靈神化九轉丹砂法,,,,,,Alchemy,Laboratory Alchemy,,Seventh or eighth century,,,太上衛靈神化九轉丹砂法,Taishang weiling shenhua jiuzhuan dansha fa,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0893,九轉靈砂大丹,,,,,,Alchemy,,,Song,960,1279,九轉靈砂大丹,Jiuzhuan lingsha dadan ,,,,,,,,1,Alchemy,,,,,,
DZ0894,九轉青金靈砂丹,,,,,,Alchemy,,,Song,960,1279,九轉青金靈砂丹,Jiuzhuan qingjin lingsha dan ,,,,,,,,1,Alchemy,,,,,,
DZ0895,陰陽九轉成紫金點化還丹訣,,,,,,Alchemy,,,Tenth century,901,1000,陰陽九轉成紫金點化還丹訣,Yinyang jiuzhuan cheng zijin dianhua huandan jue ,,,,,,,,1,Alchemy,,,,,,
DZ0896,玉洞大神丹砂真要訣,張果,,,,撰,Alchemy,Laboratory Alchemy,,,,,玉洞大神丹砂真要訣,Yudong dashen dansha zhenyao jue ,張果,Zhang Guo,撰,通玄子,,,d. ca. 742,1,Alchemy,Laboratory Alchemy,,,,,
DZ0897,靈砂大丹祕訣,,,,,,Alchemy,,,Southern Song,1127,1279,靈砂大丹祕訣,Lingsha dadan bijue ,,,,,,,,1,Alchemy,,,,,,
DZ0898,碧玉朱砂寒林玉樹匱,西蜀陳大師,,,,撰,Alchemy,,,Southern Song,1127,1279,碧玉朱砂寒林玉樹匱,Biyu zhusha hanlin yushu kui ,西蜀陳大師,Chen Dashi of Western Shu,撰,,,,,1,Alchemy,,,,,,
DZ0899,大丹記,魏伯陽,,,,撰,Alchemy,,,,,,大丹記,Dadan ji ,魏伯陽,Wei Boyang,撰,雲牙、太素真人,,,,1,Alchemy,,,,,,
DZ0900,丹房須知,吳悞,,,,撰,Alchemy,,,,1163,,丹房須知,Danfang xuzhi ,吳悞,Wu Wu,撰,自然子,,,,1,Alchemy,,,,,,
DZ0901,石藥爾雅,梅彪,,,,撰,Alchemy,Laboratory Alchemy,,,806,,石藥爾雅,Shiyao erya ,梅彪,Mei Biao,撰,,,,,2,Alchemy,Laboratory Alchemy,,,,,
DZ0902,稚川真人校證術,,,,,,Neidan and Yangsheng,General Works and Manuals,,Song,960,1279,稚川真人校證術,Zhichuan zhenren jiaozheng shu ,,,,,,,,1,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ0903,純陽呂真人藥石製,呂洞賓,,,,撰,Alchemy,,,Fourteenth or fifteenth century,1301,1500,純陽呂真人藥石製,Chunyang Lü zhenren yaoshi zhi ,呂洞賓,Lü Dongbin,撰,純陽真人,,,,1,Alchemy,,,,,,
DZ0904,金碧五相類參同契,陰長生,,,,序、注,Neidan and Yangsheng,The Zhong-Lü Tradition,,,947,,金碧五相類參同契,Jinbi wu xianglei cantong qi ,陰長生,Yin Changsheng,序、注,,,,206 B.C.-A.D. 9,3,Neidan and Yangsheng,The Zhong-Lü Tradition,,,,,
DZ0905,參同契五相類祕要,魏伯陽,,,,撰,Alchemy,,,,,,參同契五相類祕要,Cantong qi wu xianglei biyao ,魏伯陽,Wei Boyang,撰,雲牙、太素真人,,,,1,Alchemy,,,,,,
DZ0906,陰真君金石五相類,陰長生,,,,撰,Alchemy,Laboratory Alchemy,,"before 1052, probably Five Dynasties (907-960)",,,陰真君金石五相類,Yin zhenjun jinshi wu xianglei ,陰長生,Yin Changsheng,撰,,,,206 B.C.-A.D. 9,1,Alchemy,Laboratory Alchemy,,,,,
DZ0907,金石簿五九數訣,,,,,,Alchemy,Laboratory Alchemy,,Tang,618,907,金石簿五九數訣,Jinshi bu wujiu shu jue ,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0908,上清九真中經內訣,赤松子,,,,撰,Alchemy,-,,Early Six Dynasties ,220,450,上清九真中經內訣,Shangqing jiuzhen zhongjing neijue,赤松子,Chi Songzi,撰,,,,,1,Alchemy,-,,,,DZTK,
DZ0909,龍虎還丹訣,金陵子,,,,撰,Alchemy,Laboratory Alchemy,,Tang or Song (compiled before 1042),,,龍虎還丹訣,Longhu huandan jue ,金陵子,Jinling zi,撰,,,,,2,Alchemy,Laboratory Alchemy,,,,,
DZ0910,金華玉液大丹,,,,,,Alchemy,,,Song,960,1279,金華玉液大丹,Jinhua yuyi dadan ,,,,,,,,1,Alchemy,,,,,,
DZ0911,感氣十六轉金丹,,,,,,Alchemy,,,Song,960,1279,感氣十六轉金丹,Ganqi shiliu zhuan jindan ,,,,,,,,1,Alchemy,,,,,,
DZ0912,修練大丹要旨,,,,,,Alchemy,,,Southern Song,1127,1279,修練大丹要旨,Xiulian dadan yaozhi ,,,,,,,,2,Alchemy,,,,,,
DZ0913,通幽訣,,,,,,Alchemy,Laboratory Alchemy,,Tang,618,907,通幽訣,Tongyou jue ,,,,,,,,1,Alchemy,Laboratory Alchemy,,,,,
DZ0914,金華沖碧丹經祕旨,白玉蟾,,,,傳,Alchemy,,,,,,金華沖碧丹經祕旨,Jinhua chongbi danjing bizhi ,白玉蟾,Bo Yuchan ,傳,海瓊,如晦、紫清、白叟,,fl. 1194-1229,2,Alchemy,,,,,,
DZ0914,金華沖碧丹經祕旨,彭耜,,,,傳,Alchemy,,,,,,金華沖碧丹經祕旨,Jinhua chongbi danjing bizhi ,彭耜,Peng Si ,傳,鶴林真逸,,,1185-1251,2,Alchemy,,,,,,
DZ0914,金華沖碧丹經祕旨,蘭元白,,,,傳,Alchemy,,,,,,金華沖碧丹經祕旨,Jinhua chongbi danjing bizhi ,蘭元白,Lan Yuanbo,傳,,,,,2,Alchemy,,,,,,
DZ0914,金華沖碧丹經祕旨,孟煦,,,,序,Alchemy,,,,,,金華沖碧丹經祕旨,Jinhua chongbi danjing bizhi ,孟煦,Meng Xu,序,,,,dated 1225,2,Alchemy,,,,,,
DZ0915,還丹肘後訣,,,,,,Neidan and Yangsheng,General Works and Manuals,,Tenth or eleventh century,901,1100,還丹肘後訣,Huandan zhouhou jue ,,,,,,,,3,Neidan and Yangsheng,General Works and Manuals,,,,,
DZ0916,蓬萊山西灶還丹歌,黃玄鍾,,,,撰,Alchemy,Laboratory Alchemy,,Tang,618,907,蓬萊山西灶還丹歌,Penglai shan xizao huandan ge ,黃玄鍾,Huang Xuanzhong ,撰,,,,,2,Alchemy,Laboratory Alchemy,,,,,
DZ0917,抱朴子神仙金汋經,葛洪,,,,撰,Alchemy,-,,From the Han to the Six Dynasties ,-206,450,抱朴子神仙金汋經,Baopu zi shenxian jinzhuo jing,葛洪,Ge Hong ,撰,抱朴,稚川,,283-343,3,Alchemy,-,,,,DZTK,
DZ0918,諸家神品丹法,孟要甫,,,,編、纂,Alchemy,,,Song,960,1279,諸家神品丹法,Zhujia shenpin danfa ,孟要甫,Meng Yaofu ,編、纂,玄真子,,,,6,Alchemy,,,,,,
DZ0919,鉛汞甲庚至寶集成,,,,,,Alchemy,Laboratory Alchemy,,Tang,618,907,鉛汞甲庚至寶集成,Qiangong jiageng zhibao jicheng ,,,,,,,,5,Alchemy,Laboratory Alchemy,,,,,
DZ0920,丹房奧論,程了一,,,,撰,Alchemy,,,,1020,,丹房奧論,Danfang aolun ,程了一,Cheng Liaoyi ,撰,學仙子,,,,1,Alchemy,,,,,,
DZ0921,指歸集,吳悞,,,,撰,Alchemy,,,,1163,,指歸集,Zhigui ji ,吳悞,Wu Wu ,撰,自然子,,,,1,Alchemy,,,,,,
DZ0922,還金述,陶埴,,,,撰,Alchemy,Inner Alchemy,,,825,,還金述,Huanjin shu ,陶埴,Tao Zhi ,撰,,,,d. 825,1,Alchemy,Inner Alchemy,,,,,
DZ0923,大丹鉛汞論,金竹坡,,,,撰,Alchemy,,,Eleventh century or later,1001,1100,大丹鉛汞論,Dadan qiangong lun ,金竹坡,Jin Zhupo,撰,,,,,1,Alchemy,,,,,,
DZ0924,真元妙道要略,鄭隱,,,,撰,Alchemy,Inner Alchemy,,Five Dynasties,907,960,真元妙道要略,Zhenyuan miaodao yaolüe ,鄭隱,Zheng Yin ,撰,,思遠,,,1,Alchemy,Inner Alchemy,,,,,
DZ0925,丹方鑑源,獨孤滔,,,,撰,Alchemy,Laboratory Alchemy,,,836,,丹方鑑源,Danfang jianyuan ,獨孤滔,Du Gutao ,撰,紫閣山叟,,,,3,Alchemy,Laboratory Alchemy,,,,,
